tconst,region,primaryTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,actor,actress,producer
tt0250494,6.241657696447796,Legally Blonde,2001,96,6.135039325761426,6.275,5.911111111111111,6.5,248632,5.9444444444444455,6.3999999999999995,6.0
tt0250617,6.07405753968253,Night at the Golden Eagle,2001,87,6.387269902912586,6.3999999999999995,6.3999999999999995,5.7,2621,2.914285714285714,4.266666666666667,5.6
tt0250638,6.07405753968253,PTU,2003,85,6.140098542230405,7.050000000000001,6.8999999999999995,7.0,5165,6.179166666666666,3.2,7.050000000000001
tt0250690,6.07405753968253,Refugee,2000,207,6.288108477763557,5.266666666666667,5.266666666666667,5.2,2122,5.953125,3.2,5.333333333333333
tt0250698,6.410678531701892,Ritual,2002,99,5.109565489215376,7.0,5.633333333333333,4.8,2088,2.142857142857143,4.266666666666667,1.425
tt0250720,6.410678531701892,See Spot Run,2001,94,6.015708359369083,5.166666666666667,5.3999999999999995,5.4,9736,3.9802083333333336,3.2,5.013888888888889
tt0251031,6.335384615384616,Series 7: The Contenders,2001,86,5.85966358603721,6.5,6.5,6.5,6686,2.5200000000000005,6.4,6.739583333333333
tt0251075,6.241657696447796,Evolution,2001,101,5.72146116928665,7.4,5.925,6.1,136352,5.581481481481481,6.4,2.466666666666667
tt0251091,5.9267333049765805,Before the Storm,2000,106,6.087793273904871,7.2,6.975,7.2,1026,5.64,5.12,5.35
tt0251094,5.9267333049765805,Gen-Y Cops,2000,120,5.645483303483536,6.666666666666667,5.5249999999999995,4.6,1061,5.744791666666667,6.4,6.3916666666666675
tt0251110,5.9267333049765805,Gypsy 83,2001,94,6.321624600053407,6.266666666666667,6.266666666666667,6.8,1809,3.041666666666667,5.333333333333333,5.933333333333334
tt0251127,6.241657696447796,How to Lose a Guy in 10 Days,2003,116,6.135039325761426,6.4,6.2375,6.5,270529,6.214583333333334,6.3999999999999995,5.066666666666666
tt0251141,6.410678531701892,Innocence,2000,94,6.387269902912586,7.1,7.1,7.1,1994,5.433333333333334,1.6,6.8999999999999995
tt0251160,6.241657696447796,John Q,2002,116,6.087793273904871,3.65,7.1,7.1,143801,6.1428571428571415,6.400000000000001,6.8916666666666675
tt0251415,5.9267333049765805,Stickmen,2001,98,6.257297557739723,6.6,5.766666666666667,6.6,1528,5.652380952380952,4.266666666666667,7.199999999999999
tt0251433,5.9267333049765805,Time and Tide,2000,113,5.912751180508141,4.166666666666667,5.283333333333333,6.7,5129,5.9541666666666675,6.4,4.166666666666667
tt0251661,6.07405753968253,One Day in August,2001,106,6.387269902912586,6.6,6.6,6.6,1194,4.25,3.2,4.85
tt0251736,5.9267333049765805,House of 1000 Corpses,2003,89,5.109565489215376,6.35,6.35,6.0,93528,6.302777777777777,6.4,5.9
tt0251806,6.087284583139267,Long Time Dead,2002,94,5.4073966534805855,4.466666666666668,4.237500000000001,4.7,6033,3.626190476190476,6.400000000000001,2.55
tt0252028,5.9267333049765805,Surviving Christmas,2004,91,6.135039325761426,6.3999999999999995,6.0874999999999995,5.5,27756,6.447222222222222,6.4,6.7875
tt0252052,6.07405753968253,An American Reunion,2003,93,6.219116184811813,6.8,6.8,7.7,2038,2.2199999999999998,2.56,7.7
tt0252223,6.330769230769228,All the Queen's Men,2001,99,6.087837626654536,4.233333333333333,6.1,4.8,2731,2.9770833333333333,6.4,6.4111111111111105
tt0252299,5.9267333049765805,Buffalo Soldiers,2001,98,6.190750452765813,6.550000000000001,6.6625,6.7,25574,5.315625,6.4,6.7
tt0252437,5.8691176470588236,Filler ve Çimen,2000,115,6.046248860329191,7.0,7.0,7.0,2835,5.547916666666666,6.4,7.1125
tt0252444,6.241657696447796,Rabbit-Proof Fence,2002,94,6.377269722091822,6.933333333333334,7.4,7.4,30281,6.891666666666667,6.3999999999999995,6.9444444444444455
tt0252503,5.9267333049765805,Heist,2001,109,6.140098542230405,6.7,6.7,6.5,39074,5.489583333333334,6.4,4.127777777777777
tt0252665,6.442857142857143,Ghislain Lambert's Bicycle,2001,119,6.257297557739723,6.5,6.488888888888888,6.5,2426,3.3874999999999997,6.4,0.0
tt0252684,5.9267333049765805,Manic,2001,100,6.387269902912586,6.4,6.733333333333333,7.2,10046,6.378333333333334,5.12,7.2
tt0252866,6.241657696447796,American Pie 2,2001,108,6.014099354328624,8.2,5.091666666666667,6.4,270354,5.9,5.12,5.916666666666667
tt0252985,6.07405753968253,Ask Me If I'm Happy,2000,100,6.200684628620605,4.225,4.533333333333333,7.1,6925,4.108333333333333,6.4,6.75
tt0253194,6.60692883895131,Kunwara,2000,134,6.219116184811813,6.7,5.894444444444445,5.1,1093,5.605555555555555,4.800000000000001,6.266666666666667
tt0253200,5.9267333049765805,Last Orders,2001,109,6.387269902912586,6.0,6.25,6.9,6739,6.807407407407407,6.4,3.0
tt0253378,6.410678531701892,Virgin Stripped Bare by Her Bachelors,2000,126,6.200684628620605,7.033333333333334,7.033333333333334,6.9,1529,4.760714285714286,6.400000000000001,7.1
tt0253474,6.241657696447796,The Pianist,2002,150,6.5133834539727715,7.2,7.1375,8.5,913851,6.765277777777778,6.4,6.7444444444444445
tt0253556,5.9267333049765805,Reign of Fire,2002,101,5.891002623015889,5.45,6.1499999999999995,6.2,145580,6.607407407407408,6.4,4.879166666666666
tt0253612,6.087284583139267,La répétition,2001,96,6.387269902912586,6.766666666666667,6.533333333333333,6.0,1208,4.730952380952381,4.266666666666667,5.075
tt0253754,5.9267333049765805,Star Trek: Nemesis,2002,116,5.759348419550825,7.400000000000001,6.7875000000000005,6.4,83970,5.1375,4.266666666666667,0.0
tt0253798,5.9267333049765805,Out Cold,2001,89,6.1923113851532925,3.45,6.0,6.2,18489,6.304166666666667,6.4,6.161111111111111
tt0253827,6.07405753968253,The Martins,2001,87,6.014099354328624,5.4,5.4,5.4,1317,5.329166666666667,6.4,5.544444444444444
tt0253840,6.410678531701892,The Triumph of Love,2001,112,6.135039325761426,5.8,5.8,5.8,1633,4.983333333333333,6.400000000000001,0.0
tt0253867,5.9267333049765805,The Sweetest Thing,2002,84,6.135039325761426,5.566666666666666,2.6,5.2,62510,5.563888888888887,6.4,7.05
tt0254099,5.9267333049765805,The Anniversary Party,2001,115,6.219116184811813,6.183333333333334,6.183333333333334,6.3,8755,3.216666666666667,5.12,5.733333333333333
tt0254199,5.9267333049765805,CQ,2001,88,5.943397413828628,7.4750000000000005,7.4750000000000005,6.2,5090,4.297916666666667,6.400000000000001,6.45
tt0254455,6.241657696447796,Sex and Lucía,2001,128,6.321624600053407,6.55,6.55,7.0,38746,5.54,6.3999999999999995,7.2125
tt0254481,6.241657696447796,Koi... Mil Gaya,2003,171,6.024399706758284,6.425,6.055,7.1,27468,7.054166666666667,6.4,6.425
tt0254686,5.9267333049765805,The Piano Teacher,2001,131,6.391344875120418,5.033333333333333,6.266666666666667,7.5,71947,6.693333333333333,6.4,5.65
tt0254775,6.07405753968253,The Red Siren,2002,118,5.912751180508141,6.166666666666667,5.2333333333333325,5.2,1382,4.996428571428571,6.400000000000001,7.075
tt0255067,6.07405753968253,Common Wealth,2000,110,6.0061818763255745,6.533333333333332,6.699999999999999,7.2,12889,3.6,5.333333333333333,7.2
tt0255111,6.07405753968253,Dhadkan,2000,161,6.321624600053407,3.25,4.45,6.5,8068,7.3875,5.333333333333333,6.75
tt0255112,6.60692883895131,Dhaai Akshar Prem Ke,2000,167,6.321624600053407,4.35,5.016666666666667,3.5,1479,5.055555555555555,6.4,4.35
tt0255195,5.9267333049765805,The Goddess of 1967,2000,119,6.219116184811813,6.8,6.8,6.8,1936,4.6625,6.3999999999999995,0.0
tt0255212,5.917443609022554,Hamara Dil Aapke Paas Hai,2000,165,6.1684642742764035,7.3999999999999995,6.6,5.5,2049,6.633333333333333,6.400000000000001,6.65
tt0255305,6.60692883895131,Khiladi 420,2000,157,5.94111691255414,7.6000000000000005,6.875,5.2,2092,6.6604166666666655,6.4,7.4
tt0255309,6.60692883895131,Kurukshetra,2000,129,6.140098542230405,7.3,6.133333333333333,6.1,1140,4.692857142857143,6.400000000000001,5.5
tt0255477,5.9267333049765805,Pinocchio,2002,108,5.967337571032085,7.0,6.366666666666667,4.3,8639,4.038888888888889,6.4,7.066666666666666
tt0255589,5.9267333049765805,The Isle,2000,90,6.046248860329191,7.475,7.475,6.9,14732,6.233333333333333,6.4,6.95
tt0255653,5.9267333049765805,Tortilla Soup,2001,102,6.219116184811813,7.2,7.113333333333334,6.7,5289,4.5125,5.333333333333333,7.2
tt0255702,6.087284583139267,Wishcraft,2002,102,5.109565489215376,5.1875,5.9,5.2,2064,3.2510416666666666,6.4,5.15
tt0255798,6.241657696447796,The Animal,2001,84,5.72146116928665,5.966666666666668,5.116666666666665,4.8,63776,4.454166666666666,6.4,4.608333333333333
tt0255819,5.9267333049765805,Baby Boy,2001,130,6.2713771003876815,6.3999999999999995,6.3999999999999995,6.4,16591,6.658333333333333,6.3999999999999995,6.3999999999999995
tt0255958,6.102564102564102,Down House,2001,95,6.190750452765813,3.5,3.3333333333333335,7.0,2388,3.5555555555555554,4.800000000000001,7.3
tt0256009,6.241657696447796,The Devil's Backbone,2001,106,5.73402106995792,7.3,6.866666666666667,7.4,71047,4.6571428571428575,6.400000000000001,6.283333333333333
tt0256103,6.241657696447796,Intimacy,2001,119,6.321624600053407,6.0,6.372222222222223,6.0,13168,3.3976190476190475,4.266666666666667,6.65
tt0256259,6.410678531701892,Pauline and Paulette,2001,78,6.200684628620605,7.0,6.75,7.0,1829,2.3000000000000003,3.6571428571428575,5.3
tt0256276,6.241657696447796,Possession,2002,102,6.158937791232895,4.7,3.733333333333333,6.3,13721,6.68,6.4,2.4833333333333334
tt0256359,5.9267333049765805,The Safety of Objects,2001,121,6.387269902912586,6.5,6.5,6.5,4372,4.075,4.266666666666667,7.2125
tt0256380,5.9267333049765805,Shallow Hal,2001,114,6.075051617293692,6.275,6.183333333333334,6.0,144898,5.184523809523809,6.400000000000001,6.970833333333333
tt0256415,5.9267333049765805,Sweet Home Alabama,2002,108,6.135039325761426,6.166666666666667,6.4,6.2,123716,4.8533333333333335,5.12,6.225
tt0256692,5.917443609022554,Chori Chori Chupke Chupke,2001,165,6.207481830141689,5.85,5.916666666666667,5.5,5282,5.345000000000001,5.12,5.5
tt0256739,5.917443609022554,Emil and the Detectives,2001,111,6.05735336902342,6.0,6.0,6.0,1249,4.844444444444444,6.4,6.2
tt0257044,6.241657696447796,Road to Perdition,2002,117,6.087793273904871,5.7,7.4444444444444455,7.7,284749,6.877777777777778,6.4,4.116666666666666
tt0257076,6.241657696447796,S.W.A.T.,2003,117,6.00670145848801,6.433333333333333,6.08,6.1,154031,6.08425925925926,6.4,6.491666666666666
tt0257106,6.241657696447796,Scary Movie 2,2001,83,5.561832421771999,5.15,4.694791666666667,5.3,175316,4.855555555555555,6.4,6.3
tt0257215,6.335384615384616,A Song for Martin,2001,117,6.346223015811688,0.0,0.0,6.9,1230,6.425000000000001,6.3999999999999995,5.108333333333333
tt0257231,6.410678531701892,Torrente 2: Mission in Marbella,2001,99,6.015708359369083,6.8,6.8,6.4,7958,2.6857142857142855,6.400000000000001,3.6
tt0257290,6.249315068493151,Glass Tiger,2001,100,6.014099354328624,7.35,6.575,7.7,7291,4.051851851851851,0.0,6.675
tt0257360,6.241657696447796,About Schmidt,2002,125,6.387269902912586,7.5,7.188888888888889,7.2,133652,6.116666666666667,6.4,7.066666666666666
tt0257568,6.330769230769228,Kangaroo Jack,2003,89,5.954440542912142,5.1,5.3,4.5,33756,4.8812500000000005,3.2,7.699999999999999
tt0257756,5.9267333049765805,High Crimes,2002,115,6.130572059186896,6.5,6.266666666666667,6.4,48320,5.311111111111111,6.4,6.9444444444444455
tt0258000,6.241657696447796,Panic Room,2002,112,6.087793273904871,7.866666666666667,6.7,6.8,297207,6.536904761904763,6.400000000000001,6.9624999999999995
tt0258038,5.9267333049765805,Pootie Tang,2001,81,5.954440542912142,7.300000000000001,7.300000000000001,5.3,15129,4.474074074074074,6.400000000000001,5.85
tt0258068,6.241657696447796,The Quiet American,2002,101,6.11615900595087,6.933333333333334,6.055555555555556,7.0,29758,6.054166666666666,6.4,7.2
tt0258153,6.241657696447796,S1m0ne,2002,117,5.943397413828628,6.25,6.25,6.1,62490,4.683333333333334,4.800000000000001,6.25
tt0258273,5.9267333049765805,Lovely & Amazing,2001,91,6.219116184811813,6.824999999999999,6.824999999999999,6.7,7700,0.0,6.3999999999999995,6.388888888888889
tt0258291,6.335384615384616,Wings of Glass,2000,105,6.321624600053407,6.1,5.9,5.7,1619,6.2,5.12,6.15
tt0258463,6.241657696447796,The Bourne Identity,2002,119,5.8003118713533555,6.966666666666666,7.358333333333334,7.8,576812,6.692708333333333,6.4,7.336111111111111
tt0258470,6.241657696447796,Bubble Boy,2001,84,6.085719101069419,5.7,6.633333333333334,5.7,35308,6.124074074074074,6.4,6.55
tt0258489,6.07405753968253,Double Tap,2000,89,5.912751180508141,6.35,6.625,6.6,1095,5.075000000000001,3.2,7.0
tt0258490,6.60692883895131,Khushi,2001,169,6.321624600053407,7.333333333333333,5.866666666666667,8.1,5916,4.135416666666667,6.400000000000001,7.4
tt0258760,5.773359073359076,Lammbock,2001,93,6.092490727692427,7.2,7.2,7.2,11886,5.25,3.2,6.7
tt0258761,5.9267333049765805,Last Resort,2000,73,6.321624600053407,7.2,6.699999999999999,7.2,2143,7.015625000000001,6.4,3.6
tt0258816,5.9267333049765805,The Reckoning,2003,112,6.130572059186896,6.833333333333333,4.800000000000001,6.4,6399,6.102083333333334,6.4,4.7
tt0258827,6.330769230769228,Girls on Top,2001,90,6.014099354328624,4.875,5.333333333333333,5.3,4479,5.120833333333333,1.6,5.36875
tt0258885,6.410678531701892,Platform,2000,154,6.509695997967915,7.075,7.075,7.3,3078,7.208333333333334,3.2,6.916666666666667
tt0258967,5.9267333049765805,The Unsaid,2001,111,6.130572059186896,6.6,6.4,6.6,6719,5.491666666666667,4.800000000000001,1.8499999999999999
tt0259060,6.087284583139267,Don't Die Too Hard!,2001,92,6.014099354328624,5.7,4.45,5.7,5660,6.034375,6.4,0.0
tt0259288,5.9267333049765805,Dragonfly,2002,104,6.014873223714775,6.1,5.841666666666666,6.1,39981,4.832142857142857,6.400000000000001,6.695833333333333
tt0259324,5.9267333049765805,Ghost Rider,2007,110,5.797052345036019,6.333333333333333,6.333333333333333,5.3,252482,5.6537037037037035,6.4,6.125
tt0259393,5.9267333049765805,Lantana,2001,121,6.158937791232895,6.75,6.833333333333333,7.2,20230,6.08452380952381,6.400000000000001,6.966666666666668
tt0259440,6.186301369863009,Beautiful Memories,2001,110,6.321624600053407,7.35,7.35,7.2,1421,4.605555555555556,6.4,6.266666666666667
tt0259442,5.9267333049765805,The Monkey's Mask,2000,93,5.903224697464633,5.1,5.1,5.1,1646,6.416666666666666,5.333333333333333,6.625
tt0259446,5.9267333049765805,My Big Fat Greek Wedding,2002,95,6.219116184811813,5.85,5.766666666666667,6.6,144745,6.061111111111111,6.3999999999999995,4.866666666666667
tt0259484,5.9267333049765805,Paid in Full,2002,97,6.140098542230405,6.1,6.8875,7.0,14253,6.292857142857143,6.400000000000001,5.661111111111111
tt0259567,6.087284583139267,Perfect Opposites,2004,99,6.321624600053407,5.25,6.225,5.5,1415,6.365277777777778,4.800000000000001,2.625
tt0259711,6.410678531701892,Vanilla Sky,2001,136,5.971109688475322,7.4,7.3999999999999995,6.9,285956,5.623611111111111,6.4,4.044444444444444
tt0259974,5.9267333049765805,Digimon: The Movie,2000,82,6.136012850203341,7.233333333333333,6.95,6.0,7961,5.625,2.4000000000000004,6.0
tt0260320,5.9267333049765805,Repli-Kate,2002,96,5.72146116928665,5.6,5.6,5.6,5324,5.042857142857144,6.4,6.3
tt0260332,6.087284583139267,The Day I Became a Woman,2000,74,6.200684628620605,7.3,7.05,7.3,1992,5.175,6.3999999999999995,6.8
tt0260688,6.330769230769228,Ali Zaoua: Prince of the Streets,2000,90,6.279076001984408,7.033333333333334,7.166666666666667,7.3,2940,6.932291666666667,3.2,7.033333333333334
tt0260866,5.9267333049765805,Don't Say a Word,2001,113,5.975353964750085,6.6,6.2444444444444445,6.3,57113,3.652777777777778,4.800000000000001,2.6444444444444444
tt0260991,5.9267333049765805,Joint Security Area,2000,110,5.984880447793593,7.6,7.606944444444444,7.7,34256,7.584375000000001,6.4,7.433333333333334
tt0261066,6.186301369863009,Piñero,2001,103,6.572365257295033,6.2,6.2,6.2,1404,4.254166666666666,3.2,4.3
tt0261175,5.773359073359076,Peter Bell,2002,110,6.064127764127765,6.7,6.45,6.2,2358,4.795833333333334,3.2,5.283333333333333
tt0261199,6.07405753968253,The Price of Air,2000,73,6.140098542230405,1.9,1.9,1.9,1144,3.266666666666666,6.4,5.302083333333333
tt0261289,5.9267333049765805,Serving Sara,2002,99,6.135039325761426,7.9,5.175,5.3,18834,4.252083333333333,6.4,6.3999999999999995
tt0261392,5.9267333049765805,Jay and Silent Bob Strike Back,2001,104,6.014099354328624,7.3,7.3,6.8,161154,6.714285714285714,6.400000000000001,6.8
tt0261552,6.186301369863009,The Foul King,2000,112,6.1923113851532925,7.4,5.883333333333334,6.9,2332,3.098148148148148,0.0,7.1
tt0261983,5.9267333049765805,Session 9,2001,97,5.776799855239946,6.866666666666667,5.5,6.4,62959,5.02037037037037,6.4,4.616666666666666
tt0262037,6.60692883895131,Thenali,2000,164,6.200684628620605,7.3,7.5,7.5,2530,6.8805555555555555,2.1333333333333333,7.3
tt0262396,5.9267333049765805,Empire,2002,90,6.087793273904871,5.233333333333333,5.233333333333333,5.9,7902,6.583333333333333,4.800000000000001,4.25
tt0262432,6.410678531701892,George Washington,2000,89,6.387269902912586,6.275,6.275,7.2,8672,6.933333333333333,5.12,6.336111111111111
tt0262699,5.9267333049765805,The Pornographer,2001,108,6.387269902912586,4.3999999999999995,4.3999999999999995,5.2,2635,3.46,3.8400000000000007,7.075
tt0262826,5.9844827586206915,Thomas in Love,2000,97,6.219116184811813,7.0,6.449999999999999,7.0,2048,6.741666666666667,6.3999999999999995,6.374999999999999
tt0262911,5.917443609022554,World Traveler,2001,103,6.387269902912586,5.7,5.7,5.3,1263,5.220000000000001,5.12,5.858333333333334
tt0263101,5.917443609022554,Bangkok Dangerous,2000,105,6.140098542230405,6.35,6.35,6.5,3782,6.5,6.400000000000001,6.0
tt0263124,6.087284583139267,Brainstorm,2000,74,6.387269902912586,3.6,7.45,7.7,6381,3.7687500000000003,6.4,5.758333333333334
tt0263265,5.9267333049765805,Shortcut to Happiness,2003,106,6.075051617293692,7.3,6.041666666666666,5.4,6187,5.408333333333334,6.4,7.06875
tt0263334,5.8691176470588236,Fasulye,2000,105,6.015708359369083,7.2,6.65,7.2,2624,5.451851851851853,6.4,6.637499999999999
tt0263386,6.07405753968253,Going Greek,2001,90,6.219116184811813,6.666666666666667,6.666666666666667,4.6,1429,5.18125,6.4,5.6625
tt0263488,5.9267333049765805,Jeepers Creepers,2001,90,5.471564831403624,5.95,5.95,6.2,142744,6.125,6.4,6.550000000000001
tt0263491,5.917443609022554,Jis Desh Mein Ganga Rehta Hain,2000,141,6.190750452765813,7.3,7.3,4.9,1378,3.4066666666666663,6.4,5.325
tt0263496,5.9267333049765805,Pretty Things,2001,105,6.387269902912586,6.1000000000000005,5.6,5.8,1092,4.441666666666667,6.4,6.266666666666667
tt0263671,5.913913043478261,Love the Hard Way,2001,104,6.2713771003876815,6.3,5.933333333333334,6.3,2575,4.663333333333333,6.4,6.3
tt0263725,5.9267333049765805,Me Without You,2001,107,6.387269902912586,6.7,6.7,6.7,4834,5.183333333333334,5.333333333333333,7.033333333333334
tt0263728,5.9267333049765805,Megiddo: The Omega Code 2,2001,104,5.891002623015889,4.050000000000001,4.266666666666667,3.9,2967,4.415740740740741,0.0,2.925
tt0263734,5.9267333049765805,Men with Brooms,2002,102,6.219116184811813,6.266666666666667,6.022222222222223,5.9,4716,3.7238095238095235,6.400000000000001,3.65
tt0263757,5.9267333049765805,Uptown Girls,2003,92,6.219116184811813,7.199999999999999,6.2,6.2,43252,4.449999999999999,6.3999999999999995,4.433333333333334
tt0264150,5.9267333049765805,View from the Top,2003,87,6.135039325761426,7.0,5.3,5.3,28605,3.81,6.4,7.275000000000001
tt0264323,5.9267333049765805,2001 Maniacs,2005,87,5.561832421771999,5.3,5.3,5.3,13306,4.842857142857143,6.400000000000001,6.654166666666668
tt0264395,6.241657696447796,Basic,2003,98,6.140098542230405,3.1,6.375,6.4,66592,5.457291666666666,6.4,6.94375
tt0264429,5.917443609022554,Black Mask 2: City of Masks,2002,102,5.89274550329322,4.166666666666667,3.9416666666666673,3.7,1986,4.987962962962962,6.4,4.166666666666667
tt0264472,5.9267333049765805,Changing Lanes,2002,98,6.046248860329191,6.466666666666666,6.5,6.5,74697,7.072222222222222,6.4,7.8
tt0264508,5.9267333049765805,Dagon,2001,98,5.588971752482371,6.5,6.2,6.2,21070,4.2250000000000005,6.4,5.050000000000001
tt0264616,5.9267333049765805,Frailty,2001,100,6.087793273904871,7.2,7.2,7.2,91487,6.575925925925926,6.4,6.5
tt0264689,5.9267333049765805,Home Room,2002,133,6.279076001984408,6.5,6.5,7.1,3451,3.6055555555555556,6.4,4.425000000000001
tt0264761,5.9267333049765805,Kissing Jessica Stein,2001,97,6.219116184811813,6.166666666666667,6.333333333333334,6.6,17445,6.65625,6.4,5.466666666666667
tt0264796,5.9267333049765805,Life as a House,2001,125,6.387269902912586,7.5,6.400000000000001,7.4,45633,5.3880952380952385,6.400000000000001,7.125
tt0264917,5.917443609022554,Mondscheintarif,2001,93,6.135039325761426,6.8,6.8,6.8,1005,5.41,5.12,0.0
tt0264935,5.9267333049765805,Murder by Numbers,2002,115,5.903224697464633,3.1,6.533333333333334,6.2,62465,4.689285714285714,6.400000000000001,5.316666666666667
tt0265018,6.087284583139267,Ah! My Goddess: The Movie,2000,106,6.3200618444811445,7.5,6.9,6.9,1211,5.042857142857143,4.977777777777778,2.3000000000000003
tt0265029,5.9267333049765805,America's Sweethearts,2001,102,6.135039325761426,6.575,5.7,5.7,60391,4.804166666666666,6.4,4.0
tt0265087,6.241657696447796,Black Knight,2001,95,5.941654533551298,5.050000000000001,5.311111111111111,4.9,43343,4.317708333333334,6.4,5.597916666666666
tt0265104,5.913913043478261,The Breed,2001,91,5.466844032060816,4.1,4.7,4.7,2955,4.5125,6.4,5.862500000000001
tt0265116,6.087284583139267,Chaos,2001,109,6.190750452765813,7.0,7.0,7.0,2487,5.771428571428572,6.4,7.800000000000001
tt0265144,5.172727272727273,Offside,2000,120,6.378896659445273,7.15,7.25,7.3,3332,6.738095238095238,4.266666666666667,7.3
tt0265148,6.087284583139267,Main Prem Ki Diwani Hoon,2003,197,6.207481830141689,5.550000000000001,5.550000000000001,3.8,5109,5.7,6.400000000000001,5.550000000000001
tt0265171,5.9267333049765805,Elvira's Haunted Hills,2001,90,5.561832421771999,5.6,5.6,5.6,4723,2.6666666666666665,5.333333333333333,0.0
tt0265208,6.241657696447796,The Girl Next Door,2004,109,6.219116184811813,5.966666666666668,6.097222222222221,6.7,240103,5.709375,6.4,6.344444444444444
tt0265298,6.330769230769228,Big Fat Liar,2002,88,6.021768590047263,7.175,5.75,5.5,39601,5.476388888888889,6.4,6.425
tt0265307,5.9267333049765805,The Man from Elysian Fields,2001,106,6.321624600053407,6.2,6.6,6.6,4477,3.5619047619047626,4.266666666666667,5.414583333333333
tt0265343,5.9267333049765805,Monsoon Wedding,2001,114,6.219116184811813,7.05,7.333333333333333,7.3,26702,7.35,6.4,6.908333333333333
tt0265349,6.241657696447796,The Mothman Prophecies,2002,119,5.776799855239946,7.15,6.4,6.4,84863,6.114285714285715,6.400000000000001,6.788888888888889
tt0265459,6.241657696447796,One Hour Photo,2002,96,6.046248860329191,6.949999999999999,6.949999999999999,6.8,131823,6.665277777777779,6.4,7.208333333333333
tt0265591,5.9267333049765805,Pumpkin,2002,113,6.219116184811813,6.1,6.1,6.1,9550,5.2749999999999995,5.485714285714286,6.583333333333334
tt0265662,5.9267333049765805,The Rookie,2002,127,6.273973694339436,7.075,7.074999999999999,6.9,37218,6.598958333333332,6.4,7.144444444444446
tt0265666,6.241657696447796,The Royal Tenenbaums,2001,110,6.200684628620605,7.6,7.25,7.6,313452,6.479166666666666,3.2,6.7555555555555555
tt0265691,5.917443609022554,The Slurb,2001,102,5.967337571032085,5.7,6.5,5.7,1182,2.204761904761905,6.400000000000001,7.3
tt0265709,6.087284583139267,Scenes of the Crime,2001,91,5.984880447793593,5.7,5.8999999999999995,5.7,2050,5.680208333333333,3.2,6.095833333333333
tt0265713,5.9267333049765805,"Scotland, Pa.",2001,104,6.092490727692427,6.6,6.85,6.6,4814,4.922916666666667,6.4,6.516666666666667
tt0265752,5.9267333049765805,Wolf Girl,2001,97,5.77354032892261,6.533333333333334,5.9,5.9,1043,6.021296296296296,6.4,6.825
tt0265930,6.087284583139267,The Last Kiss,2001,115,6.219116184811813,7.375,7.375,6.9,8791,3.9599999999999995,5.12,5.425
tt0265944,5.9267333049765805,Untold,2002,86,5.65292925454106,3.85,3.675,3.5,2048,4.814285714285715,6.400000000000001,3.5
tt0266057,5.916477272727274,Without Charlie,2001,90,6.200684628620605,6.3999999999999995,6.3999999999999995,2.0,1187,2.44,5.12,4.8
tt0266308,5.9267333049765805,Battle Royale,2000,114,6.078830725773462,7.5,6.05,7.5,194622,5.433333333333334,6.4,6.408333333333333
tt0266408,5.756521739130435,China Strike Force,2000,103,6.016512861889313,6.1,5.699999999999999,5.3,1882,6.321428571428571,6.400000000000001,6.666666666666667
tt0266465,6.241657696447796,A Man Apart,2003,109,6.140098542230405,7.0,6.408333333333333,6.0,49428,5.186111111111111,6.4,6.279166666666667
tt0266519,6.07405753968253,Everything for a Reason,2000,89,6.135039325761426,5.566666666666666,5.566666666666666,6.2,1552,5.243333333333333,6.4,5.25
tt0266543,6.241657696447796,Finding Nemo,2003,100,6.18666476073875,8.100000000000001,7.794444444444444,8.2,1114485,6.210714285714286,3.2,8.2
tt0266697,6.241657696447796,Kill Bill: Vol. 1,2003,111,5.912751180508141,7.6,7.85,8.2,1195674,7.4624999999999995,6.3999999999999995,8.3
tt0266915,6.330769230769228,Rush Hour 2,2001,90,6.015708359369083,6.6000000000000005,5.341666666666667,6.7,239362,6.844444444444444,6.4,6.75
tt0266971,5.9267333049765805,The Slaughter Rule,2002,112,6.378896659445273,5.85,5.85,5.9,2634,4.964285714285714,6.400000000000001,6.95
tt0266987,6.241657696447796,Spy Game,2001,126,5.912751180508141,6.35,6.05,7.1,167225,5.051041666666667,6.4,6.8625
tt0267129,5.756521739130435,Yamakasi,2001,90,6.140098542230405,6.166666666666667,5.820833333333334,6.1,13137,5.90925925925926,6.4,6.7250000000000005
tt0267248,5.9267333049765805,Abandon,2002,99,6.158937791232895,6.7,6.7,4.8,10171,6.029761904761904,6.400000000000001,5.504166666666666
tt0267287,5.9267333049765805,Avalon,2001,107,6.024399706758284,6.9,6.4,6.4,13701,6.083333333333333,6.4,6.4
tt0267363,6.087284583139267,Chandni Bar,2001,150,6.279076001984408,7.025,7.408333333333334,7.6,2795,4.8343750000000005,6.4,7.6
tt0267440,6.07405753968253,Do You Wanna Know a Secret?,2001,90,5.549452493517681,1.5,3.0,3.0,1051,3.3777777777777778,6.4,2.0
tt0267601,5.9267333049765805,Truth About Demons,2000,90,5.546192967200345,6.25,6.25,5.4,1473,5.307142857142857,2.1333333333333333,0.0
tt0267804,5.9267333049765805,The One,2001,87,5.6653981415709564,5.9,5.95,5.9,96153,4.265277777777778,6.400000000000001,6.025
tt0267913,6.241657696447796,Scooby-Doo,2002,86,6.021768590047263,4.766666666666667,6.0125,5.3,125701,5.5166666666666675,6.400000000000001,7.512500000000001
