tconst,averageRating,numVotes
tt2043971,4.3,1141
tt2043979,7.5,3992
tt2044040,7.1,1759
tt2044729,4.6,5724
tt2044801,4.4,6735
tt20449626,6.2,1085
tt20452218,5.8,1117
tt2046090,5.0,3803
tt20465746,7.2,4440
tt2047910,5.4,1270
tt2048726,7.9,3574
tt2048770,6.1,8101
tt2048804,6.2,1027
tt2048824,5.0,2131
tt2048865,3.9,1029
tt2048877,7.2,4252
tt2049511,3.5,1815
tt2049543,5.5,11334
tt2049586,7.9,1732
tt2049630,5.0,2010
tt2049636,7.3,1036
tt2050633,4.6,4735
tt2051879,6.4,75577
tt2051894,5.9,3328
tt2051941,7.0,4635
tt2053352,7.5,1696
tt2053378,4.2,1455
tt2053423,4.6,1650
tt2053425,7.4,70342
tt2053463,7.1,197238
tt2054790,6.1,9206
tt2054808,7.3,2000
tt2055709,5.5,5860
tt2055765,5.7,13116
tt2055800,5.5,1311
tt20561114,4.5,1913
tt20561198,7.7,16895
tt20567314,5.3,3273
tt2056771,6.4,32946
tt2057392,7.3,91576
tt2057441,6.9,4164
tt2057920,3.7,1376
tt2057931,7.4,1497
tt2058107,7.1,42673
tt2058673,5.3,66158
tt2058710,3.6,1022
tt2059171,6.3,39024
tt2059255,7.4,26230
tt2060525,5.5,2921
tt2061702,7.8,21742
tt2061712,5.8,10838
tt2061756,6.7,2592
tt2061822,4.1,2396
tt2061869,4.7,2415
tt2062575,6.7,1119
tt2062622,4.7,1943
tt2062661,3.6,3995
tt2062700,5.6,22583
tt2062969,7.0,7212
tt2062996,7.1,3619
tt2063008,5.6,1826
tt2063011,5.9,2756
tt2063013,5.5,2123
tt2063666,6.2,6505
tt2063745,7.3,1929
tt2063781,6.7,17729
tt2063782,6.2,2577
tt2063834,6.7,2911
tt2064713,7.5,4007
tt2064816,4.7,2011
tt2064849,5.6,3837
tt2064968,5.4,13454
tt2065877,6.8,1235
tt2065924,7.8,2245
tt2066051,7.3,195107
tt2066176,7.4,6575
tt20672356,7.0,2373
tt20672490,5.0,4263
tt20672534,5.5,6302
tt20674378,4.2,1929
tt2069100,7.4,8372
tt2069715,6.2,5711
tt2069797,5.7,8502
tt2069935,3.7,3175
tt2069955,4.2,1958
tt2070597,6.2,1772
tt2070604,4.9,1158
tt2070649,8.0,21725
tt2070776,6.8,12720
tt2070862,4.9,12443
tt2071441,6.0,2075
tt2071491,1.5,4909
tt2071550,6.2,31365
tt2071590,5.9,1642
tt2071613,7.2,11519
tt2071620,6.9,1509
tt2071628,5.0,1157
tt2071648,4.2,1254
tt2072029,4.0,1211
tt2072045,5.8,6332
tt2072145,6.1,1218
tt2072167,7.7,4295
tt2072220,6.3,2892
tt2072227,7.2,10524
tt2072230,5.0,15502
tt2072233,5.6,34229
tt2072241,6.2,1236
tt20724796,6.7,1620
tt2072933,5.6,5075
tt2072962,6.8,1978
tt2073016,7.3,3779
tt2073029,7.8,6475
tt2073070,7.1,4396
tt2073086,7.4,4640
tt2073121,5.7,1532
tt2073564,6.4,1006
tt2073600,7.4,2516
tt2075108,8.1,6088
tt2075318,5.6,1266
tt2075373,6.9,1248
tt20754156,7.6,1736
tt2076176,6.9,3175
tt2076220,7.0,48954
tt2076251,5.7,1286
tt2076298,7.0,36776
tt2076346,5.3,1481
tt2076372,5.0,1442
tt2076822,5.7,56190
tt2076850,6.1,4775
tt2076862,5.9,1425
tt2076871,5.6,1031
tt20768712,5.6,6994
tt2076897,6.5,3367
tt20771990,7.7,2032
tt2077721,7.0,1737
tt2077747,7.2,1992
tt2077833,5.8,23886
tt2077851,6.7,12195
tt2077886,8.8,9952
tt2077908,6.9,1917
tt20782072,4.9,8101
tt20784402,8.9,2195
tt20784426,7.8,2099
tt2078552,6.0,4632
tt2078586,7.2,2475
tt2078599,7.3,2904
tt2078644,7.6,1941
tt2078718,5.3,4829
tt2078733,5.9,1518
tt2078763,8.1,1072
tt2078768,6.2,1781
tt20788760,4.2,1566
tt2079571,7.1,1273
tt2080374,7.2,178721
tt2081167,6.4,1048
tt2081194,4.4,3920
tt2081259,5.6,1488
tt2081437,5.9,9150
tt2081438,2.4,1923
tt2082152,4.5,3180
tt2082180,7.7,11235
tt2082197,8.1,86865
tt2082221,7.0,7308
tt2082262,5.7,4500
tt2082415,5.7,4284
tt2082496,7.2,1134
tt2082513,7.4,1002
tt2083231,5.1,4937
tt2083271,8.6,1202
tt2083294,6.2,1346
tt2083320,6.4,2041
tt2083355,6.6,16865
tt2083379,5.6,6275
tt2083383,6.8,68594
tt20838498,6.2,1914
tt20840000,7.5,3829
tt2084093,5.2,1192
tt2084098,6.9,1310
tt2084934,4.9,1605
tt2084953,7.3,6544
tt2084970,8.0,825831
tt2084977,7.2,5370
tt2084989,6.5,34984
tt2085002,6.4,2290
tt20850406,8.5,68494
tt20851874,6.7,2133
tt20853816,3.9,1470
tt20854842,7.3,4934
tt20855732,8.3,2087
tt2085752,5.3,1992
tt2085783,8.2,1733
tt2085795,7.0,2376
tt2085910,6.2,23125
tt2085930,5.8,11924
tt20859464,6.6,9311
tt20864606,4.0,1547
tt20864704,6.0,1211
tt20865078,6.8,1576
tt2086830,6.7,1816
tt20871388,6.1,1495
tt2087850,5.3,8725
tt2087878,7.1,1180
tt20879602,5.0,9444
tt2088003,5.4,35530
tt2088012,7.3,1286
tt2088745,7.1,4098
tt2088847,6.5,1300
tt2088869,4.1,6788
tt2088893,6.4,1768
tt2088923,2.3,1942
tt2088950,5.6,5631
tt2089750,5.3,4398
tt2090463,7.6,1061
tt2090465,6.1,14931
tt2090629,3.5,1861
tt2091235,7.3,2258
tt2091256,6.2,32409
tt2091318,6.6,1587
tt2091325,4.5,5346
tt2091327,4.2,2674
tt2091384,6.5,4162
tt2091473,6.6,39931
tt2091478,5.1,12553
tt20916568,6.1,12070
tt20917338,6.2,7682
tt2091935,6.3,61220
tt2092011,6.3,5327
tt2093100,7.4,1338
tt2093270,5.9,8774
tt2093944,4.4,3519
tt2093977,5.6,6640
tt2093990,6.4,6504
tt2093991,6.4,15035
tt2093995,6.4,3558
tt2094018,6.3,30836
tt2094019,4.4,1322
tt2094064,7.0,17093
tt2094748,5.6,1171
tt2094766,5.6,208998
tt2094767,5.6,2446
tt2094854,6.1,2697
tt2094877,6.4,6870
tt2094890,6.5,1281
tt2095004,3.9,1423
tt2095568,4.4,1716
tt2095649,5.7,21202
tt2096672,5.6,145229
tt2096673,8.1,786590
tt2097298,7.4,42299
tt2097307,6.1,37525
tt2097331,6.1,10032
tt2098627,4.4,1586
tt2098628,6.1,1642
tt2098782,7.7,3476
tt2099556,5.7,15432
tt2100376,4.6,1029
tt2100684,6.4,1123
tt2101341,6.4,70056
tt2101383,5.6,29468
tt2101441,5.3,148890
tt2101473,7.2,41992
tt2101507,4.3,1099
tt2101569,6.9,32045
tt2101570,5.7,13127
tt2102396,6.3,3674
tt2102465,6.5,1424
tt2102472,6.1,2008
tt2102496,4.4,8357
tt2102499,6.5,1230
tt21026586,5.8,1907
tt21027780,7.3,23552
tt21028848,4.7,1088
tt2103217,6.1,40385
tt2103254,4.9,54923
tt2103264,6.5,14864
tt2103267,6.2,36730
tt2103281,7.6,471316
tt2103997,3.2,1023
tt2104080,6.0,1456
tt21042588,4.5,1977
tt21045742,4.5,3784
tt21047870,7.1,1262
tt2104837,4.5,2467
tt21049266,6.9,1959
tt2104994,8.0,1913
tt2105044,5.8,68443
tt21051458,6.7,1914
tt21053478,7.5,1261
tt21059394,7.0,3194
tt21059520,7.3,21739
tt2106284,6.4,2179
tt2106361,5.8,71540
tt21064272,6.4,1312
tt21064584,7.7,58131
tt2106476,8.3,364906
tt2106529,5.6,1589
tt2106537,5.6,6356
tt2106550,6.1,5806
tt2106651,6.3,64938
tt2106670,5.7,1720
tt2106671,7.2,3948
tt2106675,2.7,1287
tt2106739,6.0,2792
tt2106741,6.5,2332
tt21071620,7.4,2120
tt21076374,7.3,2005
tt2107648,5.6,4459
tt2107814,5.7,4367
tt2107850,7.4,1156
tt2107861,5.4,6331
tt21080296,3.3,1352
tt2108546,6.8,2299
tt21087084,5.4,1790
tt21087452,5.5,1898
tt2109087,6.1,1138
tt2109131,5.1,1987
tt2109184,4.6,70321
tt2109248,5.6,331858
tt21093976,9.1,1780
tt21094994,4.6,5551
tt21100430,8.3,2007
tt21103300,5.2,9313
tt21106646,2.8,9927
tt21109538,6.6,1988
tt21111120,6.0,1538
tt21111348,5.8,1663
tt21113540,6.4,13423
tt2111392,5.1,6424
tt21113962,7.0,3397
tt2111478,8.0,4091
tt2112096,5.4,13228
tt2112124,6.1,63674
tt2112129,6.4,1035
tt2112131,4.8,19898
tt2112152,7.0,1588
tt2112206,6.8,4330
tt2112210,6.1,10312
tt2112277,4.5,3414
tt2112287,5.5,6179
tt2112293,6.3,5387
tt2112331,4.3,1162
tt2113007,7.2,1318
tt2113075,7.5,5737
tt2113090,7.3,1085
tt2113091,7.0,1258
tt2113636,5.8,2299
tt2113659,6.5,3736
tt2113681,7.0,42669
tt2113683,7.4,2860
tt2113768,7.5,1604
tt2113792,3.8,2234
tt2113809,6.1,2674
tt2113820,6.5,3335
tt2113822,6.9,3733
tt21142926,6.4,2410
tt2114358,6.4,2159
tt2114440,4.9,2035
tt2114461,4.4,2342
tt2114490,6.8,2643
tt2114504,4.2,5147
tt2114510,6.0,1012
tt21148018,6.5,3195
tt21149522,5.9,1689
tt21151212,4.7,1463
tt2115295,6.2,11783
tt2115388,6.5,1832
tt2115426,6.6,1134
tt21156390,6.7,2313
tt2116974,6.4,2913
tt2118624,6.5,51815
tt2118669,6.8,2402
tt2118689,6.6,1524
tt21187542,6.9,1179
tt2118775,5.5,4508
tt21188080,6.1,14997
tt21191906,6.3,1574
tt21192142,7.7,46867
tt21193010,6.7,1540
tt2119404,4.2,1061
tt2119463,7.9,1454
tt2119474,4.7,7356
tt2119532,8.1,595302
tt2119543,6.1,55384
tt21195548,5.9,2903
tt21200850,5.2,5367
tt2120120,5.6,159579
tt2120152,7.6,7085
tt2120779,8.0,1224
tt2121304,6.3,1506
tt2121377,5.2,1982
tt2121382,7.2,67264
tt21215056,5.6,2143
tt21216870,5.7,2483
tt21222434,4.7,1873
tt21222462,4.7,1883
tt2122283,6.3,4534
tt2122313,5.8,2731
tt21223140,8.3,1546
tt21223380,6.8,1091
tt2122340,6.4,5900
tt2122424,4.2,2141
tt2122518,6.5,1381
tt21230074,7.2,1480
tt2123129,7.4,6362
tt2123146,5.5,7603
tt21232992,6.9,16276
tt2123342,5.8,1148
tt21235248,6.3,34292
tt21236048,4.9,1180
tt21237030,5.1,9886
tt21237108,5.5,1765
tt21238288,6.8,2990
tt2123884,4.6,1553
tt2124074,5.7,3627
tt2124096,6.2,2687
tt2124186,6.4,3477
tt2124189,7.7,1769
tt21241942,4.5,1263
tt21245882,5.1,5857
tt2124787,4.7,16839
tt2124803,7.6,4358
tt21248674,8.4,1312
tt2124908,7.3,2889
tt21250176,5.2,3844
tt2125423,7.9,6653
tt2125425,6.7,1557
tt2125435,7.2,85101
tt21254598,6.7,1343
tt2125490,6.5,1626
tt2125496,6.7,2476
tt2125500,7.0,1675
tt2125501,7.4,6000
tt2125608,8.2,72956
tt2125653,7.9,5396
tt2125666,7.1,13709
tt2125685,4.1,2626
tt2125698,6.0,3049
tt21257152,5.6,2996
tt21261388,8.1,6861
tt21261712,6.6,6091
tt21262240,7.2,17402
tt2126235,5.7,17344
tt2126282,6.1,3349
tt2126355,6.1,256962
tt2126357,5.8,30284
tt2126362,5.7,10507
tt2126403,7.2,2718
tt21264924,5.9,2182
tt21268790,5.8,4550
tt21272402,5.8,1041
tt21275544,6.1,1335
tt21276878,6.0,23979
tt21279122,6.8,1416
tt21279138,3.8,15727
tt21279806,6.5,14053
tt21281462,7.3,2174
tt21281774,7.0,1409
tt21282262,6.9,2219
tt21284358,7.2,2782
tt21287452,5.2,1341
tt21288778,9.0,2916
tt21291992,5.4,5157
tt21296906,8.4,3212
tt2129887,6.3,1338
tt2129928,8.0,2729
tt21301666,5.6,2265
tt2130242,5.9,4626
tt2130270,6.3,6836
tt2130321,7.9,10963
tt21307994,4.8,15785
tt21308470,7.3,2060
tt21308698,4.9,2099
tt21308718,4.3,1989
tt21308736,5.8,2165
tt21308888,6.3,20225
tt21309170,7.8,1044
tt2131523,6.6,1707
tt2131532,6.4,25632
tt2131586,6.4,1868
tt2131698,6.6,1728
tt2132285,5.6,92282
tt2132324,6.5,5434
tt2132374,6.3,1238
tt2132405,6.8,3693
tt21326658,3.5,4057
tt21328106,5.6,20123
tt2133196,6.8,9279
tt2133239,6.0,2868
tt21332486,7.1,1463
tt2133298,5.2,1016
tt2133312,7.3,1429
tt21333170,6.3,1088
tt2133333,4.1,1567
tt21335356,6.1,7313
tt21335908,4.6,3666
tt21338696,6.7,2988
tt21339860,5.7,2037
tt21340412,6.9,6695
tt21348598,6.6,1136
tt21352380,6.1,1895
tt21361340,6.8,2469
tt21364552,6.6,5094
tt2136808,2.9,2989
tt21371218,6.7,1412
tt2137241,4.9,2289
tt21374850,7.5,7831
tt21376900,7.1,1625
tt21377126,6.3,1456
tt21378182,5.9,2164
tt21378744,7.1,3323
tt21379370,6.5,1842
tt21379574,5.9,3775
tt21383812,6.4,25183
tt21385728,6.2,5930
tt21386494,6.9,1100
tt21388556,5.3,3901
tt21389338,5.2,1198
tt21391242,3.9,2680
tt2139555,5.9,30136
tt21397580,5.4,5176
tt21398196,7.5,6555
tt2139843,6.7,6155
tt2139881,6.8,121872
tt21399082,3.8,1143
tt2139919,6.6,2611
tt2140037,5.9,23860
tt2140039,7.0,1088
tt2140203,8.1,49572
tt2140315,4.2,4071
tt21403688,2.4,1164
tt2140373,7.5,170122
tt2140379,6.5,103998
tt2140381,7.0,1759
tt2140429,4.7,2136
tt2140465,7.6,29719
tt2140479,7.3,322379
tt2140507,6.5,30994
tt2140571,6.3,10224
tt2140577,6.3,10342
tt2140619,6.3,73899
tt2140629,5.8,8924
tt2140671,5.1,2434
tt2141751,6.4,9241
tt2141773,5.4,5284
tt2141789,6.2,1534
tt2141875,3.6,1721
tt2142055,7.1,1925
tt2142711,5.2,7262
tt2142797,7.2,2623
tt2142801,6.2,2756
tt2142883,5.0,5480
tt21430316,5.7,1110
tt21431644,3.9,1357
tt21434318,5.6,3825
tt21434430,5.9,3686
tt21434882,7.0,3313
tt21435436,3.8,2018
tt21438352,7.3,1514
tt21439528,7.3,8326
tt21440188,4.5,4807
tt21440780,6.9,10150
tt21445686,7.5,2576
tt21448540,4.7,2360
tt21451264,7.1,2149
tt21454134,7.5,1235
tt2145623,5.9,1043
tt2145637,4.6,1056
tt2145829,4.6,7685
tt2146836,7.2,2114
tt2146960,8.2,2374
tt2147134,7.9,2471
tt2147319,6.4,3337
tt2147365,2.6,4359
tt2147459,4.9,4191
tt2147728,5.7,1035
tt21477618,6.7,3682
tt2149053,4.7,1316
tt2149190,7.4,1164
tt2149360,5.8,5178
tt2150139,4.7,1201
tt2150209,8.0,11347
tt2150332,6.5,5996
tt2150371,6.1,2094
tt2151915,7.5,2312
tt2152198,7.6,7535
tt2152779,5.9,1390
tt2152896,8.2,2324
tt2153891,4.4,1626
tt2153963,7.3,7435
tt2155399,7.1,3870
tt2156807,7.3,3944
tt21572042,5.0,2313
tt2158686,4.1,1034
tt2160105,5.8,11490
tt21611474,6.7,2085
tt21612768,6.6,2989
tt21617996,6.5,2682
tt21618368,7.5,2046
tt21618750,7.0,2906
tt2161962,6.5,1212
tt2161980,7.2,1493
tt21626274,6.7,2347
tt21626284,8.5,16813
tt21627968,7.7,2064
tt21628198,5.9,1142
tt21636066,4.7,1186
tt21638298,5.7,6413
tt21650874,7.6,1121
tt21651560,5.1,7973
tt2165236,6.4,2548
tt21652640,7.3,1153
tt21654326,8.2,1004
tt21654704,5.7,1426
tt2165735,7.0,10873
tt2165765,4.2,4534
tt2165859,5.4,10150
tt2165922,4.9,1011
tt2166214,4.3,7819
tt2166616,5.9,8201
tt2166934,4.4,1443
tt2167202,4.4,25269
tt2167266,7.1,31756
tt2167715,6.4,1061
tt2168000,5.8,1842
tt2168180,7.6,2587
tt2168288,5.6,1154
tt2168854,5.2,1869
tt21688772,7.6,2149
tt2168910,6.3,15268
tt21692408,6.3,36030
tt2169322,6.5,2807
tt2170299,6.6,55425
tt2170369,4.7,1306
tt2170427,6.1,10970
tt2170439,6.3,184963
tt2170593,7.2,108589
tt2170623,6.6,1817
tt2170667,7.5,6854
tt2171454,3.7,1489
tt2171847,4.5,3294
tt2171867,5.2,22948
tt2171875,6.2,1653
tt2171902,7.1,1282
tt2171993,6.4,1297
tt2172061,6.0,2074
tt2172071,5.3,20064
tt2172554,7.2,1877
tt2172584,6.2,42897
tt2172934,6.2,97691
tt2172935,7.1,18195
tt2172985,6.3,26060
tt2173024,6.3,3265
tt2173264,6.6,1749
tt2173366,5.6,1530
tt21735972,7.0,1479
tt2174031,5.8,1802
tt21740806,7.9,1949
tt21741216,5.4,1184
tt21741272,7.4,2664
tt21745356,6.0,2697
tt21746178,6.3,2061
tt2174896,6.9,1572
tt2175535,5.4,2175
tt2175669,4.3,1612
tt2175672,7.5,2202
tt2176013,6.7,59181
tt2176690,4.8,1881
tt2176722,3.7,1496
tt21767274,6.7,1262
tt2177336,4.3,1135
tt2177509,6.3,2409
tt2177511,7.3,6823
tt2177771,6.1,141362
tt2177827,6.8,3000
tt2177843,7.2,10423
tt2178256,7.3,3202
tt2178470,7.2,51636
tt2178508,4.2,10462
tt2178941,7.2,16003
tt2179007,4.1,1587
tt2179055,6.7,1008
tt2179087,4.5,1374
tt2179116,7.1,84427
tt2179121,7.3,18331
tt2179136,7.3,529945
tt2179226,4.3,2078
tt2179231,6.1,4701
tt2179239,5.1,1676
tt2179936,4.6,1968
tt21800162,7.7,8376
tt21800888,7.0,1565
tt21802440,7.8,2186
tt2180277,6.1,1389
tt2180333,3.9,1748
tt2180335,6.5,1379
tt2180339,5.5,57694
tt2180351,7.4,1194
tt2180411,5.9,148115
tt2180477,7.8,16691
tt2180583,3.1,1032
tt2180587,6.5,1002
tt21807222,6.6,74822
tt2180994,5.3,12753
tt21810110,5.9,4610
tt21810682,5.9,3909
tt2181282,6.5,1672
tt2181298,3.4,2558
tt21814814,4.2,1986
tt21815772,5.4,1620
tt21816824,7.2,3543
tt2181831,8.2,17759
tt21818370,7.6,1943
tt2181855,5.1,1075
tt2181867,6.6,1565
tt21818816,8.6,2265
tt2181889,4.3,1110
tt21818968,2.6,1373
tt21819228,7.8,17688
tt21819250,7.4,6158
tt2181931,7.8,39625
tt2181959,5.9,3146
tt21819994,6.0,3391
tt2182001,7.4,6207
tt2182019,5.4,2966
tt2182121,5.6,4527
tt2182237,6.2,1072
tt2182239,6.0,1061
tt2182256,5.7,10707
tt21825858,6.9,3431
tt21827144,6.7,2061
tt2182972,5.8,10291
tt2183014,6.8,32740
tt2183034,5.7,19793
tt21830902,6.1,19772
tt21833376,7.6,1895
tt21833834,6.1,1601
tt21835934,6.7,1168
tt21836538,7.1,5913
tt21836620,7.2,2340
tt21837726,7.4,11291
tt2184227,6.3,1767
tt2184233,6.3,2815
tt2184287,5.6,4301
tt2184331,6.7,1984
tt2184339,5.7,240280
tt21848358,7.1,6385
tt2185022,7.9,7997
tt21853596,4.9,2025
tt21860836,7.3,2149
tt21862626,5.1,1501
tt2186712,5.4,1033
tt2186715,6.6,5143
tt2186731,3.1,1138
tt21867370,6.6,2058
tt21867434,7.4,43469
tt21867590,7.2,1430
tt2186766,4.9,1186
tt2186781,7.0,2874
tt2186783,4.9,2126
tt2186812,6.3,11659
tt2186819,6.1,2198
tt2186848,5.8,6578
tt21869176,6.5,1026
tt2186933,6.6,4083
tt21869784,6.0,1169
tt2187115,7.4,8856
tt2187153,8.1,37841
tt2187248,7.9,1105
tt2187444,3.9,1985
tt2187884,5.1,10098
tt2187972,4.5,1092
tt2188655,5.8,2230
tt2188717,4.5,1965
tt2188733,7.7,1059
tt2190367,7.1,8753
tt2190467,5.8,2130
tt2190483,7.2,1783
tt21906206,5.2,1411
tt2190838,5.2,5068
tt21908676,5.2,4442
tt21908892,7.5,1088
tt21909764,6.2,23693
tt21909844,6.1,1810
tt2191082,5.7,4520
tt2191332,7.1,2887
tt21913634,4.2,1013
tt2191394,7.1,2543
tt2191400,6.5,2386
tt21916206,3.6,1684
tt2191701,5.4,169732
tt2191721,3.6,1226
tt2191765,6.2,10463
tt2191888,5.7,4400
tt2192016,7.4,6587
tt2192582,6.9,1944
tt21926684,6.3,1251
tt2192888,4.3,2157
tt21929356,7.0,4123
tt21929748,7.2,1433
tt2193215,5.4,105956
tt2193265,4.9,14050
tt21932820,7.7,2055
tt21933110,5.1,6667
tt2193364,7.3,4608
tt2193418,4.5,8258
tt21935200,6.5,2178
tt21935486,6.6,1635
tt21940010,7.3,21765
tt21942866,6.9,57341
tt2194499,7.8,386424
tt2194599,5.3,4239
tt21946058,5.4,2756
tt2194724,7.9,1685
tt2194826,5.9,2621
tt2195490,6.5,1713
tt21955196,5.7,1446
tt2195548,6.3,20905
tt2195566,7.6,1309
tt21957774,5.2,14523
tt21959422,7.4,1055
tt2196017,6.8,2474
tt2196053,6.0,1515
tt2196254,7.5,2824
tt2197128,6.0,1684
tt21977546,4.1,1089
tt2197936,6.6,4111
tt21979910,6.4,6563
tt2198161,7.5,6964
tt2198235,6.6,1442
tt2198241,4.7,2987
tt21983580,7.7,2103
tt21983758,6.6,14176
tt21988182,5.5,2503
tt21989120,6.5,3633
tt2198956,6.4,4419
tt21991654,5.5,9441
tt2199251,3.8,2403
tt2199436,7.2,1013
tt2199448,6.8,1097
tt21994906,6.4,10041
tt2199543,6.3,3327
tt2199571,6.6,115154
tt21996838,6.6,1139
tt2199711,7.9,40956
tt21998526,6.8,5723
tt22000754,7.2,2060
tt22004344,6.9,3615
tt2200908,7.1,1446
tt22010428,8.5,6062
tt22010586,6.4,3315
tt2201211,6.7,1546
tt2201221,4.5,3802
tt2201251,5.1,2166
tt2201261,5.6,1857
tt2201532,4.3,1227
tt2201548,4.8,5422
tt22016156,5.3,7358
tt2202086,5.8,1517
tt22023218,5.8,4028
tt2202471,6.5,1650
tt2202569,3.3,1079
tt2202607,7.4,1725
tt22027654,7.7,4968
tt2203308,7.1,32772
tt22036922,5.0,2988
tt22037066,7.4,5600
tt22037984,5.4,2409
tt2203939,6.0,150205
tt2204080,6.6,5410
tt22041854,6.5,35508
tt2204243,6.3,4849
tt22042742,5.1,5654
tt2204340,5.7,2449
tt2204371,7.0,4995
tt2204379,6.0,4647
tt2205401,5.0,12259
tt22054798,7.2,2056
tt2205697,7.2,92025
tt22058628,5.9,2572
tt2205904,7.0,8038
tt2205948,7.6,1719
tt2207050,6.6,3157
tt2207072,5.6,4342
tt22071864,5.8,1186
tt22072116,7.3,1015
tt2207484,2.7,3027
tt2208020,6.4,1127
tt2208144,6.6,1397
tt2208216,6.0,2862
tt22085392,5.8,1075
tt2208568,5.5,1554
tt22086334,5.2,11323
tt22091698,5.7,1718
tt2209266,6.4,1359
tt2209300,7.3,4245
tt2209386,6.6,3214
tt2209400,5.7,2059
tt2209418,7.9,172333
tt2209764,6.2,238985
tt2209792,5.7,1192
tt22099068,3.3,3001
tt2210425,7.4,5234
tt2210441,8.0,7848
tt2210463,4.4,4128
tt2210479,7.5,14291
tt2210509,6.4,3087
tt2210581,5.0,1249
tt2210769,7.5,9624
tt2210781,6.1,2844
tt2210823,5.4,1013
tt2210834,6.1,3123
tt2211173,5.8,8310
tt2211174,6.7,1364
tt2212008,5.2,17160
tt2213054,7.8,38764
tt2214941,5.7,1690
tt2215077,6.1,2152
tt2215151,8.0,7020
tt2215221,6.5,1994
tt2215267,5.3,1110
tt2215285,4.9,11381
tt2215395,6.6,7617
tt2215457,4.6,1961
tt2215477,6.4,22304
tt2215537,6.5,2451
tt2215673,4.4,1545
tt2215719,5.9,13872
tt2216212,2.6,1490
tt2216240,7.1,17449
tt2216856,6.0,2131
tt22169746,8.2,1093
tt22170036,6.5,6804
tt2217458,7.0,3573
tt2217859,6.6,14208
tt2217895,6.2,3149
tt2218003,6.2,23292
tt22180518,6.4,1251
tt22184976,6.5,2007
tt22185848,5.5,2415
tt22188452,5.6,4763
tt2218988,8.2,16575
tt2219210,4.0,1751
tt2219214,5.3,1581
tt2219514,6.7,3995
tt2219650,7.5,1152
tt22203026,5.3,2035
tt2220408,5.8,1444
tt2220642,7.9,2416
tt22207152,5.9,1023
tt22207772,6.6,1785
tt22207786,7.1,3368
tt22208468,2.8,1783
tt22208480,4.4,1385
tt2221648,4.9,1966
tt2222042,6.9,145628
tt2222052,6.5,6834
tt2222206,6.4,2038
tt2222394,7.3,10533
tt2222550,4.9,2248
tt22227936,7.1,5895
tt2223990,6.8,67190
tt2224004,6.2,6443
tt2224026,6.5,111647
tt2224167,7.0,2735
tt2224317,7.4,16907
tt2224902,4.9,1301
tt2226162,6.4,13168
tt2226283,5.7,2747
tt2226285,6.6,4345
tt2226301,5.2,1086
tt2226321,3.5,2636
tt2226347,7.1,1608
tt2226417,6.5,188965
tt2226437,7.0,1534
tt2226495,5.8,4778
tt2226519,5.2,4158
tt2226597,6.4,80912
tt2226666,3.1,3642
tt2229377,5.1,1139
tt2229499,6.5,247181
tt2229511,5.9,9803
tt22297570,5.3,2843
tt22297828,7.3,53462
tt2229842,7.2,14111
tt2229848,5.4,5341
tt22302170,7.0,3047
tt2230358,5.6,43641
tt2231138,5.8,2133
tt22311492,7.2,1728
tt2231208,7.2,1958
tt2231251,5.7,1518
tt2231253,5.6,60178
tt2231461,6.1,185197
tt2231489,5.4,4703
tt2231554,5.1,27412
tt2231630,6.2,2177
tt2231874,5.3,7006
tt2232578,4.9,1160
tt2233170,6.0,1613
tt2233979,4.8,1028
tt2234003,7.4,64396
tt2234025,6.5,5279
tt2234155,6.3,215226
tt2234261,5.7,15877
tt2234428,7.3,1060
tt2234429,4.7,5898
tt2234543,5.7,1253
tt2235108,6.2,26573
tt22352848,5.5,10743
tt22353382,7.2,2023
tt2235372,6.2,2451
tt2235695,6.0,46631
tt2235779,5.1,21127
tt2235858,4.9,2722
tt2235902,6.5,6261
tt2236054,6.6,8548
tt2236160,4.4,2368
tt2236494,8.0,1152
tt2237324,5.2,6273
tt2238032,5.6,22426
tt2238050,6.4,30012
tt2238470,4.9,3106
tt2238837,7.1,1546
tt2238839,6.8,1963
tt22394694,4.0,1659
tt22394702,3.4,1508
tt2239512,6.8,1240
tt2239822,6.4,197135
tt2239832,5.7,22809
tt22398528,3.3,1186
tt2240312,3.3,2125
tt2240764,5.9,1182
tt2240784,7.8,1596
tt2241035,6.4,1916
tt2241116,5.9,1396
tt2241351,6.5,105360
tt2241403,5.0,2492
tt2241471,4.3,1329
tt2241557,5.5,1088
tt2241605,6.3,8411
tt2241691,5.8,1436
tt2241750,5.6,1579
tt2242176,4.8,1967
tt2243260,4.7,1194
tt2243299,8.0,2804
tt2243361,5.3,1255
tt2243389,5.6,24774
tt2243393,6.6,3150
tt2243471,5.5,1843
tt2243537,5.0,49930
tt2243621,5.4,2864
tt22437050,5.6,1651
tt2243900,4.4,4748
tt22440764,6.3,1144
tt22444570,7.3,18117
tt2244877,8.0,2469
tt2244889,6.9,1435
tt2244901,5.7,39385
tt2244947,7.5,4577
tt2245003,6.8,19897
tt2245049,6.7,2193
tt2245084,7.8,502976
tt22450920,5.5,1778
tt2245151,5.7,4850
tt2245171,6.2,8010
tt2245195,7.1,3696
tt2245223,6.8,1467
tt2245544,8.3,3641
tt22462104,7.8,2660
tt2246565,7.5,10504
tt2246595,4.8,1182
tt2246724,5.9,5285
tt2246837,6.2,6851
tt2246887,5.0,1953
tt2246924,6.0,1528
