tconst,averageRating,numVotes
tt0475723,6.8,12947
tt0475750,5.7,1392
tt0475756,6.5,4686
tt0475783,7.6,7543
tt0475860,7.0,2266
tt0475937,5.5,13308
tt0475944,5.2,52114
tt0475984,6.4,8404
tt0475998,5.6,3092
tt0476148,6.2,2799
tt0476298,6.8,1776
tt0476508,6.8,4340
tt0476527,6.6,6721
tt0476550,3.7,4929
tt0476603,5.7,1547
tt0476643,7.3,5676
tt0476649,5.5,2432
tt0476680,6.6,8016
tt0476681,6.9,3284
tt0476695,5.9,1475
tt0476706,6.6,2279
tt0476729,5.0,1392
tt0476735,8.2,92701
tt0476755,5.9,1348
tt0476805,7.0,7809
tt0476848,6.6,1245
tt0476872,6.9,2448
tt0476884,7.3,10631
tt0476958,4.9,12391
tt0476964,6.7,63538
tt0476991,6.8,5893
tt0476995,5.5,6321
tt0477051,4.2,79827
tt0477071,5.9,81765
tt0477078,6.5,13698
tt0477080,6.8,207904
tt0477095,6.7,25103
tt0477139,7.2,57745
tt0477252,5.8,5266
tt0477253,4.4,1809
tt0477273,5.5,1252
tt0477302,6.9,105209
tt0477323,6.7,1986
tt0477347,6.5,377797
tt0477348,8.2,1061799
tt0477349,6.0,1903
tt0477392,5.9,1861
tt0477470,6.4,3022
tt0477585,7.3,2173
tt0477731,7.3,4606
tt0477857,7.7,2305
tt0477877,6.9,2949
tt0477916,6.9,1094
tt0477988,6.1,2032
tt0477991,4.7,2580
tt0478024,6.9,13212
tt0478044,6.3,4047
tt0478049,7.3,5689
tt0478087,6.8,266678
tt0478126,4.6,2223
tt0478134,7.2,75126
tt0478160,7.3,2497
tt0478165,3.5,1663
tt0478175,7.3,1053
tt0478188,2.4,1967
tt0478197,6.8,2337
tt0478209,8.0,12491
tt0478210,4.8,1577
tt0478216,4.0,2462
tt0478265,3.2,1120
tt0478303,4.7,1805
tt0478304,6.8,184230
tt0478311,6.9,384931
tt0478324,7.5,2478
tt0478329,5.9,1840
tt0478331,7.9,1813
tt0478337,6.1,3100
tt0478338,7.3,1733
tt0478365,5.9,1111
tt0478394,5.8,3427
tt0478404,5.5,1388
tt0478566,6.8,4676
tt0478724,6.7,6575
tt0478737,2.7,4347
tt0478813,7.9,10282
tt0478829,7.6,5192
tt0478970,7.2,722794
tt0478988,7.1,8905
tt0479008,6.6,1535
tt0479044,6.8,2914
tt0479046,6.9,1910
tt0479143,7.1,231641
tt0479162,6.8,5915
tt0479199,3.9,2430
tt0479230,7.0,1453
tt0479289,6.5,5242
tt0479341,6.2,4451
tt0479354,7.1,3705
tt0479468,7.6,8505
tt0479500,5.9,21560
tt0479506,7.0,1631
tt0479519,6.9,6878
tt0479528,6.2,33452
tt0479537,6.6,34571
tt0479547,7.1,1641
tt0479647,6.7,13161
tt0479651,7.3,10580
tt0479751,7.5,21624
tt0479879,7.0,1443
tt0479884,6.9,263889
tt0479937,6.8,2915
tt0479948,3.9,2005
tt0479952,6.6,247803
tt0479965,6.5,1507
tt0479968,4.0,34021
tt0479997,5.4,98325
tt0480011,5.5,7434
tt0480025,7.7,128806
tt0480083,6.3,3282
tt0480163,6.9,2127
tt0480239,5.6,14324
tt0480242,6.8,107053
tt0480249,7.2,815611
tt0480251,6.4,2415
tt0480255,6.2,107095
tt0480269,6.8,13948
tt0480271,4.8,24002
tt0480556,6.7,1040
tt0480572,6.8,3239
tt0480669,7.1,68841
tt0480687,5.9,131151
tt0480732,8.6,2419
tt0480919,5.2,6324
tt0480922,4.1,1812
tt0481141,6.3,78878
tt0481254,6.9,1046
tt0481273,6.5,3163
tt0481280,3.5,1651
tt0481354,4.8,1083
tt0481369,6.4,212778
tt0481390,6.1,3187
tt0481499,7.1,232281
tt0481510,3.7,1192
tt0481536,6.5,142066
tt0481610,3.0,1016
tt0481787,5.2,1020
tt0481797,6.1,14215
tt0481995,5.7,1272
tt0482088,7.0,33217
tt0482374,5.3,4407
tt0482461,5.8,4499
tt0482463,7.1,11046
tt0482473,6.1,1660
tt0482527,6.2,42846
tt0482546,7.0,32048
tt0482571,8.5,1443033
tt0482572,6.6,63316
tt0482599,5.2,37609
tt0482603,4.5,12510
tt0482606,6.1,143906
tt0482629,7.3,20456
tt0482901,7.2,2875
tt0482930,6.1,7162
tt0482957,5.8,2250
tt0483022,7.2,2724
tt0483131,7.8,2891
tt0483180,8.4,4804
tt0483577,4.7,1685
tt0483578,7.7,4292
tt0483607,5.9,79980
tt0483631,3.3,1100
tt0483703,7.5,2848
tt0483719,5.8,2458
tt0483726,6.2,35201
tt0483756,6.1,6144
tt0483776,5.4,1006
tt0483812,6.3,1896
tt0483817,6.0,1201
tt0483999,4.3,1134
tt0484039,6.3,1590
tt0484090,6.4,5775
tt0484111,5.7,8752
tt0484113,6.6,1020
tt0484175,4.6,1160
tt0484207,3.5,1920
tt0484273,5.8,1977
tt0484349,5.7,2072
tt0484368,6.0,2696
tt0484382,6.1,3388
tt0484437,6.6,3245
tt0484562,4.7,15863
tt0484740,6.4,24135
tt0484831,4.5,1711
tt0484877,5.6,17372
tt0484881,4.3,1164
tt0484905,4.0,6808
tt0485061,6.3,3215
tt0485241,7.3,11302
tt0485272,5.2,5792
tt0485323,7.3,12109
tt0485376,4.9,2727
tt0485486,6.9,1245
tt0485510,7.5,13396
tt0485513,7.3,2578
tt0485522,5.4,2051
tt0485601,7.5,38327
tt0485774,4.0,1395
tt0485851,6.7,34948
tt0485863,6.7,4405
tt0485909,5.3,2281
tt0485922,7.2,1104
tt0485947,7.7,246006
tt0485976,6.6,15771
tt0485985,5.9,37267
tt0486028,4.9,4684
tt0486051,5.8,24997
tt0486138,6.0,2049
tt0486219,6.9,4528
tt0486259,6.4,4229
tt0486321,4.5,4793
tt0486358,7.4,28784
tt0486474,6.5,2655
tt0486480,6.4,3498
tt0486541,7.2,1543
tt0486544,5.5,1316
tt0486551,6.2,71447
tt0486569,3.8,1104
tt0486572,6.2,3396
tt0486576,5.6,277570
tt0486578,4.6,11675
tt0486583,5.7,47823
tt0486585,7.0,4354
tt0486615,5.4,4959
tt0486636,6.3,2371
tt0486640,4.5,24125
tt0486651,4.7,1540
tt0486652,3.9,1623
tt0486655,7.6,285430
tt0486674,5.6,28535
tt0486708,4.4,6181
tt0486751,5.8,1400
tt0486822,6.8,248490
tt0486946,5.8,123462
tt0487011,7.3,1129
tt0487027,5.9,1255
tt0487092,7.0,1292
tt0487156,3.7,1124
tt0487195,6.1,2862
tt0487271,6.3,6049
tt0487273,6.9,2842
tt0487419,7.4,7916
tt0487503,7.0,7382
tt0487504,5.5,1574
tt0487887,5.3,2645
tt0487928,4.8,5984
tt0488027,7.4,1911
tt0488059,5.7,1020
tt0488085,6.7,31846
tt0488120,7.2,219131
tt0488121,6.5,1003
tt0488164,3.0,1862
tt0488174,6.5,1280
tt0488177,7.1,2737
tt0488349,5.2,1078
tt0488380,6.5,4872
tt0488381,6.6,2147
tt0488400,7.5,3318
tt0488403,6.1,2338
tt0488414,8.0,22125
tt0488478,7.6,15372
tt0488508,6.9,1948
tt0488535,6.1,1560
tt0488539,4.0,5038
tt0488604,6.1,30697
tt0488658,5.3,12431
tt0488763,6.4,2969
tt0488798,7.1,25392
tt0488836,7.9,1937
tt0488853,6.3,1221
tt0488870,7.7,2466
tt0488905,7.5,9009
tt0488906,4.9,3756
tt0488962,5.2,2811
tt0488988,5.6,11572
tt0489010,5.6,2139
tt0489037,7.6,12759
tt0489049,6.5,61242
tt0489062,7.2,3621
tt0489085,5.4,2925
tt0489099,6.1,323843
tt0489225,7.0,1722
tt0489235,6.1,25149
tt0489237,6.2,64124
tt0489244,3.1,3881
tt0489247,7.3,1536
tt0489270,6.2,212617
tt0489281,6.4,20898
tt0489282,5.2,22766
tt0489318,5.4,1461
tt0489325,6.2,2548
tt0489327,7.1,13418
tt0489342,7.8,1199
tt0489458,7.3,5522
tt0489461,6.5,1785
tt0489486,3.9,1975
tt0489664,6.6,33607
tt0489682,6.5,2498
tt0489793,6.5,1155
tt0490076,5.5,34788
tt0490084,5.6,40149
tt0490086,6.1,47289
tt0490166,6.9,8740
tt0490170,2.6,2654
tt0490181,5.2,27151
tt0490196,3.3,9422
tt0490204,7.4,99642
tt0490210,6.7,7855
tt0490215,7.2,123106
tt0490234,6.8,3294
tt0490377,5.9,1523
tt0490499,5.8,1466
tt0490579,6.6,7226
tt0490701,5.5,1256
tt0491005,4.3,2657
tt0491044,6.7,3099
tt0491046,5.6,3289
tt0491109,6.4,3470
tt0491145,4.7,2673
tt0491152,5.8,65291
tt0491162,6.3,3925
tt0491175,5.8,47242
tt0491203,6.2,22955
tt0491211,4.4,1134
tt0491244,7.4,6909
tt0491399,6.4,3104
tt0491720,5.2,1412
tt0491747,7.5,23093
tt0491775,7.1,3498
tt0492044,5.8,65185
tt0492330,5.4,1267
tt0492389,3.9,18287
tt0492466,7.1,1547
tt0492473,6.7,1557
tt0492481,6.0,2504
tt0492486,4.6,17682
tt0492487,7.1,1174
tt0492492,5.9,3490
tt0492496,7.4,2044
tt0492499,7.9,1767
tt0492506,7.4,3782
tt0492533,5.8,1145
tt0492619,6.2,13650
tt0492650,6.0,1531
tt0492754,5.3,2794
tt0492784,6.9,6262
tt0492835,7.3,5990
tt0492881,4.5,1332
tt0492896,7.0,2437
tt0492912,5.4,1614
tt0492931,7.2,5909
tt0492956,6.4,100403
tt0492962,4.4,2959
tt0493076,5.4,3058
tt0493171,5.8,1970
tt0493247,6.3,4859
tt0493264,5.7,18449
tt0493393,8.0,4397
tt0493402,5.1,4160
tt0493404,3.5,3348
tt0493405,6.0,50748
tt0493407,4.2,1212
tt0493409,4.6,1227
tt0493417,3.6,2268
tt0493420,7.8,1473
tt0493430,7.0,80222
tt0493437,5.4,2238
tt0493439,5.3,1608
tt0493450,6.7,3198
tt0493451,5.6,4429
tt0493452,5.2,1791
tt0493459,7.4,28633
tt0493464,6.7,408872
tt0493949,6.5,20154
tt0494199,4.4,3679
tt0494206,3.3,1224
tt0494222,6.7,26278
tt0494224,5.8,5139
tt0494238,6.1,82394
tt0494271,7.4,16041
tt0494277,6.2,5527
tt0494290,6.7,10857
tt0494501,3.0,8824
tt0494652,5.5,15773
tt0494724,7.8,1342
tt0494831,8.1,1097
tt0494834,5.8,11751
tt0494864,5.4,8206
tt0495032,7.2,6679
tt0495034,7.5,19004
tt0495040,7.3,2491
tt0495596,6.3,44260
tt0495747,2.8,1441
tt0495824,6.8,2189
tt0496226,7.8,4880
tt0496319,6.0,2896
tt0496328,5.4,3027
tt0496350,4.8,3371
tt0496373,3.5,1170
tt0496375,3.7,1616
tt0496436,5.7,13735
tt0496634,6.2,8662
tt0496806,6.9,367716
tt0497116,7.4,85248
tt0497137,7.0,25925
tt0497316,5.5,1850
tt0497323,5.4,9790
tt0497365,6.8,1122
tt0497432,4.2,2041
tt0497465,7.1,269057
tt0497477,4.4,1361
tt0497539,5.8,1813
tt0497876,6.7,2102
tt0497972,5.9,11587
tt0497986,7.1,12883
tt0498097,7.1,14309
tt0498120,7.0,4147
tt0498199,5.0,1777
tt0498203,6.9,1076
tt0498311,6.0,5208
tt0498329,7.2,1984
tt0498353,5.5,96088
tt0498361,6.4,1249
tt0498380,7.8,170174
tt0498381,4.5,43256
tt0498386,3.7,1170
tt0498399,6.8,93063
tt0498465,6.9,1294
tt0498525,5.1,4441
tt0498536,7.1,2099
tt0498567,7.1,1690
tt0498587,7.0,1382
tt0499041,6.5,3149
tt0499097,5.8,64631
tt0499101,7.4,3303
tt0499141,7.1,1484
tt0499238,7.0,1103
tt0499262,7.4,13712
tt0499375,7.7,25015
tt0499448,6.5,225679
tt0499455,6.3,2305
tt0499456,3.8,1549
tt0499464,2.7,1029
tt0499484,5.7,2041
tt0499487,3.2,13067
tt0499537,7.3,8618
tt0499549,7.9,1387793
tt0499554,5.9,27948
tt0499556,6.2,96925
tt0499570,4.8,4914
tt0499596,6.4,2930
tt0499603,6.5,16256
tt0756222,5.8,1690
tt0756313,5.6,3315
tt0756648,6.8,4371
tt0756654,3.3,2604
tt0756672,5.5,3319
tt0756683,7.8,200395
tt0756703,3.0,4812
tt0756707,5.6,1722
tt0756725,7.1,1175
tt0756727,7.6,1871
tt0756729,6.0,6608
tt0757157,7.2,5397
tt0757361,6.0,22733
tt0758017,6.1,1256
tt0758053,5.2,8393
tt0758730,4.6,133297
tt0758732,6.7,4842
tt0758738,6.1,1355
tt0758742,7.5,31884
tt0758743,6.0,4395
tt0758746,5.5,117028
tt0758752,6.7,224535
tt0758758,8.1,658709
tt0758762,3.6,1912
tt0758763,2.7,2323
tt0758766,6.5,107241
tt0758771,5.7,12814
tt0758774,7.0,239706
tt0758781,3.1,7248
tt0758784,6.9,3347
tt0758786,6.5,10272
tt0758794,7.0,64854
tt0758798,6.2,4430
tt0758799,6.4,1311
tt0759952,8.3,1940
tt0760187,5.0,6416
tt0760188,6.4,4883
tt0760311,6.7,23188
tt0760329,6.4,43018
tt0762073,7.1,51448
tt0762104,5.9,6192
tt0762105,4.7,8830
tt0762107,5.9,154202
tt0762110,7.2,7762
tt0762111,7.8,5644
tt0762114,5.2,40650
tt0762115,3.8,1784
tt0762117,7.2,2240
tt0762121,6.8,12365
tt0762125,6.0,58642
tt0762137,4.8,1397
tt0762138,5.6,12547
tt0762142,6.9,1411
tt0763304,2.8,5411
tt0763831,5.8,44948
tt0763840,5.6,11247
tt0764283,3.9,1224
tt0764639,6.3,3028
tt0765010,7.1,147119
tt0765120,6.6,56575
tt0765128,7.7,10077
tt0765141,6.2,1238
tt0765429,7.8,452979
tt0765430,5.0,1235
tt0765432,7.3,40152
tt0765442,6.5,2065
tt0765443,7.6,261406
tt0765446,5.8,26896
tt0765447,6.4,14075
tt0765451,6.9,2703
tt0765469,6.1,2256
tt0765476,5.1,43685
tt0765487,4.8,2947
tt0765849,7.5,2690
tt0768116,7.0,2272
tt0768120,7.8,8754
tt0768183,5.9,2936
tt0768212,6.2,22229
tt0768218,5.4,3482
tt0768222,3.6,2956
tt0768239,6.9,1389
tt0769499,4.4,2682
tt0769507,7.2,2573
tt0769508,6.3,4251
tt0770214,6.8,3692
tt0770703,6.0,87517
tt0770752,5.7,84571
tt0770772,5.5,17577
tt0770796,7.6,1022
tt0770802,8.4,38075
tt0770810,3.6,6774
tt0770828,7.1,812454
tt0770829,6.5,3886
tt0772105,7.1,4379
tt0772152,3.1,1278
tt0772153,7.8,2603
tt0772157,6.3,7097
tt0772168,6.7,9703
tt0772172,4.3,1181
tt0772176,7.0,4701
tt0772178,4.6,7401
tt0772181,6.1,6855
tt0772187,6.4,5386
tt0772193,4.8,15066
tt0772200,6.7,2140
tt0773318,5.1,1843
tt0774095,6.0,3365
tt0774755,5.8,2500
tt0775090,4.2,1029
tt0775417,6.8,1113
tt0775438,7.1,1157
tt0775440,4.4,30716
tt0775480,5.1,2008
tt0775488,5.4,2753
tt0775489,7.5,36535
tt0775529,7.1,38645
tt0775539,5.4,26451
tt0775543,6.2,1834
tt0775552,5.4,24399
tt0775566,7.2,1315
tt0776804,5.6,1106
tt0778631,6.5,1560
tt0778661,5.8,8304
tt0778749,6.9,1382
tt0778784,6.6,6865
tt0779982,5.8,42124
tt0780002,6.4,1276
tt0780076,6.0,1008
tt0780180,7.4,5671
tt0780485,5.2,2737
tt0780486,5.9,2452
tt0780492,6.5,1108
tt0780503,6.4,2976
tt0780504,7.8,705350
tt0780511,7.1,63998
tt0780516,6.7,26369
tt0780521,7.2,167126
tt0780524,7.7,1838
tt0780534,5.2,12352
tt0780536,7.9,461929
tt0780548,6.4,10516
tt0780567,5.6,15819
tt0780568,5.5,4610
tt0780571,7.3,156386
tt0780583,5.1,9534
tt0780595,4.0,9064
tt0780606,6.6,1093
tt0780607,6.0,21900
tt0780608,5.8,19063
tt0780621,6.6,2131
tt0780622,5.4,46504
tt0780645,4.1,2796
tt0780653,5.8,111797
tt0781084,4.9,1196
tt0781435,6.5,1463
tt0781511,7.0,1207
tt0781533,5.1,1419
tt0782032,6.6,1619
tt0782037,4.3,4806
tt0782042,4.2,3693
tt0782154,6.8,2370
tt0782700,7.4,1778
tt0782867,7.0,2250
tt0783233,7.8,300148
tt0783234,6.3,4379
tt0783238,6.6,16205
tt0783475,7.4,1908
tt0783515,6.5,5276
tt0783522,6.7,1321
tt0783530,5.6,1344
tt0783532,7.3,10918
tt0783538,2.2,1041
tt0783598,5.7,10377
tt0783601,5.4,2985
tt0783608,5.8,5897
tt0783640,6.8,14102
tt0783695,5.6,1227
tt0783767,5.8,5641
tt0784962,4.2,1150
tt0784972,5.3,11464
tt0785002,5.3,1655
tt0785006,5.5,25054
tt0785007,5.3,25613
tt0785012,5.7,2667
tt0785025,6.8,2050
tt0785035,6.2,31932
tt0785077,2.3,15552
tt0787442,7.1,4561
tt0787462,7.1,5954
tt0787470,5.4,10290
tt0787474,6.8,61571
tt0787475,6.7,93510
tt0787485,4.0,1506
tt0787495,5.5,1454
tt0787515,5.1,1628
tt0787523,6.9,12057
tt0787524,7.2,62226
tt0790590,5.6,6664
tt0790602,5.3,1839
tt0790604,5.0,33185
tt0790618,5.6,3927
tt0790623,6.2,20994
tt0790627,5.4,3659
tt0790628,5.9,75918
tt0790636,7.9,519781
tt0790657,5.7,1968
tt0790662,4.9,2745
tt0790663,7.4,4897
tt0790665,4.8,7163
tt0790676,6.4,2343
tt0790686,6.1,113790
tt0790706,7.0,2831
tt0790712,7.1,36796
tt0790721,5.1,2565
tt0790723,5.6,3207
tt0790724,7.0,365349
tt0790736,5.6,143688
tt0790769,7.2,3849
tt0790770,6.4,10569
tt0790788,5.6,1958
tt0790799,6.7,3477
tt0790804,4.3,12053
tt0791188,6.4,5145
tt0791268,7.6,1093
tt0791303,6.0,6785
tt0791304,5.9,26942
tt0791309,5.3,7686
tt0792948,5.4,3420
tt0792965,6.7,12538
tt0792966,7.5,5209
tt0792986,6.6,3234
tt0792992,6.3,1637
tt0793409,6.1,1117
tt0794338,6.7,2145
tt0794350,7.6,1908
tt0794374,7.2,4326
tt0794399,7.2,2728
tt0795351,6.2,93397
tt0795361,4.0,3590
tt0795368,7.3,121063
tt0795370,5.7,1278
tt0795376,6.2,4106
tt0795421,6.5,274750
tt0795434,7.1,22913
tt0795438,6.1,3218
tt0795439,6.5,8780
tt0795441,7.0,13538
tt0795459,6.6,1023
tt0795461,3.5,77284
tt0795463,5.7,1119
tt0795488,6.2,1050
tt0795493,6.6,53877
tt0795505,5.1,2165
tt0796212,7.2,9658
tt0796302,5.6,12767
tt0796307,7.3,7462
tt0796314,6.6,3772
tt0796335,7.1,6575
tt0796366,7.9,620585
tt0796368,7.3,10275
tt0796375,6.4,18977
tt0798817,6.0,43956
tt0799915,7.1,1374
tt0799934,6.4,94300
tt0799949,2.4,109572
tt0799951,4.0,1029
tt0799954,7.2,12224
tt0799991,7.1,3231
tt0800003,3.6,11509
tt0800022,6.7,4508
tt0800027,6.5,17114
tt0800039,7.1,302705
tt0800069,5.1,67694
tt0800080,6.6,523980
tt0800099,7.5,4185
tt0800159,6.3,1099
tt0800240,6.0,40849
tt0800241,6.6,54760
tt0800268,4.2,2458
tt0800308,6.7,64770
tt0800320,5.8,292899
tt0800325,7.0,55396
tt0800341,6.9,1356
tt0800361,5.6,1099
tt0800367,5.8,7522
tt0800369,7.0,901151
tt0800956,7.4,12911
tt0801526,6.0,7678
tt0802948,7.2,37015
tt0802983,7.1,1549
tt0803029,7.1,2909
tt0803052,6.4,1189
tt0803057,5.6,19716
tt0803061,7.3,19454
tt0803080,4.8,1041
tt0803096,6.7,279113
tt0803100,6.2,1593
tt0804443,4.0,3964
tt0804452,3.1,24892
tt0804461,6.7,74852
tt0804463,6.1,23871
tt0804492,2.0,39150
tt0804497,7.1,148311
tt0804505,6.2,9762
tt0804507,5.0,11152
tt0804513,7.3,1495
tt0804516,5.9,36458
tt0804519,3.5,1127
tt0804522,6.8,58231
tt0804529,6.0,6687
tt0804540,5.6,30788
tt0804552,5.7,9342
tt0805184,6.6,14942
tt0805185,3.5,1648
tt0805188,7.9,2069
tt0805526,6.5,18074
tt0805564,7.3,155604
tt0805570,6.0,71191
tt0805576,6.8,5634
tt0805605,7.0,1500
tt0805613,7.2,1345
tt0805647,5.4,46643
tt0806027,5.2,15297
tt0806029,6.9,6984
tt0806088,6.1,15865
tt0806147,3.7,11551
tt0806165,6.3,11108
tt0806203,6.0,49679
tt0806686,6.7,4286
tt0806938,6.0,1015
tt0806940,5.3,2253
tt0807028,4.6,2699
tt0807054,7.0,6304
tt0807716,5.7,2039
tt0807721,7.0,2747
tt0807758,5.8,13518
tt0807943,7.2,2663
tt0807944,7.1,2735
tt0807956,8.2,1908
tt0808151,6.7,309844
tt0808174,7.2,1132
tt0808185,7.2,18083
tt0808230,5.6,1468
tt0808232,6.0,3655
tt0808237,5.9,1428
tt0808240,1.5,16771
tt0808244,6.6,22459
tt0808245,7.4,1125
tt0808265,4.7,1974
tt0808276,6.2,19646
tt0808279,6.5,103917
tt0808285,6.8,5176
tt0808306,6.1,2936
tt0808315,5.4,2639
tt0808331,5.8,13518
tt0808339,6.4,14788
tt0808357,7.5,45554
tt0808399,6.2,47884
tt0808417,8.0,100266
tt0808506,7.7,70946
tt0808510,5.0,49739
tt0808526,6.4,7858
tt0808532,7.8,1354
tt0809407,7.3,8125
tt0809425,6.8,2606
tt0809504,5.5,25570
tt0809533,6.7,2166
tt0809535,7.1,1208
tt0809931,6.6,2763
tt0809951,7.2,5051
tt0810089,6.7,1568
tt0810444,3.3,1640
tt0810772,5.0,1458
tt0810784,6.9,28717
tt0810809,7.1,1222
tt0810817,2.2,1056
tt0810819,7.1,199371
tt0810823,5.5,13657
tt0810827,7.2,17633
tt0810836,5.3,1026
tt0810868,6.7,4682
tt0810913,3.3,90510
tt0810922,6.3,55263
tt0810924,4.5,1156
tt0810928,5.7,2000
tt0810945,5.8,5156
tt0810951,6.6,1863
tt0810988,6.2,34619
tt0811011,2.2,1157
tt0811066,7.1,10905
tt0811080,6.1,78506
tt0811106,4.9,16972
tt0811124,3.8,1887
tt0811128,5.8,1924
tt0811136,7.6,4992
tt0811137,5.9,1821
tt0811138,3.8,54999
tt0811159,3.6,1011
tt0812243,6.9,10979
tt0812352,5.3,3944
tt0812377,6.6,1482
tt0813129,5.4,1892
tt0813540,3.5,1339
tt0813541,7.0,3684
tt0813547,7.5,47208
tt0813548,7.9,1685
tt0813549,6.4,1812
tt0813996,3.7,1391
tt0814014,6.1,3545
tt0814022,5.3,58328
tt0814075,7.9,10836
tt0814130,7.1,6278
tt0814131,5.8,1612
tt0814243,6.8,6428
tt0814255,5.9,203159
tt0814314,7.6,315385
tt0814331,4.8,4824
tt0814335,5.6,38722
tt0814380,5.2,2403
tt0814666,6.7,1496
tt0814685,6.2,28824
tt0814768,5.6,1199
tt0815138,5.8,1705
tt0815178,6.2,14901
tt0815181,7.6,1667
tt0815236,6.4,144670
tt0815241,7.6,60257
tt0815244,6.2,51313
tt0815245,6.3,85139
tt0815890,5.6,1370
tt0816150,6.6,6623
tt0816258,8.0,15602
tt0816436,5.8,16046
tt0816442,7.5,142404
tt0816462,5.1,102739
tt0816539,5.9,6661
tt0816545,6.5,4582
tt0816556,6.3,29093
tt0816616,6.3,1401
tt0816692,8.7,2104773
tt0816711,7.0,720291
tt0817177,7.7,97572
tt0817225,7.5,9592
tt0817228,5.1,3249
tt0817230,5.7,125472
tt0817538,5.7,62435
tt0817544,6.4,1707
tt0817545,5.1,4264
tt0818165,5.2,8886
tt0818170,6.9,1105
tt0819714,6.1,18957
tt0819755,5.4,7894
tt0819765,6.5,2701
tt0819791,6.8,1117
tt0819796,7.4,1569
tt0819810,6.6,1766
tt0819895,7.6,2193
tt0819953,6.8,3210
tt0820096,7.1,2774
tt0820111,5.7,2283
tt0820117,5.2,2400
tt0820142,4.1,4487
tt0820158,7.4,1044
tt0821442,7.3,9245
tt0821470,6.6,4773
tt0821640,5.8,94667
tt0821642,6.7,55426
tt0822389,7.2,7284
tt0822832,7.0,167924
tt0822833,3.9,2858
tt0822847,5.7,124198
tt0822849,6.7,4273
tt0822854,7.1,356021
tt0822868,5.4,6495
tt0823240,6.3,1716
tt0823451,5.7,1707
tt0823668,5.9,1567
tt0824316,7.9,6273
tt0824330,6.7,7961
tt0824375,5.4,1798
tt0824696,6.5,1385
tt0824747,7.8,265395
tt0824758,6.9,19171
tt0825232,7.4,260078
tt0825236,7.1,14617
tt0825239,6.7,3758
tt0825244,7.1,3770
tt0825248,6.9,3454
tt0825279,3.2,1599
tt0825283,3.6,4699
tt0826024,5.6,1131
tt0826027,5.5,2280
tt0826031,5.9,1862
tt0826547,6.7,1303
tt0826559,6.5,1801
tt0826570,5.2,2245
tt0826606,6.6,6278
tt0826631,6.7,11713
tt0826711,6.5,4179
tt0826756,6.4,1638
tt0827181,5.1,1258
tt0827498,7.0,1630
tt0827503,7.4,34569
tt0827517,7.3,15652
tt0827713,7.1,2190
tt0827788,6.6,3868
tt0828065,6.2,1456
tt0828103,4.4,1449
tt0828154,7.8,7342
tt0828158,5.8,2456
tt0828393,5.5,3551
tt0829098,6.8,4691
tt0829150,6.2,207807
tt0829176,3.6,8334
tt0829193,6.7,2195
tt0829251,5.3,1387
tt0829269,8.6,1031
tt0829297,7.3,13322
tt0829424,3.9,3446
tt0829459,6.6,28222
tt0829482,7.6,633598
tt0830515,6.5,471134
tt0830558,6.5,29426
tt0830570,6.5,9367
tt0830700,6.9,3762
tt0830861,1.3,9048
tt0830882,6.9,2743
tt0831275,6.2,1310
tt0831280,5.5,1592
tt0831299,5.1,1277
tt0831387,6.4,441454
tt0831840,6.9,1676
tt0831848,7.8,1161
tt0831884,6.6,25173
tt0831887,4.7,62854
tt0831888,7.5,14569
tt0832266,7.1,173370
tt0832318,5.3,1953
tt0832449,6.6,3072
tt0832517,6.5,1009
tt0832903,7.2,3063
tt0833444,8.0,1143
tt0833476,3.7,3487
tt0833484,4.8,1287
tt0833553,5.7,5574
tt0833557,5.9,6340
tt0833561,6.5,1629
tt0833960,6.8,4709
tt0834001,6.5,167969
tt0834102,6.7,2101
tt0834170,7.1,2114
tt0834539,3.8,1100
tt0834902,6.5,2824
tt0834938,6.8,1196
tt0835418,5.0,8875
tt0835775,4.6,1019
tt0835787,6.8,1414
tt0835802,5.5,1725
tt0835834,7.5,1161
tt0836682,7.2,2561
tt0836683,6.0,1716
tt0836700,7.1,8179
tt0836710,6.3,1557
tt0837106,6.6,23183
tt0837156,6.1,9098
tt0837562,7.0,281449
tt0837563,5.7,98627
tt0837791,4.8,3223
tt0837796,4.5,6115
tt0837800,6.4,1550
tt0837803,4.8,4497
tt0838192,6.6,1199
tt0838221,7.2,217132
tt0838231,6.8,1310
tt0838232,5.6,48534
tt0838233,6.7,1173
tt0838241,6.1,1351
tt0838247,5.9,41142
tt0838254,5.2,2850
tt0838283,6.9,319337
tt0839739,7.2,1343
tt0839742,7.1,2204
tt0839773,5.9,1509
tt0839811,7.0,1435
tt0839880,4.1,3834
tt0839938,7.1,3923
tt0839967,8.0,2932
tt0839980,5.8,86074
tt0840046,6.3,1095
tt0840322,7.1,11159
tt0840361,7.5,416168
tt0841027,6.0,5905
tt0841032,4.7,3326
tt0841044,6.7,32072
tt0841046,6.8,77303
tt0841108,5.6,2282
tt0841109,7.0,1126
tt0841119,8.2,2735
tt0841150,7.2,5747
tt0841175,7.1,2113
tt0841922,6.2,1520
tt0841925,7.2,6844
tt0841993,4.7,1945
tt0842926,7.0,134484
tt0842929,6.6,31945
tt0843270,7.6,4453
tt0843302,6.3,3267
tt0843326,8.2,10101
tt0843328,7.6,5612
tt0843335,6.2,2296
tt0843358,6.8,1778
tt0843372,5.0,1931
tt0843850,5.9,1904
tt0843878,3.1,1063
