tconst,producer
tt0243017,"nm0657921,nm0808819,nm0908323,nm0922279"
tt0243133,nm0001053
tt0243135,"nm0006994,nm0007014"
tt0243155,"nm0079677,nm0147080,nm0271479"
tt0243232,"nm0042660,nm0431230,nm0698271"
tt0243465,nm0675630
tt0243493,nm0496628
tt0243554,nm0737223
tt0243575,"nm0248999,nm0764963,nm0770599"
tt0243585,"nm0279651,nm0926824"
tt0243595,"nm0074851,nm0626002,nm0192608,nm0527325"
tt0243609,"nm0192289,nm0353094"
tt0243655,nm0004087
tt0243736,"nm0079677,nm0271479,nm0518757"
tt0243759,"nm0527108,nm0007195,nm0852672"
tt0243862,nm0850385
tt0243876,"nm0939147,nm0939236"
tt0243889,nm0784540
tt0243931,"nm0121117,nm0151637,nm0256542,nm0298915"
tt0243991,"nm0248944,nm0399541,nm0000560,nm0748928"
tt0244000,"nm0314088,nm0732708"
tt0244092,"nm0864775,nm0906413"
tt0244173,nm0417803
tt0244244,"nm0006790,nm0005428"
tt0244297,"nm0077269,nm0533826"
tt0244479,"nm0008937,nm0841232"
tt0244504,"nm0208877,nm0207268,nm0848542,nm0905343"
tt0244521,"nm0340037,nm0620720,nm1803574"
tt0244528,"nm0025620,nm0539500"
tt0244709,nm0526839
tt0244870,"nm1069858,nm0594499"
tt0244970,nm0643553
tt0245027,nm0850385
tt0245046,"nm0193501,nm0706002"
tt0245090,"nm0105881,nm0472803,nm0503592"
tt0245115,"nm0733170,nm0843136"
tt0245120,"nm0251809,nm0467824"
tt0245157,nm1059789
tt0245171,"nm0058358,nm0001348"
tt0245238,"nm0241600,nm0723845,nm0734117"
tt0245276,"nm0162085,nm0615762"
tt0245280,"nm0447437,nm0447450,nm4067291,nm0827726"
tt0245356,"nm0141281,nm0362936,nm0502937,nm0839273"
tt0245407,nm0859141
tt0245429,"nm0259689,nm0005124,nm0840699"
tt0245479,nm0746726
tt0245501,"nm0022368,nm0368477,nm0542551"
tt0245530,nm0269992
tt0245562,"nm0151835,nm0334337,nm0742851,nm0000247"
tt0245573,"nm0730358,nm0730429,nm0774779"
tt0245574,"nm0190859,nm0998264"
tt0245674,"nm0012155,nm0005428,nm0000709"
tt0245686,nm0800465
tt0245712,nm0327944
tt0245803,"nm0151835,nm0746273,nm0781769,nm0000247"
tt0245825,nm0542624
tt0245837,nm0498330
tt0245844,"nm0053388,nm0083696,nm0322802"
tt0245866,"nm0239541,nm0262188,nm0504495"
tt0245891,"nm0093906,nm0153912"
tt0245910,nm0890015
tt0245929,"nm0422638,nm1803346,nm0515041"
tt0246002,"nm0060901,nm0554204"
tt0246119,nm0244663
tt0246134,"nm0146341,nm0859877"
tt0246404,"nm0798909,nm0821406"
tt0246405,"nm0198757,nm0582797"
tt0246460,"nm0110483,nm0933865"
tt0246464,"nm0414930,nm0430742,nm0001756"
tt0246498,"nm0368030,nm0454124,nm0945420"
tt0246500,"nm0007227,nm0342841,nm0811385"
tt0246544,nm0224537
tt0246578,"nm0276178,nm0433339,nm0572014"
tt0246592,"nm0265009,nm0854813"
tt0246593,"nm0605155,nm0737394"
tt0246628,"nm0089255,nm0589224,nm0805595"
tt0246677,"nm0036155,nm0241496,nm0394564,nm0477949"
tt0246692,"nm0643190,nm1183761"
tt0246719,"nm0228201,nm0827121,nm0957302"
tt0246765,"nm0081226,nm0669704"
tt0246772,"nm0062362,nm0295016"
tt0246875,nm0439563
tt0246894,"nm0001532,nm0746273,nm0820429"
tt0246989,"nm0475970,nm0525059,nm0724843"
tt0247196,nm0453091
tt0247199,"nm1170765,nm0389056,nm0389098,nm0730942"
tt0247303,"nm0311597,nm0530975"
tt0247419,"nm0373360,nm0724678"
tt0247425,"nm0276062,nm0441839,nm0494910"
tt0247427,"nm0322047,nm0628304,nm0831699,nm0867504"
tt0247444,"nm0314088,nm0644203,nm0732708"
tt0247586,nm0098153
tt0247638,"nm0153744,nm0001365,nm0410773"
tt0247745,nm0673270
tt0247911,"nm0474805,nm12823848,nm0474866"
tt0247944,nm0015292
tt0247945,nm0845795
tt0247992,nm0849874
tt0248012,nm0346621
tt0248036,nm0119999
tt0248103,"nm0462926,nm13911912"
tt0248126,nm0424105
tt0248185,"nm0006765,nm5734020"
tt0248190,"nm0296144,nm0001325,nm0740647"
tt0248408,"nm0251536,nm0378660,nm0937877"
tt0248409,"nm0609265,nm0716966"
tt0248617,nm0007131
tt0248640,"nm0256542,nm0298915,nm0503600,nm0633045"
tt0248667,"nm0033917,nm0457715,nm0489876,nm0000520"
tt0248845,"nm0463025,nm0745746,nm0882927"
tt0248912,nm0649179
tt0249110,nm0463581
tt0249131,"nm0559070,nm0753921"
tt0249241,"nm0333148,nm0754276,nm0844145,nm0903167"
tt0249371,nm0451321
tt0249380,nm0323886
tt0249462,"nm0107231,nm0278128"
tt0249478,"nm0209773,nm0006790"
tt0249516,"nm0257258,nm0424387,nm0440415,nm0767794"
tt0249893,nm0178722
tt0250067,"nm0991229,nm0841504"
tt0250081,"nm0394046,nm0882927"
tt0250125,"nm0051999,nm0466937"
tt0250202,"nm0117857,nm0226361,nm0484325,nm0556008"
tt0250223,"nm3019865,nm0001945"
tt0250224,"nm0679353,nm0880036,nm0880040"
tt0250258,"nm0175693,nm0696611,nm0928662"
tt0250274,"nm0191514,nm0779011"
tt0250292,"nm0070454,nm0228690,nm0818940"
tt0250310,nm0800465
tt0250323,"nm0569166,nm0796915"
tt0250347,"nm0441765,nm0472141,nm0785351,nm0899553"
tt0250371,"nm0304978,nm0596520"
tt0250415,nm0618898
tt0250452,nm0997633
tt0250468,"nm0157906,nm0575817,nm4405791"
tt0250478,"nm0261533,nm0380547"
tt0250483,"nm4353263,nm0851523"
tt0250491,nm0483642
tt0250494,"nm0452305,nm0686887"
tt0250613,"nm0063470,nm0645949"
tt0250617,"nm0082893,nm0726472"
tt0250638,nm0864775
tt0250687,"nm0199733,nm0958384,nm0958387"
tt0250690,nm0244892
tt0250698,"nm0001149,nm0318429,nm0366894,nm0001353"
tt0250720,"nm0212997,nm0800465,nm0872058"
tt0250797,"nm0113583,nm0001490"
tt0250809,"nm0617705,nm0775447"
tt0251031,"nm0459852,nm0745746,nm0882927,nm0895903"
tt0251052,nm0429517
tt0251075,"nm0325175,nm0575817,nm0718645"
tt0251091,"nm0299607,nm0385335"
tt0251094,"nm0150802,nm0159052,nm0161303,nm0811607"
tt0251110,"nm0418809,nm0827171"
tt0251114,"nm0287759,nm0387706,nm0480454,nm0726476"
tt0251127,"nm0263172,nm0643553,nm0287080"
tt0251141,"nm0185187,nm1362863"
tt0251160,"nm0121117,nm0467977"
tt0251174,"nm0007077,nm0373360"
tt0251415,nm0877766
tt0251433,nm0007139
tt0251447,"nm0389386,nm0469730"
tt0251661,"nm1098353,nm1098763"
tt0251736,nm0332308
tt0251806,nm0310813
tt0252028,"nm0858525,nm0867768"
tt0252052,nm0473562
tt0252076,"nm0326063,nm0771490,nm0771834"
tt0252223,"nm0275400,nm0446396,nm0916675"
tt0252299,"nm0344668,nm0600445"
tt0252437,"nm0015157,nm0015159,nm0040311,nm0952077"
tt0252444,"nm0637518,nm0647608,nm0935761"
tt0252480,"nm0463025,nm0503592,nm0503600,nm0625789"
tt0252501,nm0382362
tt0252503,"nm0513165,nm0759627,nm0002989"
tt0252665,nm0495997
tt0252684,"nm0006592,nm0368478"
tt0252866,"nm0601031,nm0675013,nm0956015"
tt0252963,nm0276666
tt0252985,nm0346071
tt0253126,"nm0296641,nm0859877"
tt0253194,"nm0033242,nm4353263,nm0851523,nm1160578"
tt0253200,"nm0732595,nm0770961"
tt0253378,"nm0014204,nm1231892"
tt0253474,"nm0071452,nm0000591,nm0764963"
tt0253556,"nm0053388,nm0083696,nm0005572,nm0005573"
tt0253612,nm0552909
tt0253754,nm0075834
tt0253798,"nm0013583,nm0322802,nm0562598"
tt0253827,"nm0107231,nm0202704,nm0511698"
tt0253840,nm0000934
tt0253867,nm0465298
tt0254099,"nm0001086,nm0000492,nm0783280"
tt0254199,nm0546110
tt0254334,"nm0778819,nm0801157"
tt0254455,"nm0100559,nm0492038"
tt0254481,nm0004363
tt0254686,nm0374002
tt0254703,"nm0613434,nm0383605"
tt0254775,"nm0035993,nm0779970"
tt0255067,nm0351006
tt0255094,nm0070159
tt0255111,nm0415837
tt0255112,nm0438029
tt0255195,nm0284559
tt0255212,nm0438508
tt0255305,nm0450200
tt0255309,nm0787467
tt0255321,"nm0571651,nm0854662"
tt0255477,"nm0105346,nm0000971,nm0274754"
tt0255589,nm1030817
tt0255653,nm0544307
tt0255702,"nm0441765,nm0885896"
tt0255713,"nm1203936,nm0711916"
tt0255798,"nm0076444,nm0195259,nm0307776"
tt0255819,nm0005436
tt0255958,"nm0158543,nm1115473"
tt0256009,"nm0021948,nm0622838"
tt0256103,"nm0144025,nm0385934"
tt0256155,"nm0098404,nm0473896,nm0888939"
tt0256259,nm0417803
tt0256276,"nm0001469,nm0918463"
tt0256359,"nm0078542,nm0882927"
tt0256380,"nm0125803,nm0268380,nm0858554,nm0921853"
tt0256415,"nm0149563,nm0605775"
tt0256524,nm0036981
tt0256692,nm0729817
tt0256739,"nm0716966,nm0954874"
tt0257044,"nm0005222,nm0953124,nm0005573"
tt0257076,"nm0357074,nm0497019,nm0605775"
tt0257106,nm0324970
tt0257215,"nm0000806,nm0464466,nm0526319,nm0643190"
tt0257231,"nm0197472,nm0351006"
tt0257289,nm0957302
tt0257290,"nm0468476,nm0665232"
tt0257360,"nm0078698,nm0321228"
tt0257510,"nm0203246,nm0218172"
tt0257516,"nm0534543,nm0932078"
tt0257568,nm0000988
tt0257756,"nm0064106,nm0586969,nm0946003"
tt0258000,"nm0149556,nm0388788,nm0462895,nm0689780"
tt0258038,"nm0160941,nm0301835,nm0503669,nm0001674"
tt0258068,"nm0014300,nm0394564"
tt0258100,"nm0121117,nm0467977,nm0003474"
tt0258153,nm0629272
tt0258273,"nm0106835,nm0195396,nm0394046"
tt0258291,nm0472269
tt0258463,"nm0189777,nm0321621,nm0510731"
tt0258470,nm0004927
tt0258489,nm0232504
tt0258490,nm0711741
tt0258760,nm0941811
tt0258761,nm0129827
tt0258816,nm0939598
tt0258827,"nm0041835,nm0256134,nm0269325,nm0433474"
tt0258885,"nm0406774,nm0508447"
tt0258967,"nm0077686,nm0368602,nm0721813"
tt0259060,nm0269992
tt0259134,nm0753651
tt0259182,"nm0416102,nm0531404,nm0782270"
tt0259288,"nm0053388,nm0083696,nm0425741,nm0001723"
tt0259324,"nm0032696,nm0006894,nm0287811,nm0666999"
tt0259393,nm0152396
tt0259440,nm0551279
tt0259442,"nm0175352,nm0562766"
tt0259446,"nm0324556,nm0000158,nm0001854"
tt0259484,"nm0201965,nm0419650,nm0711840"
tt0259567,"nm0178251,nm0588850"
tt0259711,"nm0001081,nm0000129,nm0906048"
tt0259822,"nm1520491,nm0467083,nm0867504"
tt0259929,nm0367550
tt0259974,nm0641793
tt0260320,"nm0675013,nm0787420,nm0956015"
tt0260332,nm0538532
tt0260414,nm0664748
tt0260688,"nm0173541,nm0183016,nm0901268"
tt0260866,"nm0465744,nm0465745,nm0586969"
tt0260991,"nm0497248,nm5371819"
tt0261066,"nm0006597,nm0001770,nm0931810"
tt0261175,"nm0692583,nm0775090"
tt0261199,"nm0262923,nm0308821,nm0000514,nm0560693"
tt0261289,nm0357074
tt0261311,nm0351006
tt0261392,nm0608714
tt0261552,"nm2089344,nm1121253"
tt0261983,"nm0041765,nm0172257,nm0931308"
tt0261992,"nm0098766,nm0765394"
tt0262037,"nm0004416,nm1672424"
tt0262240,nm0577263
tt0262396,"nm0081730,nm0537550"
tt0262432,"nm0337773,nm0611108,nm0615770"
tt0262457,nm1147588
tt0262699,nm0779970
tt0262826,nm0252970
tt0262911,"nm0004087,nm0294505,nm0673258"
tt0262942,"nm0166394,nm0489893,nm0195751"
tt0263026,nm1088995
tt0263101,nm0632354
tt0263124,"nm0093252,nm0347775,nm0612191,nm0798621"
tt0263215,"nm0337284,nm0487190"
tt0263265,"nm0000285,nm0180390,nm0322047,nm0831699"
tt0263334,"nm2735008,nm2737167,nm0854248,nm0654759"
tt0263386,"nm0268242,nm0278292,nm0453437,nm0006709"
tt0263488,"nm0527167,nm0649209"
tt0263491,"nm1228897,nm0006763"
tt0263496,nm0551279
tt0263671,nm0862680
tt0263725,nm0245493
tt0263728,"nm0079388,nm0177248,nm1065008,nm0189445"
tt0263734,nm0487190
tt0263757,"nm0414324,nm0006597,nm0001770"
tt0264150,"nm0046367,nm0169256,nm0340522"
tt0264323,"nm0625891,nm0744834,nm0818547,nm0876195"
tt0264333,"nm0172256,nm0392020,nm0549366,nm0672547"
tt0264395,"nm0005219,nm1103781,nm0846333,nm0888743"
tt0264429,nm0007139
tt0264464,"nm0662748,nm0000229"
tt0264472,nm0748784
tt0264508,nm0951206
tt0264578,nm1000159
tt0264616,"nm0088780,nm0456946,nm0797190"
tt0264689,nm0650210
tt0264761,"nm0943398,nm0957119"
tt0264796,"nm0184620,nm0005563"
tt0264917,"nm0353506,nm0608958,nm0774147"
tt0264935,"nm0190579,nm0389098,nm0775447"
tt0265018,"nm9047680,nm0913826,nm2006996"
tt0265029,"nm0036641,nm0000345,nm0744828"
tt0265086,"nm0000988,nm0000631"
tt0265087,"nm0338171,nm0586969,nm0702912,nm0771490"
tt0265104,"nm0121724,nm0465253,nm0471097,nm0725013"
tt0265116,nm0764963
tt0265144,"nm3424692,nm0218530,nm0129158"
tt0265148,"nm1379240,nm0054743,nm1379241"
tt0265171,nm0682790
tt0265208,"nm0321228,nm0330077,nm0827913"
tt0265232,nm0374386
tt0265298,"nm0005367,nm0866132"
tt0265307,"nm0000412,nm0472141,nm0679348,nm0958415"
tt0265317,nm0434035
tt0265343,"nm0056205,nm0619762"
tt0265349,"nm0326214,nm0524342,nm0742347"
tt0265459,"nm0463025,nm0882927,nm0937262"
tt0265591,"nm0053419,nm0074100,nm0000207,nm0818304"
tt0265632,"nm0030651,nm0314480,nm0840699,nm0842858"
tt0265651,"nm0097717,nm0537884,nm0870369"
tt0265662,"nm0161891,nm0336668,nm0425741"
tt0265666,"nm0027572,nm0578814,nm0748784"
tt0265691,nm0510789
tt0265709,"nm0126653,nm0296827,nm0497135,nm0527109"
tt0265713,"nm0791672,nm0827746"
tt0265752,nm0197703
tt0265808,nm0146889
tt0265859,"nm0071611,nm0167316,nm0441765,nm0472141"
tt0265930,nm0698271
tt0265944,"nm0164421,nm0006980"
tt0266057,nm0082893
tt0266308,"nm0297934,nm0297935,nm2078278,nm2184529"
tt0266391,"nm0047787,nm0081273,nm0507010,nm0583077"
tt0266408,"nm0003132,nm0867262,nm0876602"
tt0266437,"nm2171503,nm2331984,nm0451865"
tt0266452,"nm0493662,nm0532368"
tt0266465,"nm0214889,nm0004874,nm0628304,nm0633045"
tt0266489,"nm0000106,nm0180366,nm0433339,nm0469553"
tt0266519,nm0663048
tt0266543,nm0910237
tt0266555,"nm0411027,nm0619066,nm0631576"
tt0266697,nm0004744
tt0266747,nm0748784
tt0266915,"nm0083696,nm0322802,nm0765306,nm0827731"
tt0266971,"nm0640334,nm0640345,nm0732923,nm0751102"
tt0266987,"nm0008953,nm0926824"
tt0267129,nm0798065
tt0267248,"nm0053388,nm0083696,nm0643553,nm0001880"
tt0267261,nm0173032
tt0267287,nm0473532
tt0267363,nm1057636
tt0267440,"nm0160435,nm0519808,nm0855096"
tt0267601,nm0316924
tt0267626,"nm0000941,nm0271026,nm0797451,nm0924249"
tt0267804,"nm0153893,nm0604688,nm0627917,nm0939128"
tt0267891,"nm0125803,nm0268380,nm1124997,nm0858554"
tt0267913,"nm0746273,nm0837112"
tt0268126,"nm0001129,nm0484504,nm0768324"
tt0268200,nm0244756
tt0268219,nm0136260
tt0268288,nm0074073
tt0268346,nm0511151
tt0268374,"nm0243113,nm0472269"
tt0268380,nm1000858
tt0268397,"nm0204884,nm0372935,nm0644203"
tt0268401,nm0048001
tt0268437,"nm0304449,nm0423623"
tt0268579,"nm0193394,nm0878953"
tt0268690,"nm0040887,nm0720314"
tt0268695,"nm0662748,nm0883603"
tt0268711,nm0351006
tt0268978,"nm0004976,nm0000165"
tt0268995,nm0001104
tt0269095,"nm0046367,nm0001994,nm0340522,nm0759627"
tt0269217,nm0632354
tt0269266,"nm0324726,nm0453682,nm0497907"
tt0269281,"nm0398258,nm0795018"
tt0269329,"nm0549366,nm0587908"
tt0269341,"nm0114197,nm0191514,nm0570408"
tt0269347,"nm7525535,nm0413208,nm0582338"
tt0269356,"nm0174573,nm0382153"
tt0269389,nm0030823
tt0269410,nm0361425
tt0269461,"nm0099748,nm0764963"
tt0269483,"nm0118928,nm0596203,nm0669093"
tt0269499,nm0001945
tt0269604,"nm0084810,nm0461830,nm0461835"
tt0269743,nm0158639
tt0269746,nm0681996
tt0269856,"nm0620935,nm0847182"
tt0269857,"nm0497377,nm0793809"
tt0270053,"nm0015528,nm8847729"
tt0270197,nm0606400
tt0270259,"nm0622254,nm0832939"
tt0270288,nm0493662
tt0270480,nm0148554
tt0270560,"nm0825796,nm0951948"
tt0270688,"nm0345550,nm0380961,nm0454511,nm0883130"
tt0270707,"nm0001129,nm0764771,nm0768324"
tt0270846,nm0666999
tt0270891,"nm0540791,nm0631590,nm1530843"
tt0270911,"nm0004798,nm0441765,nm0472141,nm0931917"
tt0270919,"nm1065700,nm1052802,nm1052821"
tt0270933,"nm0590915,nm0847330,nm0879922,nm0948382"
tt0270980,"nm1124997,nm0626696"
tt0271027,"nm0000108,nm0153893,nm0910241"
tt0271029,"nm0470338,nm0830800"
tt0271136,nm0716113
tt0271200,"nm0539803,nm0540791"
tt0271210,nm0303254
tt0271211,nm0830010
tt0271219,"nm0018936,nm0355502,nm0935095"
tt0271259,"nm0000123,nm0001752"
tt0271263,"nm0184445,nm0316406,nm0001191"
tt0271367,"nm0075732,nm0002041"
tt0271383,nm0037136
tt0271543,"nm0234520,nm0314446"
tt0271580,"nm0481920,nm0776224"
tt0271582,"nm0049920,nm0049945,nm0690197"
tt0271668,"nm0338171,nm0628352,nm0798711"
tt0271748,nm0222426
tt0271882,"nm0077686,nm0132185,nm0399541,nm0776072"
tt0271885,"nm0759627,nm0002989"
tt0271945,nm0396965
tt0271946,"nm0000329,nm0159494"
tt0271972,"nm0273327,nm0951206"
tt0272020,nm0492994
tt0272147,nm0520715
tt0272152,"nm0171348,nm0330379,nm0505656"
tt0272207,"nm0333376,nm0000501,nm0618558,nm0621993"
tt0272338,"nm0000759,nm0526917,nm0783280"
tt0272688,nm0080319
tt0272736,nm0007181
tt0273069,nm0764963
tt0273108,"nm0045727,nm0096681,nm0000517,nm0696299"
tt0273148,"nm0702466,nm0702467"
tt0273253,"nm0072449,nm0466428,nm0466430"
tt0273300,nm0882270
tt0273302,nm1416096
tt0273326,nm0850385
tt0273435,"nm0000382,nm0487190"
tt0273517,"nm0273327,nm0951206"
tt0273689,nm0354774
tt0273718,"nm0149130,nm0149134"
tt0273719,"nm0303983,nm0399541"
tt0273799,nm0440344
tt0273822,"nm0111332,nm0614450"
tt0273833,nm0653175
tt0273840,nm0801446
tt0273870,nm1367755
tt0273923,"nm0042992,nm0301835,nm0748784,nm0865508"
tt0273982,"nm0071184,nm0472141,nm0628304,nm0007070"
tt0274117,"nm0136260,nm0515201"
tt0274155,nm0309369
tt0274166,"nm0079677,nm0100650,nm0271479,nm0400240"
tt0274309,nm0247787
tt0274407,"nm0870369,nm0953080"
tt0274428,nm0051116
tt0274497,"nm0181107,nm0739744"
tt0274558,"nm0289221,nm0748784"
tt0274604,nm3455647
tt0274711,"nm0637602,nm0855027,nm0881811"
tt0274716,nm0504205
tt0274812,"nm0276404,nm0387646,nm0787601"
tt0275022,nm0004653
tt0275067,nm0506664
tt0275083,"nm0149223,nm0944459"
tt0275230,nm0619171
tt0275277,"nm0437573,nm0556237,nm0590915,nm0847330"
tt0275309,nm0650709
tt0275491,nm0021948
tt0275692,"nm0628304,nm0867504,nm0910241,nm0915918"
tt0275719,"nm0018936,nm0908323,nm0935095"
tt0275773,nm1566241
tt0275847,nm1192875
tt0275913,"nm0474166,nm0578443,nm0918518"
tt0275915,nm0921348
tt0275947,"nm0069893,nm0759627,nm0934162"
tt0276033,"nm0155942,nm0348151"
tt0276191,nm0251028
tt0276276,nm0003828
tt0276501,"nm0156994,nm0359189,nm0398825"
tt0276617,nm2386540
tt0276744,"nm0170462,nm0227502,nm15609553,nm0472141"
tt0276751,"nm0079677,nm0000134,nm0258431,nm0271479"
tt0276816,"nm0004716,nm0046020,nm0914615"
tt0276820,nm0752324
tt0276830,"nm0486627,nm0954437"
tt0276919,nm0934668
tt0276935,nm0784540
tt0276977,"nm10273688,nm0728063"
tt0277027,"nm0380980,nm0625458,nm0813414,nm0001880"
tt0277296,"nm0199733,nm0413208,nm0592746,nm0814085"
tt0277327,"nm0315012,nm0554040"
tt0277371,nm0605775
tt0277412,nm0295105
tt0277434,"nm0202704,nm0568544,nm0908824"
tt0277615,"nm0314089,nm0371312,nm0546794"
tt0277703,"nm0389385,nm0901022"
tt0277705,"nm0018936,nm0119002,nm0242773,nm0001714"
tt0277744,"nm0645164,nm0898549"
tt0277909,nm0687739
tt0277941,"nm0396684,nm0941837"
tt0277986,"nm0203246,nm0503600,nm0890144"
tt0278006,"nm0067323,nm0368022"
tt0278035,nm0094222
tt0278159,nm0595866
tt0278259,nm0557789
tt0278291,nm0996904
tt0278295,"nm0023297,nm0001084"
tt0278351,nm0498330
tt0278413,nm0015316
tt0278435,"nm0184620,nm0005563"
tt0278487,"nm0001214,nm0829176,nm0834788"
tt0278488,"nm0000362,nm0254886,nm0307975,nm0787834"
tt0278500,nm0859877
tt0278504,"nm0424663,nm0432625,nm0467255,nm0568093"
tt0278522,"nm0787434,nm13757794"
tt0278597,"nm0071611,nm0167316"
tt0278675,"nm0005614,nm1162841"
tt0278731,"nm1022690,nm0000343,nm0352820"
tt0278815,"nm0065376,nm0405433"
tt0278823,nm0036981
tt0279037,"nm0172662,nm0932144"
tt0279064,nm0023367
tt0279065,nm0071379
tt0279111,nm0561813
tt0279112,nm0393353
tt0279113,nm0339010
tt0279231,nm0097674
tt0279248,"nm0194143,nm0430846"
tt0279286,"nm0009222,nm0401464,nm0506597,nm0861265"
tt0279331,"nm0088780,nm0160941,nm0199733,nm0413208"
tt0279493,"nm0004976,nm0421017,nm0497083,nm0570980"
tt0279688,nm0689814
tt0279695,nm0932144
tt0279778,"nm0115668,nm0523324"
tt0279781,"nm0108368,nm1023578"
tt0279783,nm0053070
tt0279889,"nm0040338,nm0343446,nm0465744,nm0465745"
tt0279977,nm0639780
tt0280015,nm0119653
tt0280030,"nm0153724,nm0660570,nm0745766"
tt0280380,"nm0689316,nm0001502"
tt0280381,"nm0258459,nm15612284"
tt0280424,"nm0006874,nm0469512"
tt0280438,"nm0108694,nm0122653"
tt0280460,"nm0134578,nm0425741"
tt0280462,nm0878953
tt0280477,"nm0038397,nm0286557,nm0510912"
tt0280486,"nm0115192,nm0000988,nm0826679"
tt0280490,nm0163618
tt0280491,nm0714882
tt0280590,"nm0304398,nm0316406"
tt0280599,nm0463697
tt0280605,"nm1021135,nm0000986"
tt0280609,"nm0020431,nm0276541,nm0716135"
tt0280653,nm0093854
tt0280665,"nm0069893,nm0311720"
tt0280674,nm0016603
tt0280696,"nm0235641,nm0001639"
tt0280707,"nm0000265,nm0000837,nm0506379"
tt0280720,"nm0079677,nm0271479,nm0518757"
tt0280760,"nm0868178,nm0916675"
tt0280778,"nm0289221,nm0748784"
tt0280791,"nm0249197,nm0249225,nm0632348"
tt0280870,nm0669064
tt0280949,nm0100875
tt0280969,"nm0278128,nm0339171,nm0385241,nm0963239"
tt0280970,nm0147603
tt0280990,"nm0141125,nm0961002"
tt0281078,nm0447238
tt0281108,nm0496628
tt0281190,nm0798820
tt0281322,"nm0318429,nm0001353,nm0471097,nm0837449"
tt0281358,"nm0224145,nm0523324"
tt0281364,nm0000108
tt0281373,nm0449549
tt0281686,"nm0181741,nm0767312"
tt0281718,nm0997983
tt0281724,nm0359818
tt0281820,"nm0572649,nm0920274,nm0941262"
tt0281865,nm0800465
tt0281924,"nm0104418,nm0375096,nm0392324"
tt0282108,nm1138164
tt0282120,"nm1949151,nm0190780,nm0458312"
tt0282163,"nm0588387,nm0891527"
tt0282179,"nm0203246,nm0503600,nm0890144"
tt0282209,"nm0004591,nm0373723,nm0792061,nm0795832"
tt0282386,nm0604721
tt0282410,"nm0072435,nm0072470,nm0072474,nm0170765"
tt0282496,nm0787864
tt0282552,"nm0022969,nm0022971"
tt0282589,"nm0417782,nm0506613,nm0742770,nm0770848"
tt0282593,"nm0513927,nm0673258"
tt0282599,"nm11616074,nm11616075"
tt0282628,"nm0401189,nm1040692,nm0632354"
tt0282687,"nm0204862,nm0003993,nm0586969,nm0938995"
tt0282698,"nm0153398,nm0360065,nm0734398,nm0837875"
tt0282744,"nm0006625,nm0672547"
tt0282768,nm0664667
tt0282856,"nm0250626,nm0318733"
tt0282864,"nm0325148,nm0035184"
tt0282891,"nm0440105,nm0711365"
tt0282917,"nm0465703,nm0834672"
tt0283003,"nm0360065,nm0676301,nm0837875,nm0975201"
tt0283015,"nm8565164,nm0535706,nm0630441"
tt0283026,"nm0135847,nm0006597,nm0781910"
tt0283027,"nm0006791,nm0692776"
tt0283054,"nm0110357,nm0382072,nm0427827"
tt0283077,"nm0618300,nm0457328,nm1623493"
tt0283084,"nm0008953,nm0823661"
tt0283090,"nm0285436,nm0364787,nm0520401"
tt0283111,"nm0009222,nm0506597,nm0552569,nm0659123"
tt0283139,"nm0523324,nm0920274"
tt0283160,"nm0224537,nm0266931"
tt0283269,"nm0119815,nm0728476,nm0904016"
tt0283283,"nm0160883,nm0381853,nm0396284"
tt0283422,nm0104418
tt0283426,"nm0153724,nm0861409"
tt0283431,nm0538532
tt0283453,"nm0081730,nm0537550"
tt0283503,"nm0180912,nm0507669,nm0689909"
tt0283504,nm0759685
tt0283509,"nm0059657,nm0241496,nm0463842"
tt0283530,"nm0008953,nm0440140"
tt0283534,"nm0448953,nm0531602,nm0568223"
tt0283559,"nm0626002,nm0192608,nm0434838"
tt0283623,nm0785112
tt0283632,"nm0257259,nm0472256"
tt0283644,"nm0482511,nm0002431"
tt0283832,"nm0216635,nm0592945"
tt0283883,nm0500988
tt0283885,nm0335981
tt0283897,"nm0137548,nm0000380"
tt0283900,nm0506357
tt0283952,"nm0260015,nm1202915,nm0456411"
tt0283957,nm10727508
tt0284034,nm0316306
tt0284066,"nm0155295,nm0398971"
tt0284083,nm0201713
tt0284217,"nm2603393,nm0420615"
tt0284262,nm0085515
tt0284277,nm0547376
tt0284328,nm0080171
tt0284363,nm0081597
tt0284478,"nm0024406,nm0125930"
tt0284490,"nm0742772,nm0764822"
tt0284491,"nm0133357,nm0317752,nm0380547"
tt0284494,"nm0453091,nm0690134"
tt0284534,"nm0002848,nm0004152"
tt0284595,"nm0970153,nm0783700"
tt0284655,"nm0086491,nm0089622,nm0104274,nm0261133"
tt0284674,"nm0312214,nm0001736"
tt0284837,"nm0079677,nm0271479,nm1094495,nm0563243"
tt0284850,"nm0114556,nm0993960,nm0839878"
tt0284929,"nm0564033,nm0615559"
tt0284978,"nm0270096,nm0337284,nm0489453,nm0523324"
tt0285052,nm0065510
