tconst,region,primaryTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt11182984,AE,Kaaval,2021,147,"Action,Drama,Thriller",nm3263065,nm3263065,5.2,1614
tt11182994,AU,Zillion,2022,138,"Biography,Crime,Drama",nm3774632,"nm3774632,nm2027655",7.3,3221
tt1118687,GB,Plague Town,2008,88,"Horror,Thriller",nm0974085,nm0974085,4.5,1851
tt11187484,CA,The Thief of Baghdad,2020,102,"Action,Adventure,Comedy",nm5394449,"nm13841676,nm13660092,nm5481179",4.7,1066
tt11188010,AE,Nobody Has to Know,2021,99,"Drama,Romance","nm0099521,nm2139803",nm0099521,6.6,1018
tt11188154,AE,WeWork: Or the Making and Breaking of a $47 Billion Unicorn,2021,104,Documentary,nm1160206,nm1160206,6.6,3766
tt11188560,AE,A Taste of Hunger,2021,104,"Drama,Romance",nm1061993,"nm1061993,nm2105585",6.3,1906
tt11188624,AU,Seance,2021,92,"Horror,Mystery,Thriller",nm1440023,nm1440023,5.2,4354
tt11190652,AU,The Rose Maker,2020,95,"Comedy,Drama",nm0683857,"nm0494355,nm8166889,nm9791665,nm0683857",6.4,1167
tt1119123,AU,Accidents Happen,2009,92,"Comedy,Drama",nm0484108,nm0136093,6.0,2802
tt11191344,AU,Red,2021,146,"Action,Crime,Drama",nm3141804,"nm5099464,nm3141804",6.4,2674
tt1119191,AU,The Killing Room,2009,93,"Mystery,Thriller",nm0509448,"nm0668754,nm2803289",5.6,14919
tt1119194,FR,The Perfect World of Kai,2007,101,"Animation,Drama,Family",nm0463628,nm2398270,7.1,1749
tt1119199,CA,A Man Who Was Superman,2008,102,"Comedy,Drama",nm1924976,"nm4406838,nm6649696,nm1924976,nm3005740",7.3,2227
tt11193002,AU,The Stranger by the Beach,2020,59,"Animation,Drama,Romance",nm4186854,"nm4186854,nm12470578",7.1,2661
tt11196036,AE,The Card Counter,2021,111,"Crime,Drama,Thriller",nm0001707,nm0001707,6.2,43065
tt1119646,AE,The Hangover,2009,100,Comedy,nm0680846,"nm0601859,nm0524190",7.7,847512
tt11198810,AE,She Said,2022,129,"Drama,History",nm0775056,"nm6663648,nm0501947,nm2948957,nm3117337",7.3,39894
tt11199310,AU,Miss India,2020,136,Drama,nm7311856,"nm7311856,nm13662679,nm10393997",3.6,2304
tt11199356,AU,Bheeshma,2020,150,"Action,Comedy,Romance",nm9391630,"nm13659743,nm16049743,nm9391630",6.6,4798
tt11199410,AE,The Princess Switch: Switched Again,2020,96,"Comedy,Drama,Family",nm0737517,"nm0076820,nm2997602",5.4,13511
tt11203022,AE,Sex Appeal,2022,90,"Comedy,Drama,Romance",nm0652300,nm1923391,5.3,3189
tt11204094,AE,The Duke,2020,95,"Biography,Comedy,Crime",nm0585011,"nm3360668,nm1341253",6.9,13225
tt11204372,AU,Goblin,2020,72,"Horror,Romance,Thriller",nm11095390,nm11095395,3.3,1245
tt11206302,ES,30 jours max,2020,87,"Action,Comedy,Crime",nm3851426,"nm3851426,nm1135424,nm8102422",5.4,1905
tt11207902,ES,Lejos de casa: éxodo venezolano,2020,87,"Drama,History",nm11096630,"nm11096631,nm11096630",4.6,1642
tt1120897,AE,Dhan Dhana Dhan Goal,2007,167,"Drama,Sport,Thriller",nm1892252,"nm0440604,nm1888204,nm0003939",5.1,2867
tt1120945,AU,Tony,2009,76,"Drama,Horror,Thriller",nm1976116,nm1976116,6.2,3602
tt1120985,AE,Blue Valentine,2010,112,"Drama,Romance",nm0161834,"nm0161834,nm2337556,nm0193387",7.3,211531
tt11210032,AU,Sheep Without a Shepherd,2019,112,"Crime,Drama,Thriller",nm6489637,"nm11097637,nm11097635,nm11097638,nm2572228",6.8,1883
tt11210390,AU,Asterix & Obelix: The Middle Kingdom,2023,112,"Adventure,Comedy,Family",nm0133899,"nm0133899,nm2382268,nm0879853,nm0331453",5.1,10179
tt1121096,AE,Seventh Son,2014,102,"Action,Adventure,Fantasy",nm0091076,"nm0495378,nm1140275,nm0338557,nm2796716",5.5,80534
tt11212572,AE,Nocebo,2022,96,"Horror,Thriller",nm2705923,nm1167599,5.8,7298
tt11213372,AU,Stuck Apart,2021,96,"Comedy,Drama","nm1533201,nm1613185","nm1533201,nm1613185,nm1727762",6.0,11433
tt11213600,GB,Sardar Ka Grandson,2021,139,"Comedy,Drama,Romance",nm5548130,"nm8201283,nm5548130,nm3451648",4.3,4796
tt11214590,AE,House of Gucci,2021,158,"Biography,Crime,Drama",nm0000631,"nm1894782,nm11099905,nm0426539",6.6,160092
tt1121794,AE,Sword of the Stranger,2007,103,"Action,Adventure,Animation",nm1622836,nm0847432,7.7,18319
tt11219254,AU,We Made a Beautiful Bouquet,2021,124,"Drama,Romance",nm2391552,nm0757111,7.4,3552
tt1121931,AE,Crank: High Voltage,2009,96,"Action,Crime,Thriller","nm0004410,nm0962729","nm0004410,nm0962729",6.1,159121
tt1121977,AU,Mother and Child,2009,125,"Drama,Romance",nm0006554,nm0006554,7.2,12792
tt11225756,AT,The Lost Leonardo,2021,96,"Documentary,Mystery",nm3572012,"nm2293775,nm3572012,nm2190925,nm0598531",7.5,2766
tt1122836,AU,Alien Trespass,2009,90,"Comedy,Horror,Sci-Fi",nm0329535,"nm2135749,nm2806236",5.7,4257
tt11229134,DE,Durgamati: The Myth,2020,155,"Horror,Thriller",nm4750968,"nm4756397,nm4750968",4.0,5681
tt11229780,AT,Infidel,2019,108,"Action,Thriller",nm0637493,nm0637493,5.6,3875
tt11230868,AU,Kappela,2020,113,"Comedy,Romance",nm1830213,"nm11078278,nm1830213,nm11107005",7.5,3687
tt11231440,CA,Doordarshan,2020,119,"Comedy,Drama",nm9631956,nm9631956,6.1,4403
tt1123373,CA,Detective Dee: The Mystery of the Phantom Flame,2010,119,"Action,Adventure,Drama",nm0007139,"nm4488556,nm2310115,nm0155295",6.6,11880
tt11233960,AU,The Unforgivable,2021,112,"Crime,Drama,Mystery",nm3519173,"nm0782711,nm0587091,nm0185976",7.1,119099
tt11235142,CA,Dia,2020,137,"Drama,Romance",nm11108345,nm11108345,8.0,6937
tt11235772,AE,The Voyeurs,2021,116,"Drama,Mystery,Romance",nm2278537,nm2278537,6.1,32704
tt11238648,GB,We Are All Together,2019,96,"Comedy,Crime",nm0846092,"nm9523145,nm10476966,nm9523148",4.2,1459
tt11238932,CO,My Heart Goes Boom!,2020,116,"Comedy,Musical,Romance",nm10431972,"nm10431972,nm3079314,nm8941423",5.7,1194
tt1123894,AU,And Then Came Lola,2009,71,"Comedy,Drama,Romance","nm2804620,nm0797962","nm2804620,nm0797962",4.0,1781
tt1124035,AU,The Ides of March,2011,101,"Drama,Thriller",nm0000123,"nm0381416,nm2802722,nm0000123",7.1,230927
tt1124037,AU,Free State of Jones,2016,139,"Action,Biography,Drama",nm0002657,"nm0002657,nm0366989",6.9,62513
tt1124039,AE,Echelon Conspiracy,2009,105,"Action,Crime,Thriller",nm1009775,"nm0253106,nm2805380",5.7,19962
tt1124048,AU,The Last Resort,2009,75,"Horror,Thriller",nm1970885,"nm0646953,nm2066341",3.0,1535
tt11240506,AU,Nobody Sleeps in the Woods Tonight,2020,102,"Fantasy,Horror,Mystery",nm2305479,"nm2287973,nm2305479,nm2899704",4.9,14096
tt1124052,AU,City of Life and Death,2009,133,"Drama,History,War",nm1283651,nm1283651,7.7,11729
tt11241510,AU,Eerie Fairy Tales,2019,98,"Fantasy,Horror",nm0761415,nm0761415,6.5,1081
tt11242242,AU,The Bridge Curse,2020,88,"Horror,Mystery,Thriller",nm11111908,"nm8753060,nm7988962",5.3,2206
tt11242718,AE,The Last Victim,2021,112,"Action,Adventure,Crime",nm1401803,"nm1401803,nm2543239,nm9564505",4.9,1037
tt1124374,AU,Gnomes & Trolls: The Secret Chamber,2009,70,"Animation,Family,Fantasy",nm0961621,"nm0961621,nm2806016",4.3,1196
tt1124377,AR,John Rabe,2009,134,"Biography,Drama,History",nm0302780,"nm3743087,nm0302780,nm11174947",7.2,6746
tt1124378,US,Epitaph,2007,98,"Drama,Horror","nm2891286,nm2891156","nm2891286,nm2891156",6.2,1208
tt1124388,AU,Play the Game,2009,105,"Comedy,Romance",nm2810280,nm2810280,6.3,2900
tt1124394,AU,Sauna,2008,83,"Drama,Horror,Mystery",nm1457822,nm0478241,6.2,7489
tt1124396,EE,Gitler kaput!,2008,95,"Action,Adventure,Comedy",nm0049592,nm0049592,3.0,2236
tt11245776,AU,Skin: A History of Nudity in the Movies,2020,130,"Documentary,History",nm1639665,"nm1024321,nm1639665",6.7,1303
tt11245972,AE,Scream,2022,114,"Horror,Mystery,Thriller","nm2419470,nm2366012","nm2361509,nm0888743",6.3,159239
tt11250720,AU,One,2021,151,"Drama,Thriller",nm7293846,"nm1332681,nm1547713,nm5392515",6.2,3032
tt1125188,AU,Frayed,2007,111,"Drama,Horror,Mystery","nm1761595,nm2809384","nm2809384,nm1761595,nm2803335,nm2804322",5.5,1517
tt11252248,AE,Dog,2022,101,"Comedy,Drama","nm1730221,nm1475594","nm1730221,nm2415524",6.5,46583
tt11252440,AR,Psycho Goreman,2020,95,"Comedy,Horror,Sci-Fi",nm2725627,nm2725627,6.3,15129
tt11252490,AE,Creatures,2021,103,"Action,Comedy,Horror",nm2102632,"nm3717273,nm5691680,nm2102632",3.7,1354
tt11253090,AE,Annaatthe,2021,163,"Action,Comedy,Drama",nm2350892,"nm13762864,nm11271081,nm2350892,nm10092404,nm10092405",4.0,10662
tt11254858,GB,Memories of a Teenager,2019,97,"Biography,Drama,Mystery",nm1238797,"nm6487839,nm1238797",6.5,1171
tt1125849,AU,The Wrestler,2008,109,"Drama,Sport",nm0004716,nm1557909,7.9,320141
tt1125929,AU,Love Ranch,2010,117,"Biography,Comedy,Drama",nm0000431,nm0414893,5.6,3374
tt11260832,AE,Bellbottom,2021,123,"Action,Thriller",nm3826513,"nm2748159,nm5151578,nm0080171",6.1,23641
tt11261270,AT,Zengo,2020,97,Comedy,"nm2201881,nm6126361",nm7686219,2.5,1296
tt11261830,AE,The Retaliators,2021,95,"Horror,Thriller","nm6624722,nm3816678","nm0960950,nm11132489",5.3,2230
tt11263022,AU,The Seventh Day,2021,87,"Horror,Mystery",nm3336170,nm3336170,4.5,5578
tt11265320,AE,Escape the Field,2022,89,"Horror,Thriller",nm7544585,"nm2685317,nm7544585",4.4,4686
tt1126590,AE,Big Eyes,2014,106,"Biography,Crime,Drama",nm0000318,"nm0438989,nm0018735",7.0,99181
tt1126591,AU,Burlesque,2010,119,"Drama,Music,Musical",nm0031078,nm0031078,6.4,93256
tt1126596,AU,Adulthood,2008,99,"Crime,Drama",nm0164929,nm0164929,6.6,13162
tt1126618,AU,Morning Glory,2010,107,"Comedy,Drama,Romance",nm0585011,nm0112459,6.5,82964
tt11266868,AU,Solitary,2020,89,"Drama,Sci-Fi,Thriller",nm4274789,nm4274789,3.5,1870
tt11267076,AT,Dayi: Bir Adamin Hikayesi,2021,125,"Action,Adventure,Drama",nm10410169,nm10410169,6.1,2441
tt11268742,CA,The Ultimate Playlist of Noise,2021,99,"Comedy,Drama,Music",nm3619863,nm4566755,6.6,1090
tt11270054,AU,The Daughter,2021,122,"Crime,Thriller",nm0554532,"nm0554532,nm11125999,nm0379864",6.2,1233
tt11271038,AE,Licorice Pizza,2021,133,"Comedy,Drama,Romance",nm0000759,nm0000759,7.1,140490
tt1127180,AU,Drag Me to Hell,2009,99,Horror,nm0000600,"nm0706898,nm0000600",6.6,217671
tt11271800,AE,Mayday,2021,100,"Drama,Fantasy,Mystery",nm1680884,nm1680884,4.4,1952
tt1127221,AU,Not Forgotten,2009,96,"Horror,Thriller",nm0814786,"nm0814786,nm1497546",4.7,2872
tt11272898,AU,Let It Snow,2020,87,"Horror,Thriller",nm8879821,nm8879821,4.4,1722
tt11274100,AE,Archenemy,2020,90,"Action,Adventure,Crime",nm4008890,"nm2616615,nm4008890",5.0,3622
tt11274492,AU,The Out-Laws,2023,95,"Action,Comedy,Crime",nm2634746,"nm4475394,nm1602263",5.4,36033
tt11276598,AU,Pets United,2019,89,"Adventure,Animation,Comedy",nm0459996,"nm0459996,nm1075038",3.7,3175
tt1127702,GB,Mission London,2010,107,Comedy,nm1190360,"nm3894848,nm2820483,nm1190360",7.1,6320
tt1127715,CA,Sin Nombre,2009,96,"Adventure,Crime,Drama",nm1560977,nm1560977,7.5,34062
tt11278476,AU,Rescued by Ruby,2022,90,"Biography,Drama,Family",nm0002240,"nm3249078,nm0239051,nm0418321",7.1,10849
tt1127877,AU,Cold Souls,2009,101,"Comedy,Drama,Fantasy",nm1754436,nm1754436,6.4,10231
tt1127881,AU,Farming,2018,101,Drama,nm0015382,nm0015382,6.2,2089
tt1127883,GB,The Girl,2012,95,"Crime,Drama,Thriller",nm0726935,nm0726935,6.2,1384
tt1127884,GB,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,74,"Documentary,Music",nm0376712,"nm0180902,nm0639434,nm0689954",2.6,12179
tt1127896,AU,Taking Woodstock,2009,120,"Biography,Comedy,Drama",nm0000487,"nm0770005,nm0862580,nm2988802",6.7,30018
tt11280556,GB,The Madness Inside Me,2020,89,"Drama,Horror,Thriller",nm4485521,nm4485521,4.2,1355
tt1128075,AR,Love Exposure,2008,237,"Action,Comedy,Drama",nm0814469,nm0814469,8.0,15931
tt11284280,AU,Cadaver,2020,86,"Drama,Horror,Thriller",nm5528353,nm5528353,5.2,12363
tt11284502,AE,South of Heaven,2021,120,"Crime,Drama,Thriller",nm3522076,"nm3522076,nm4142927,nm4513530",5.8,2350
tt11285280,AE,Together Together,2021,90,"Comedy,Drama",nm2859868,nm2859868,6.4,9284
tt11285908,AT,Ashfall,2019,130,"Action,Adventure,Sci-Fi","nm2303963,nm1409622","nm2303963,nm1409622,nm1367409,nm1371193",6.2,6004
tt11286210,AE,Master,2022,98,"Drama,Horror,Mystery",nm8302936,nm8302936,5.3,5931
tt11286314,AU,Don't Look Up,2021,138,"Comedy,Drama,Sci-Fi",nm0570912,"nm0570912,nm1998503",7.2,602801
tt11286640,AE,Nowhere Special,2020,96,Drama,nm0664667,nm0664667,7.4,6586
tt11291274,AE,The Unbearable Weight of Massive Talent,2022,107,"Action,Comedy,Crime",nm3230448,"nm1072410,nm3230448",7.0,152149
tt1129396,AU,Radio Free Albemuth,2010,111,"Drama,Sci-Fi",nm0800215,"nm0001140,nm0800215",5.6,1899
tt1129415,AU,The Daisy Chain,2008,89,"Drama,Horror,Thriller",nm0909532,nm1380787,5.1,1607
tt1129423,AU,Fireproof,2008,122,"Drama,Romance",nm1731937,"nm1726854,nm1731937",6.4,24158
tt1129427,AU,Miss Nobody,2010,92,"Comedy,Crime",nm1117802,nm0825743,5.5,2244
tt1129428,AU,Mum & Dad,2008,84,"Horror,Thriller",nm1377658,nm1377658,5.9,6474
tt1129435,CA,The Beaches of Agnès,2008,112,"Biography,Documentary",nm0889513,nm0889513,8.0,4794
tt1129437,GB,Skinning,2010,102,"Action,Crime,Drama",nm1194496,"nm1926599,nm1194496,nm1748550,nm0901286",6.4,5446
tt1129441,AU,ThanksKilling,2008,70,"Comedy,Horror,Thriller",nm2006573,"nm2716013,nm2006573",4.2,5469
tt1129442,AE,Transporter 3,2008,104,"Action,Adventure,Thriller",nm0576298,"nm0436543,nm0000108",6.1,176984
tt1129445,AU,Amelia,2009,111,"Adventure,Biography,Drama",nm0619762,"nm0357703,nm3629435,nm2336073",5.8,13627
tt11295246,AE,Good Luck Sakhi,2022,130,Drama,nm0474398,"nm9159094,nm0474398",5.3,1658
tt11295974,AE,Ellam Sheriyakum,2021,138,Drama,nm1953961,"nm11137170,nm8920190,nm11137171",6.1,1836
tt11296132,CA,The Singer,2019,107,"Comedy,Drama,Music",nm5394260,nm5394260,4.4,1853
tt11297214,AE,Mission Extreme,2021,100,Action,"nm11141216,nm7984767",nm7984767,6.1,1348
tt1130080,AU,The Informant!,2009,108,"Biography,Comedy,Crime",nm0001752,"nm1141272,nm1994243",6.5,67485
tt11301946,AE,Beast,2022,155,"Action,Comedy,Crime",nm12135964,nm12135964,5.2,36365
tt11304740,AE,Wish,2023,95,"Adventure,Animation,Comedy","nm0118333,nm3086932","nm2788015,nm5365495,nm0118333,nm1601644,nm3086932",5.6,35357
tt11306376,CA,Jathi Ratnalu,2021,145,Comedy,nm8745994,nm8745994,7.3,8093
tt11306518,AE,Hero,2022,132,Action,nm7807500,"nm7807500,nm12750249,nm8957116",5.7,2163
tt11306896,IN,Trivikrama,2022,151,"Comedy,Drama,Romance",nm6579465,nm6579465,7.0,1113
tt11306926,AE,Badava Rascal,2021,133,"Action,Comedy",nm11142563,nm11142563,7.4,1715
tt11306932,AU,Noise,2022,105,Drama,nm1135329,"nm1135329,nm8977430",6.6,1164
tt11307724,AE,John and the Hole,2021,103,"Drama,Horror,Thriller",nm1482346,nm1481172,5.2,4735
tt11307814,AU,Red Dot,2021,86,"Drama,Horror,Thriller",nm2132883,nm2132883,5.5,14781
tt1130884,AU,Shutter Island,2010,138,"Drama,Mystery,Thriller",nm0000217,"nm1212331,nm0436164",8.2,1459089
tt1130964,AU,The 5th Quarter,2010,101,"Biography,Drama,Sport",nm0081279,nm0081279,5.6,1695
tt1130969,AU,Sinners and Saints,2010,104,"Action,Crime,Thriller",nm0442287,"nm0442287,nm0608582",6.0,5850
tt1130980,CA,A Deal Is a Deal,2008,106,"Comedy,Drama",nm0948719,"nm2826081,nm2825891",6.1,2465
tt1130981,AU,Tear This Heart Out,2008,107,Drama,nm0810997,"nm0810997,nm2818192",7.4,2538
tt1130988,AR,JCVD,2008,97,"Action,Comedy,Crime",nm1333798,"nm1333798,nm0712257,nm1354560,nm1290014,nm1176687",7.0,40325
tt1130989,NO,Long Flat Balls II,2008,97,"Comedy,Drama,War",nm0958969,nm2273791,5.2,1320
tt1130993,CA,Ultimate Heist,2009,95,"Action,Crime,Drama",nm0876146,"nm3709364,nm0876146,nm1668171",5.4,3570
tt11310004,AU,The First Temptation of Christ,2019,46,Comedy,nm8198619,nm1167049,5.0,3543
tt11310608,AU,Waiting for Bojangles,2021,124,"Comedy,Drama,Romance",nm1672051,"nm4694441,nm7856921,nm1672051",6.4,2114
tt11310670,AU,Madeleine Collins,2021,102,"Drama,Thriller",nm1201906,nm1201906,6.2,1686
tt11310884,AU,History of the Occult,2020,82,Horror,nm4445975,nm4445975,6.4,1716
tt11311958,DE,Mookuthi Amman,2020,134,"Comedy,Drama,Fantasy","nm5657068,nm12073436","nm5657068,nm1794381,nm13043081",6.6,4864
tt11312700,AE,Prathi Poovankozhi,2019,102,"Drama,Thriller",nm1754432,nm2634191,6.9,1530
tt11314148,AE,Shiddat,2021,146,Romance,nm2260731,"nm7723547,nm1356270,nm3057599,nm1381758",7.6,24088
tt11316680,AU,Trees of Peace,2021,97,Drama,nm1051233,nm1051233,6.5,1807
tt11317142,AE,Shiva Baby,2020,77,"Comedy,Drama",nm7681231,nm7681231,7.1,33363
tt1131724,AE,2:22,2017,98,"Drama,Mystery,Romance",nm0192984,"nm2914162,nm2089442",5.7,25686
tt1131727,AR,Against the Current,2009,98,Drama,nm0130242,nm0130242,6.1,1292
tt1131728,AU,Basmati Blues,2017,106,"Comedy,Musical,Romance",nm7971037,"nm2897438,nm2899421,nm7971037",3.9,2162
tt1131729,AE,The Boat That Rocked,2009,117,"Comedy,Drama,Music",nm0193485,nm0193485,7.3,116115
tt1131734,AE,Jennifer's Body,2009,102,"Comedy,Horror",nm0476201,nm1959505,5.5,151508
tt1131743,CA,Necrosis,2009,90,"Horror,Thriller",nm0827051,nm0827051,3.1,1113
tt11317654,AE,Dawn of War,2020,100,"History,Thriller",nm2454264,"nm1892986,nm1748970,nm11358039",6.9,1244
tt11318302,IN,Sadha Nannu Nadipe,2022,144,"Comedy,Drama,Romance",nm9562723,nm9562723,6.5,2280
tt11319074,AT,Bad Boy,2020,135,"Action,Crime,Drama",nm1899656,nm1899656,3.8,1192
tt11320192,CA,The Evil Next Door,2020,87,"Horror,Mystery,Thriller","nm4697969,nm4698127","nm4697969,nm4698127",5.2,2553
tt1132135,US,Asylum Seekers,2009,94,"Comedy,Fantasy",nm1863924,"nm1863924,nm2820019",4.4,1035
tt1132193,DK,(Untitled),2009,96,"Comedy,Drama,Music","nm15605641,nm0662383","nm0227517,nm15605647,nm0662383",6.3,2302
tt1132285,AU,The Factory,2012,104,"Crime,Mystery,Thriller",nm0642041,"nm0642041,nm0508025",5.8,11801
tt11322920,AU,Ayyappanum Koshiyum,2020,177,"Action,Drama,Thriller",nm2819123,nm2819123,8.0,10646
tt11323316,AU,Penguin,2020,132,"Drama,Mystery,Thriller",nm11178397,nm11178397,4.5,2565
tt1132449,DE,Lay the Favorite,2012,94,"Comedy,Drama,Romance",nm0001241,"nm2822495,nm0222584",4.8,12071
tt1132474,AR,Chiko,2008,92,"Crime,Drama",nm1641324,nm1641324,6.8,3822
tt1132578,AR,Summer Holiday,2008,103,"Comedy,Drama",nm1364086,"nm1364086,nm2304473,nm1146102",7.0,2223
tt1132594,AR,Louise hires a contract killer,2008,94,"Comedy,Drama","nm0218022,nm1086956","nm0218022,nm1086956",6.5,2595
tt1132608,GB,Ugly Melanie,2008,93,Comedy,"nm0070899,nm1879912","nm0070899,nm1879912",5.5,1092
tt1132620,AE,The Girl with the Dragon Tattoo,2009,152,"Crime,Drama,Mystery",nm0649117,"nm1065452,nm1064048,nm2297183",7.8,223429
tt1132626,AU,Saw V,2008,92,"Horror,Thriller",nm0352524,"nm1733317,nm1729303",5.8,137771
tt11327514,AU,Uncle Frank,2020,95,"Comedy,Drama",nm0050332,nm0050332,7.3,23032
tt11328762,AU,Wild Men,2021,104,"Adventure,Comedy,Crime",nm3316186,"nm3316186,nm6401863",6.4,2597
tt11331792,AU,"Great Photo, Lovely Life",2023,112,Documentary,"nm8727481,nm4335195","nm2398815,nm8727481,nm4335195",7.5,1001
tt11332484,AE,The Road Dance,2021,116,Drama,nm1643201,"nm1643201,nm2288404",7.0,1244
tt1133559,GB,Detective Conan: Magician of the Silver Sky,2004,108,"Action,Animation,Comedy",nm0945506,"nm2557097,nm1108327,nm1628160",7.1,2304
tt1133922,GB,Crossing,2008,106,Drama,nm1048540,nm2587340,7.5,1297
tt1133935,GB,Detective Conan: Crossroad in the Ancient Capital,2003,108,"Action,Adventure,Animation",nm1829961,"nm2557097,nm1108327,nm1628160",7.1,2383
tt1133936,GB,Detective Conan: Strategy Above the Depths,2005,108,"Action,Adventure,Animation",nm0945506,"nm2557097,nm1108327,nm1628160",7.0,2032
tt1133985,AE,Green Lantern,2011,114,"Action,Adventure,Sci-Fi",nm0132709,"nm0325533,nm0973233,nm0338169,nm0075528",5.5,296275
tt1133989,AU,Medicine for Melancholy,2008,88,"Drama,Romance",nm1503575,nm1503575,6.6,2622
tt1133991,AU,What Doesn't Kill You,2008,100,"Crime,Drama,Thriller",nm0329023,"nm0615209,nm0005531,nm0329023",6.5,13235
tt1133993,AE,Serious Moonlight,2009,81,"Comedy,Crime,Drama",nm0385644,nm0791248,5.3,8875
tt1133995,AU,The Way of War,2009,90,"Action,Thriller",nm1643006,nm1776856,3.2,2724
tt11341742,AE,In Search of Tomorrow,2022,305,"Documentary,Sci-Fi",nm0918211,"nm1602716,nm0918211",7.7,1069
tt11343320,AU,Body of Night,2020,73,"Drama,Thriller","nm0368693,nm3724977",nm0368693,2.7,1644
tt11343416,AU,Acrylic,2020,78,Comedy,nm3724977,nm3724977,2.8,2461
tt1134549,RU,Bayrampasa: Ben Fazla Kalmayacagim,2007,106,"Comedy,Drama",nm1485677,nm2822497,6.0,1491
tt1134629,AU,The Private Lives of Pippa Lee,2009,98,"Comedy,Drama,Romance",nm0589182,nm0589182,6.3,14231
tt1134664,AU,Boogie Woogie,2009,94,"Comedy,Drama",nm1426355,nm2819588,5.1,4186
tt1134674,AU,ZMD: Zombies of Mass Destruction,2009,89,"Comedy,Horror,Sci-Fi",nm2176784,"nm2176784,nm2819452",5.0,4286
tt11347146,DE,Mat Kilau,2022,117,"Action,Adventure,Drama",nm3436850,"nm3436850,nm11157356",5.5,1721
tt11348164,AE,Iké Boys,2021,88,"Action,Adventure,Fantasy",nm6593191,"nm6593191,nm1842735",6.5,3316
tt11348232,AE,The Requin,2022,89,"Horror,Thriller",nm2616669,nm2616669,2.6,6733
tt1134828,GB,Chameleon,2008,108,"Comedy,Drama,Thriller",nm0323558,"nm0323558,nm1472530",7.3,2472
tt1134854,AU,Survival of the Dead,2009,90,"Comedy,Drama,Horror",nm0001681,nm0001681,4.8,22543
tt11350284,AE,400 Bullets,2021,89,Action,nm7441188,nm7441188,3.8,3957
tt1135084,AE,Takers,2010,107,"Action,Crime,Drama",nm0525141,"nm0525141,nm3033474,nm0144133,nm0020901",6.2,65817
tt1135092,AU,The Limits of Control,2009,116,"Crime,Drama,Mystery",nm0000464,nm0000464,6.2,21263
tt1135095,FR,Tell Tale,2009,93,"Drama,Horror,Sci-Fi",nm0191147,nm1709264,5.4,5279
tt11354168,CA,The Perfect Weapon,2020,87,Documentary,nm0535984,nm2172320,7.2,1144
tt11354726,CA,MMOF,2021,108,Drama,nm11164736,nm10933761,6.0,1566
tt1135487,AU,Duplicity,2009,125,"Comedy,Crime,Romance",nm0006904,nm0006904,6.1,52261
tt1135500,AU,Homecoming,2009,91,"Drama,Thriller",nm0293533,nm1441354,5.3,4544
tt1135503,AR,Julie & Julia,2009,123,"Biography,Drama,Romance",nm0001188,"nm0157463,nm2823045,nm0001188,nm2954422",7.0,128962
tt1135525,AU,The Slammin' Salmon,2009,99,Comedy,nm0373571,"nm0815418,nm0151540,nm0831479,nm0501399,nm0373571",6.4,15536
tt11357580,AU,Luz,2020,118,"Crime,Drama,Romance",nm4296517,nm4296517,6.6,5568
tt11358390,AT,Renfield,2023,93,"Action,Comedy,Fantasy",nm0003021,"nm2466457,nm3079117",6.4,96017
tt11358398,AU,The Man Standing Next,2020,114,"Drama,History,Thriller",nm4259286,"nm9348854,nm4259286",7.0,4137
tt1135922,SE,Fear Me Not,2008,95,"Drama,Thriller",nm0506290,"nm0506290,nm0421314",6.3,1663
tt1135940,US,"Killing is My Business, Honey",2009,109,"Comedy,Crime,Romance",nm0631093,"nm0004308,nm0631093",5.7,1438
tt1135941,FI,Morgan Pålsson - Världsreporter,2008,84,Comedy,nm2054189,"nm1169541,nm1162194,nm1172024",5.4,2269
tt1135952,AU,White Material,2009,106,"Drama,War",nm0219136,"nm0219136,nm1656178,nm2823430",6.9,8431
tt1135968,AU,Dean Spanley,2008,100,"Comedy,Drama",nm1089736,"nm0243004,nm0788991",7.2,3825
tt1135985,AE,Sex Drive,2008,109,"Comedy,Romance",nm1890845,"nm1890845,nm3041321,nm1898234",6.5,91775
tt1135989,AU,A Tale of Love and Darkness,2015,95,"Biography,Drama,History",nm0000204,"nm0654672,nm0000204",6.0,4354
tt11361714,AU,Persona non grata,2021,91,Drama,nm3929427,"nm6771162,nm3929427",6.5,1246
tt11362866,DE,Historias lamentables,2020,126,Comedy,nm0275250,"nm2195290,nm0275250",6.6,1923
tt11364772,AU,Kabzaa,2023,134,"Action,Crime,Thriller",nm1318567,"nm13762864,nm1318567",5.0,15361
tt11365186,AE,Redeeming Love,2022,134,"Drama,Romance,Western",nm0142286,"nm2279578,nm0142286",6.7,14311
tt1136608,AU,District 9,2009,112,"Action,Sci-Fi,Thriller",nm0088955,"nm2833612,nm0088955",7.9,717442
tt1136617,AU,The Killer,2023,118,"Action,Adventure,Crime",nm0000399,"nm0001825,nm1989798,nm15210972",6.7,184023
tt11366674,CA,Lola,2022,79,"Sci-Fi,War",nm1117075,"nm2967675,nm1117075",6.4,2505
tt11366736,AE,Deadly Cuts,2021,90,Comedy,nm5521620,nm5521620,5.9,1384
