tconst,region,primaryTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0035423,AR,Kate & Leopold,2001,118,"Comedy,Fantasy,Romance",nm0003506,"nm0737216,nm0003506",6.4,89075
tt0069049,AU,The Other Side of the Wind,2018,122,Drama,nm0000080,"nm0000080,nm0462648",6.7,8043
tt0082328,AU,Embodiment of Evil,2008,94,Horror,nm0596261,"nm0707963,nm0596261",5.9,1799
tt0113026,AU,The Fantasticks,2000,86,"Musical,Romance",nm0006916,"nm0429368,nm0772974",5.6,1433
tt0118589,AU,Glitter,2001,104,"Drama,Music,Romance",nm0193554,"nm0921985,nm0486824",2.4,24090
tt0118652,AU,The Attic Expeditions,2001,100,"Comedy,Horror,Mystery",nm0440948,nm0551138,4.9,1913
tt0118694,AE,In the Mood for Love,2000,98,"Drama,Romance",nm0939182,nm0939182,8.1,166862
tt0118852,CA,Chinese Coffee,2000,99,Drama,nm0000199,nm0507277,7.1,4633
tt0118926,AU,The Dancer Upstairs,2002,132,"Crime,Drama,Thriller",nm0000518,nm0787649,6.9,6877
tt0119004,AU,Don's Plum,2001,89,"Comedy,Drama",nm0730222,"nm0039192,nm0065818,nm0730222,nm0836476,nm0923673",5.6,4754
tt0119273,AE,Heavy Metal 2000,2000,88,"Action,Adventure,Animation","nm0170402,nm0501341","nm0247653,nm0084253,nm0847905,nm0127560,nm0313274,nm0591516,nm0651450,nm0881089,nm0532146",5.4,9323
tt0120202,AU,State and Main,2000,105,"Comedy,Drama",nm0000519,nm0000519,6.7,22182
tt0120263,AU,Songs from the Second Floor,2000,98,"Comedy,Drama",nm0027815,nm0027815,7.5,20349
tt0120467,CA,Vulgar,2000,87,"Crime,Drama,Thriller",nm0424682,nm0424682,5.2,4287
tt0120626,EC,April Captains,2000,123,"Drama,History,War",nm0210218,"nm0210218,nm0213476",7.1,3391
tt0120630,AR,Chicken Run,2000,84,"Adventure,Animation,Comedy","nm0520485,nm0661910","nm0520485,nm0661910,nm0456732,nm0123666,nm0640976",7.1,212267
tt0120667,CA,Fantastic Four,2005,106,"Action,Adventure,Fantasy",nm1103162,"nm0004111,nm0289833,nm0498278,nm0456158",5.7,343866
tt0120679,AR,Frida,2002,123,"Biography,Drama,Romance",nm0853380,"nm0380419,nm0797397,nm1187860,nm0622695,nm0858482",7.3,95329
tt0120681,AT,From Hell,2001,122,"Horror,Mystery,Thriller","nm0400436,nm0400441","nm0600872,nm0132427,nm0371249,nm0947913",6.7,164213
tt0120737,AE,The Lord of the Rings: The Fellowship of the Ring,2001,178,"Action,Adventure,Drama",nm0001392,"nm0866058,nm0909638,nm0101991,nm0001392",8.9,2007121
tt0120753,AR,The Million Dollar Hotel,2000,122,"Drama,Mystery,Thriller",nm0000694,"nm0458911,nm0095104",5.7,22469
tt0120755,AE,Mission: Impossible II,2000,123,"Action,Adventure,Thriller",nm0000247,"nm0312367,nm0601822,nm0103804,nm0001801",6.1,377703
tt0120804,AE,Resident Evil,2002,100,"Action,Horror,Sci-Fi",nm0027271,nm0027271,6.6,288450
tt0120824,AU,The Shipping News,2001,111,Drama,nm0002120,"nm0698925,nm0414608",6.7,33924
tt0120903,AE,X-Men,2000,104,"Action,Adventure,Sci-Fi",nm0001741,"nm0220892,nm0001741,nm0371684",7.3,646568
tt0120912,AE,Men in Black II,2002,88,"Action,Adventure,Comedy",nm0001756,"nm0192384,nm0330565,nm0266673",6.2,403649
tt0120913,AU,Titan A.E.,2000,94,"Action,Adventure,Animation","nm0089940,nm0325776","nm0061829,nm0566595,nm0249421,nm0041864,nm0923736",6.6,63953
tt0120917,AU,The Emperor's New Groove,2000,78,"Adventure,Animation,Comedy",nm0227540,"nm0930261,nm0227540,nm0721675,nm0027459,nm2320658,nm0636236,nm0021249,nm0414226,nm0291208,nm0448208,nm0910559",7.4,225488
tt0121164,AE,Corpse Bride,2005,77,"Animation,Drama,Family","nm0000318,nm0425843","nm0000318,nm0335022,nm0041864,nm0003031,nm0972040",7.4,298834
tt0121765,AU,Star Wars: Episode II - Attack of the Clones,2002,142,"Action,Adventure,Fantasy",nm0000184,"nm0000184,nm0355054",6.6,758923
tt0121766,AE,Star Wars: Episode III - Revenge of the Sith,2005,140,"Action,Adventure,Fantasy",nm0000184,"nm0000184,nm1694619,nm2176955",7.6,845388
tt0122459,AU,Return to Me,2000,115,"Comedy,Drama,Romance",nm0001372,"nm0001372,nm0482141,nm0827632,nm0329224",6.9,22789
tt0123003,BR,Bruno,2000,108,"Comedy,Drama",nm0000511,nm0162350,6.0,1603
tt0125022,AU,Heartbreakers,2001,123,"Comedy,Crime,Romance",nm0592400,"nm0242743,nm0345488,nm0563397",6.2,57989
tt0126029,AE,Shrek,2001,90,"Adventure,Animation,Comedy","nm0011470,nm0421776","nm0825308,nm0254645,nm0744429,nm0830294,nm0776107,nm0970606,nm1844237,nm0970447",7.9,734180
tt0127349,AU,Waking the Dead,2000,105,"Drama,Mystery,Romance",nm0330360,"nm0818098,nm0226889",6.4,7624
tt0130623,AU,Dinosaur,2000,82,"Adventure,Animation,Drama","nm0500343,nm0957798","nm0258059,nm0365666,nm0414608,nm0957798,nm0338396,nm0348356,nm0682473,nm0731271,nm1014201,nm1073262",6.4,67226
tt0131704,AU,The Adventures of Rocky & Bullwinkle,2000,92,"Adventure,Comedy,Family",nm0005197,"nm0911599,nm0518836",4.3,21199
tt0132245,AT,Driven,2001,116,"Action,Drama,Sport",nm0001317,"nm0804847,nm0845844,nm0000230",4.6,43105
tt0132910,AU,The Crow: Salvation,2000,102,"Action,Crime,Fantasy",nm0620576,"nm0639335,nm0423715",4.9,12406
tt0133152,AU,Planet of the Apes,2001,120,"Action,Adventure,Sci-Fi",nm0000318,"nm0099541,nm0115310,nm0465199,nm0742797",5.7,229093
tt0133240,AU,Treasure Planet,2002,95,"Adventure,Animation,Family","nm0166256,nm0615780","nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429",7.2,133041
tt0134084,AU,Scream 3,2000,116,"Horror,Mystery",nm0000127,"nm0932078,nm0472567",5.6,164055
tt0134630,AU,Duets,2000,112,"Comedy,Drama,Music",nm0001591,nm0126440,6.1,10057
tt0134847,AE,Pitch Black,2000,109,"Action,Horror,Sci-Fi",nm0878638,"nm0923646,nm0003117,nm0878638",7.0,252982
tt0134983,AU,Supernova,2000,90,"Horror,Sci-Fi,Thriller","nm0001353,nm0000338,nm0794791","nm0540532,nm0160935,nm0933276",4.8,19413
tt0138524,AU,Intolerable Cruelty,2003,100,"Comedy,Crime,Romance","nm0001054,nm0001053","nm0709070,nm0832043,nm0738908,nm0001053,nm0001054",6.3,101850
tt0138749,AE,The Road to El Dorado,2000,89,"Adventure,Animation,Comedy","nm0074426,nm0666802,nm0005076","nm0254645,nm0744429,nm0456732,nm0493857",6.9,107462
tt0138946,AU,The Yards,2000,115,"Crime,Drama,Romance",nm0336695,"nm0336695,nm0716257",6.4,23099
tt0139388,AU,It Had to Be You,2000,96,"Comedy,Romance",nm0270090,nm0270090,5.6,2540
tt0139654,AE,Training Day,2001,122,"Crime,Drama,Thriller",nm0298807,nm0043742,7.7,472888
tt0141399,AU,Isn't She Great,2000,95,"Biography,Comedy,Drama",nm0000921,"nm0466107,nm0397411",5.3,2557
tt0141907,AT,Town & Country,2001,104,"Comedy,Romance",nm0155093,"nm0490861,nm0377750",4.5,5252
tt0141926,AR,U-571,2000,116,"Action,War",nm0609236,"nm0609236,nm0599924,nm0043742",6.6,87401
tt0144084,AE,American Psycho,2000,102,"Crime,Drama,Horror",nm0366004,"nm0254735,nm0366004,nm0877587",7.6,715470
tt0144142,AU,Committed,2000,98,"Comedy,Drama,Romance",nm0472495,nm0472495,5.1,4044
tt0144528,AU,Nutty Professor II: The Klumps,2000,106,"Comedy,Romance,Sci-Fi",nm0781842,"nm0001471,nm0644203,nm0087904,nm0790775,nm0919369,nm0919363",4.5,53273
tt0144964,AU,Highlander: Endgame,2000,87,"Action,Adventure,Fantasy",nm0007439,"nm0927074,nm0077171,nm0395741,nm0659949,nm0812373",4.6,21308
tt0145487,AE,Spider-Man,2002,121,"Action,Adventure,Sci-Fi",nm0000600,"nm0498278,nm0228492,nm0462895",7.4,879760
tt0145937,CA,Naqoyqatsi,2002,89,"Documentary,Music",nm0716585,nm0716585,6.4,6241
tt0146309,AE,Thirteen Days,2000,145,"Drama,History,Thriller",nm0002044,"nm0783100,nm0561943,nm0954546",7.3,62698
tt0146316,AE,Lara Croft: Tomb Raider,2001,100,"Action,Adventure,Fantasy",nm0922346,"nm0153384,nm0108273,nm0171718,nm0922346,nm0557266,nm0957003",5.8,218963
tt0146882,AU,High Fidelity,2000,113,"Comedy,Drama,Music",nm0001241,"nm0394984,nm0222584,nm0684336,nm0000131,nm0003298",7.4,189779
tt0146984,AU,The Legend of Bagger Vance,2000,126,"Drama,Fantasy,Sport",nm0000602,"nm0696267,nm0505230",6.7,59465
tt0149367,CA,Where the Money Is,2000,89,"Comedy,Crime,Drama",nm0437709,"nm0296861,nm0510229,nm0142154",6.3,6404
tt0149624,AU,All the Pretty Horses,2000,116,"Drama,Romance,Western",nm0000671,"nm0565092,nm0848217",5.8,15656
tt0150021,AU,Camouflage,2001,98,"Action,Comedy",nm0005077,"nm0000671,nm0258370,nm0770046",4.5,2103
tt0151150,AU,Josh,2000,162,"Action,Drama,Musical",nm0451257,"nm0438089,nm0451257,nm1210960,nm0903423",6.1,11021
tt0153464,AU,Up at the Villa,2000,115,"Drama,Romance",nm0351993,"nm0560857,nm0351911",6.0,2846
tt0156323,AU,Screwed,2000,81,"Comedy,Crime","nm0018735,nm0438989","nm0018735,nm0438989",5.6,9541
tt0156757,AU,Mad About Mambo,2000,92,"Comedy,Drama,Romance",nm0287161,nm0287161,5.9,2125
tt0156807,AR,Mr. Accident,2000,89,Comedy,nm0000635,"nm0000635,nm0730000",4.4,1194
tt0156812,AU,My Dog Skip,2000,95,"Comedy,Drama,Family",nm0751221,"nm0607009,nm0318343",7.0,21352
tt0156841,AU,The Next Best Thing,2000,108,"Comedy,Drama,Romance",nm0772259,nm0740568,4.7,11697
tt0157122,CA,Faithless,2000,142,"Drama,Romance",nm0880521,nm0000005,7.4,3725
tt0157191,AU,One Last Dance,2003,101,"Drama,Romance",nm0001568,"nm0001568,nm0076791",5.3,1649
tt0157262,AU,2001: A Space Travesty,2000,99,"Comedy,Sci-Fi",nm0326161,"nm0790474,nm0223754,nm0524442",3.5,12910
tt0157472,AR,Clockstoppers,2002,94,"Action,Adventure,Comedy",nm0000408,"nm0373154,nm0373151,nm0826425,nm0918955",5.2,15116
tt0157583,AU,Enigma,2001,119,"Drama,Mystery,Romance",nm0000776,"nm0365249,nm0001779",6.4,21919
tt0158033,AU,Nora,2000,106,"Biography,Drama",nm0614584,"nm0534696,nm0614584,nm0826437",5.9,1845
tt0158622,AU,The Flintstones in Viva Rock Vegas,2000,90,"Comedy,Family,Romance",nm0505152,"nm0360253,nm0053484,nm0438226,nm0253323,nm0143596,nm0258390",3.7,25448
tt0159273,AE,Behind Enemy Lines,2001,106,"Action,Drama,Thriller",nm0601382,"nm0859029,nm0859049,nm0892705,nm0672015",6.4,112867
tt0159365,AU,Cold Mountain,2003,154,"Adventure,Drama,Romance",nm0005237,"nm0292565,nm0005237",7.2,156080
tt0159784,AU,Takedown,2000,96,"Biography,Crime,Drama",nm0152640,"nm0793737,nm0548586,nm0628058,nm0628174,nm0200729,nm0734912",6.2,7170
tt0160009,AU,The Art of War,2000,117,"Action,Adventure,Crime",nm0240995,"nm0063511,nm0058164",5.7,30904
tt0160127,AE,Charlie's Angels,2000,98,"Action,Adventure,Comedy",nm0629334,"nm0746598,nm0004412,nm0041864,nm0324578,nm0730850",5.6,196294
tt0160184,AR,Eye See You,2002,96,"Crime,Thriller",nm0318947,"nm0842697,nm0109587",5.3,29512
tt0160289,NL,Four Dogs Playing Poker,2000,97,"Crime,Drama,Mystery",nm0705127,"nm0860707,nm0704454",5.5,1452
tt0160399,AR,Impostor,2001,95,"Drama,Mystery,Sci-Fi",nm0001219,"nm0001140,nm0003298,nm0143187,nm0472567,nm0878638",6.1,24559
tt0160403,AU,The Independent,2000,81,Comedy,nm0450387,"nm0929293,nm0450387",5.9,1372
tt0160484,AU,Lost Souls,2000,97,"Drama,Horror,Thriller",nm0001405,"nm0307070,nm0821439",4.8,11373
tt0160495,AU,Luckytown,2000,101,"Crime,Drama,Mystery",nm6497799,nm1129263,4.7,1050
tt0160611,CA,Ordinary Decent Criminal,2000,93,"Comedy,Crime",nm0642823,nm0826437,6.3,14374
tt0160644,CA,Passion of Mind,2000,105,"Drama,Mystery,Romance",nm0075626,"nm0060103,nm0275914",5.5,3584
tt0160749,BR,Red Dirt,2000,110,"Drama,Romance",nm0701039,nm0701039,6.1,1022
tt0160797,AU,Rules of Engagement,2000,128,"Drama,Thriller,War",nm0001243,"nm0916136,nm0300866",6.4,50319
tt0161081,AU,What Lies Beneath,2000,130,"Drama,Horror,Mystery",nm0000709,"nm0163988,nm0449576",6.6,135720
tt0161083,AU,What's the Worst That Could Happen?,2001,94,"Comedy,Crime",nm0918873,"nm0922799,nm0152466",5.4,16916
tt0161216,AU,Steal This Movie,2000,107,"Biography,Drama,Romance",nm0339254,"nm0388813,nm0388797,nm0422518,nm0333949",6.3,2408
tt0161860,AU,Nowhere in Africa,2001,141,"Biography,Drama,History",nm0512862,"nm0512862,nm0959004",7.5,13963
tt0162222,AE,Cast Away,2000,143,"Adventure,Drama,Romance",nm0000709,nm0115310,7.8,638683
tt0162346,AR,Ghost World,2001,111,"Comedy,Drama",nm0959062,"nm0167280,nm0959062",7.3,126833
tt0162650,AU,Shaft,2000,99,"Action,Crime,Thriller",nm0005436,"nm0862781,nm0005436,nm0004307,nm0697115",6.0,80800
tt0162711,AU,Trixie,2000,116,"Comedy,Crime,Mystery",nm0748928,"nm0748928,nm0082788",4.9,1631
tt0162983,AU,Hanging Up,2000,94,"Comedy,Drama",nm0000473,"nm0258286,nm0001188",4.8,13175
tt0163025,AE,Jurassic Park III,2001,92,"Action,Adventure,Sci-Fi",nm0002653,"nm0000341,nm0118224,nm0668247,nm0852591",5.9,341038
tt0163676,AU,The in Crowd,2000,105,"Drama,Mystery,Thriller",nm0005116,"nm0317102,nm0357000",4.6,4861
tt0163978,AE,The Beach,2000,119,"Adventure,Drama,Romance",nm0000965,"nm0388076,nm0307497",6.6,253735
tt0163983,AU,Bless the Child,2000,107,"Crime,Drama,Horror",nm0751080,"nm0817697,nm0725564,nm0337731,nm0337825",5.1,15396
tt0164003,AE,City of Ghosts,2002,116,"Crime,Drama,Thriller",nm0000369,"nm0000369,nm0317510",5.9,5817
tt0164052,AE,Hollow Man,2000,112,"Action,Horror,Sci-Fi",nm0000682,"nm0860155,nm0549256",5.8,138413
tt0164184,AE,The Sum of All Fears,2002,124,"Action,Drama,Thriller",nm0004675,"nm0002007,nm0001921,nm0002417",6.4,124407
tt0164212,AU,Under Suspicion,2000,110,"Crime,Drama,Thriller",nm0394280,"nm0906538,nm0002218,nm0379150,nm0002192,nm0699103,nm0407717",6.4,27620
tt0164334,AE,Along Came a Spider,2001,104,"Drama,Thriller",nm0848414,"nm0666248,nm0609031",6.4,95890
tt0164810,GB,Pipe Dream,2002,91,"Comedy,Romance",nm0909699,"nm0909699,nm0438219",6.1,1068
tt0164961,AU,Vidocq,2001,98,"Action,Crime,Fantasy",nm0685759,"nm0896520,nm0685759,nm0335096",6.4,23110
tt0165361,AU,Highway,2002,97,"Crime,Drama",nm0185063,nm0003298,6.1,6817
tt0165832,AE,Interstate 60,2002,116,"Adventure,Comedy,Drama",nm0301826,nm0301826,7.6,36789
tt0165929,AU,Romeo Must Die,2000,115,"Action,Crime,Thriller",nm0005647,"nm0438449,nm0077171,nm0418904",6.1,73689
tt0165982,AU,Sinbad: Legend of the Seven Seas,2003,86,"Adventure,Animation,Comedy","nm1369708,nm0426333",nm0517589,6.7,59466
tt0166110,AU,Bones,2001,96,"Crime,Horror",nm0225416,"nm0800048,nm0582481",4.4,8191
tt0166158,CA,Daddy and Them,2001,101,"Comedy,Drama",nm0000671,nm0000671,5.6,2551
tt0166276,AR,Monkeybone,2001,93,"Comedy,Fantasy",nm0783139,"nm0085718,nm0358334",4.8,19197
tt0166370,AU,Subconscious Cruelty,2000,92,"Fantasy,Horror",nm0403963,nm0403963,4.8,2086
tt0166813,AU,Spirit: Stallion of the Cimarron,2002,83,"Adventure,Animation,Drama","nm0038432,nm0177170",nm0299301,7.2,85355
tt0166924,AU,Mulholland Drive,2001,147,"Drama,Mystery,Thriller",nm0000186,nm0000186,7.9,383844
tt0167116,AU,Desert Saints,2002,88,"Action,Romance,Thriller",nm0338575,"nm0338575,nm0629755",6.0,3427
tt0167190,AR,Hellboy,2004,122,"Action,Adventure,Fantasy",nm0868219,"nm0868219,nm1486009,nm0586005",6.8,350023
tt0167203,AU,I Dreamed of Africa,2000,114,"Adventure,Biography,Drama",nm0399853,"nm0302990,nm0590360,nm0793463",5.5,4893
tt0167260,AE,The Lord of the Rings: The Return of the King,2003,201,"Action,Adventure,Drama",nm0001392,"nm0866058,nm0909638,nm0101991,nm0001392",9.0,1979214
tt0167261,AE,The Lord of the Rings: The Two Towers,2002,179,"Action,Adventure,Drama",nm0001392,"nm0866058,nm0909638,nm0101991,nm0801728,nm0001392",8.8,1783819
tt0167456,AU,Thunderbirds,2004,95,"Action,Adventure,Comedy",nm0000408,"nm0026755,nm0027487,nm0382072,nm0651758,nm0567112",4.3,14478
tt0168446,CZ,Aberdeen,2000,106,Drama,nm0596407,"nm0596407,nm0025463,nm0526478",7.1,3465
tt0168504,FR,A Better Way to Die,2000,101,"Action,Comedy,Crime",nm0007045,nm0007045,5.5,1757
tt0168629,AU,Dancer in the Dark,2000,140,"Crime,Drama,Musical",nm0001885,"nm0001885,nm0797604",7.9,116803
tt0168786,AU,Antwone Fisher,2002,120,"Biography,Drama",nm0000243,nm0279376,7.3,38427
tt0168856,AU,A Fish Tale,2000,80,"Adventure,Animation,Comedy","nm0280745,nm0544337,nm0233036,nm0373798","nm1202109,nm0280745,nm0478172,nm0647690",6.0,7331
tt0169102,FR,Lagaan: Once Upon a Time in India,2001,224,"Drama,Musical,Sport",nm0332950,"nm0332950,nm1021349,nm1021353,nm1022153",8.1,120682
tt0170016,AE,How the Grinch Stole Christmas,2000,104,"Comedy,Family,Fantasy",nm0000165,"nm0317450,nm0696949,nm0780620",6.3,291492
tt0170691,AR,Tigerland,2000,101,"Drama,War",nm0001708,"nm0458462,nm0570077",6.9,43355
tt0171356,AU,Gun Shy,2000,101,"Comedy,Crime,Romance",nm0086826,nm0086826,5.6,7848
tt0171359,AU,Hamlet,2000,112,"Drama,Romance,Thriller",nm0021899,"nm0000636,nm0021899",5.9,9989
tt0171433,AU,Keeping the Faith,2000,128,"Comedy,Drama,Romance",nm0001570,nm0089742,6.4,53229
tt0171580,AE,Nurse Betty,2000,110,"Comedy,Crime,Drama",nm0001438,"nm0724167,nm0280963",6.3,36190
tt0171928,XWW,A Samba for Sherlock,2001,124,"Comedy,Crime",nm0267340,"nm0077094,nm0236279,nm0267340,nm0578266,nm0811666",6.6,1254
tt0172156,AE,Bad Boys II,2003,147,"Action,Comedy,Crime",nm0000881,"nm0303032,nm0926729,nm0926727,nm0005421,nm0821466",6.6,267249
tt0172495,AE,Gladiator,2000,155,"Action,Adventure,Drama",nm0000631,"nm0291905,nm0517589,nm0629933",8.5,1620161
tt0172543,AU,He Died with a Felafel in His Hand,2001,107,"Comedy,Romance",nm0523154,"nm0523154,nm0083658",7.0,4053
tt0172632,GB,Joe Gould's Secret,2000,104,Drama,nm0001804,"nm0593476,nm0734912",6.6,1646
tt0173716,AR,Cecil B. Demented,2000,87,"Comedy,Crime,Thriller",nm0000691,nm0000691,6.2,16646
tt0173840,AR,Final Fantasy: The Spirits Within,2001,106,"Action,Adventure,Animation","nm0756983,nm1012102","nm0756983,nm0718031,nm0899113,nm0282027,nm10455508,nm1804369",6.4,84077
tt0174336,AU,Whipped,2000,82,"Comedy,Romance",nm0169680,nm0169680,4.4,4386
tt0174480,AU,Autumn in New York,2000,103,"Drama,Romance",nm0001040,nm0122335,5.6,28301
tt0175142,AE,Scary Movie,2000,88,Comedy,nm0005540,"nm0915465,nm0005541,nm0424688,nm0064556,nm0294997,nm0783536",6.3,286699
tt0176694,GB,The Tragedy of Man,2011,160,"Animation,Drama,History",nm0417757,"nm0417757,nm1062583",8.0,1145
tt0176783,AU,Gossip,2000,90,"Drama,Mystery,Thriller",nm0346550,"nm0201304,nm0714246",5.9,17552
tt0177650,AU,Company Man,2000,86,Comedy,"nm0039468,nm0569790","nm0039468,nm0569790",5.2,2178
tt0177845,AU,Hotel Splendide,2000,98,Comedy,nm0343503,nm0343503,6.2,1493
tt0177858,CA,In July,2000,99,"Adventure,Comedy,Romance",nm0015359,nm0015359,7.6,22840
tt0177882,DE,Kebab Connection,2004,96,"Action,Comedy,Romance",nm0766649,"nm0015359,nm0858399,nm0074217,nm0766649,nm0777978",6.6,5211
tt0177971,AU,The Perfect Storm,2000,130,"Action,Adventure,Drama",nm0000583,"nm0432631,nm0937074",6.5,177934
tt0178043,GB,Stranger Than Fiction,2000,90,"Comedy,Thriller",nm0112498,"nm0308260,nm0751442",6.2,1353
tt0178050,AU,Sunset Strip,2000,90,"Comedy,Drama",nm0172781,"nm0415745,nm0214825",5.5,1827
tt0178642,AU,The Invisible Circus,2001,93,Drama,nm0111845,"nm0250683,nm0111845",5.5,3186
tt0179098,AU,Moonlight Mile,2002,117,"Drama,Romance",nm0797869,nm0797869,6.6,14688
tt0179183,AU,Fortress 2: Re-Entry,2000,92,"Action,Sci-Fi",nm0614276,"nm0270686,nm0624639,nm0282472,nm0236474",4.5,7313
tt0179443,AR,Rancid Aluminum,2000,91,"Comedy,Crime,Drama",nm0858782,nm0369950,3.5,1114
tt0179473,AU,"South of Heaven, West of Hell",2000,131,"Drama,Western",nm0948267,"nm0948267,nm0352518,nm0271337,nm0077923",4.2,1638
tt0179626,AU,15 Minutes,2001,120,"Action,Crime,Drama",nm0381273,nm0381273,6.1,51931
tt0179861,AU,Icebreaker,2000,90,"Action,Drama",nm0316151,nm0316151,3.6,1311
tt0180052,AT,The Adventures of Pluto Nash,2002,95,"Action,Comedy,Sci-Fi",nm0881038,nm0193854,3.9,27002
tt0180073,AE,Quills,2000,124,"Biography,Drama",nm0442241,nm0942354,7.2,56738
tt0180093,AE,Requiem for a Dream,2000,102,Drama,nm0004716,"nm0782968,nm0004716",8.3,898775
tt0180679,US,Escanaba in da Moonlight,2001,91,"Comedy,Fantasy",nm0001099,"nm0001099,nm0764393",6.3,1995
tt0180734,AT,Hardball,2001,106,"Comedy,Drama,Sport",nm0005367,"nm0185359,nm0309691",6.4,33374
tt0180837,AR,Bossa Nova,2000,95,"Comedy,Drama,Romance",nm0000853,"nm0532409,nm0763117,nm0949540",6.3,1862
tt0181151,AU,What Planet Are You From?,2000,105,"Comedy,Sci-Fi",nm0001566,"nm0788009,nm0498775,nm0004412,nm0865847",5.6,9847
tt0181536,AU,Finding Forrester,2000,136,Drama,nm0001814,nm0723692,7.3,89578
tt0181689,AE,Minority Report,2002,145,"Action,Crime,Mystery",nm0000229,"nm0291082,nm0169509,nm0001140",7.6,584359
tt0181739,AR,Osmosis Jones,2001,95,"Action,Adventure,Animation","nm0125803,nm0268380",nm0405190,6.3,38760
tt0181836,AU,The Specials,2000,82,"Action,Comedy,Fantasy",nm0563301,nm0348181,5.7,2528
tt0181852,AU,Terminator 3: Rise of the Machines,2003,109,"Action,Sci-Fi",nm0609236,"nm0104335,nm0274905,nm0093328",6.3,418528
tt0181865,AE,Traffic,2000,147,"Crime,Drama,Thriller",nm0001752,"nm0601881,nm0300866",7.6,219733
tt0181875,AU,Almost Famous,2000,122,"Adventure,Comedy,Drama",nm0001081,nm0001081,7.9,293404
tt0181912,CA,In Praise of Love,2001,97,Drama,nm0000419,nm0000419,6.2,3021
tt0181984,AU,Boiler Room,2000,120,"Crime,Drama,Thriller",nm0950226,nm0950226,7.0,56452
tt0182000,AU,The Caveman's Valentine,2001,105,"Crime,Drama,Music",nm0501435,nm0205923,5.8,8132
tt0182295,CA,Love's Labour's Lost,2000,93,"Comedy,Musical,Romance",nm0000110,"nm0000636,nm0000110",5.9,4903
tt0182508,AR,Urbania,2000,103,Drama,nm0790398,"nm0718670,nm0790398",6.8,3162
tt0183056,CA,Esther Kahn,2000,157,"Drama,Romance",nm0221611,"nm0221611,nm0099802,nm0843378",6.7,1171
tt0183505,AU,"Me, Myself & Irene",2000,116,Comedy,"nm0125803,nm0268380","nm0268380,nm0148808,nm0125803",6.6,251252
tt0183523,AU,Mission to Mars,2000,114,"Adventure,Sci-Fi,Thriller",nm0000361,"nm0134230,nm0859029,nm0859049,nm0003662",5.7,76497
tt0183649,AE,Phone Booth,2002,81,"Crime,Thriller",nm0001708,nm0169540,7.1,285782
tt0183659,AR,Pollock,2000,122,"Biography,Drama",nm0000438,"nm0619674,nm0808386,nm0193009,nm0256682",7.0,29625
tt0183790,AE,A Knight's Tale,2001,132,"Action,Adventure,Romance",nm0001338,nm0001338,7.0,201735
tt0183869,AU,Taxi 2,2000,88,"Action,Comedy,Crime",nm0470443,nm0000108,6.5,59176
tt0184791,AR,O,2001,95,"Drama,Romance,Thriller",nm0625789,"nm0000636,nm0433994",6.1,21920
tt0184858,AU,Reindeer Games,2000,104,"Action,Crime,Thriller",nm0001239,nm0472567,5.8,42397
tt0184894,AE,Shanghai Noon,2000,110,"Action,Adventure,Comedy",nm0223359,"nm0587692,nm0332184",6.6,135223
tt0184907,AU,Snow Day,2000,89,"Adventure,Comedy,Family",nm0462277,"nm0574509,nm0899531",5.2,13708
tt0185014,AU,Wonder Boys,2000,107,"Comedy,Drama",nm0000436,"nm0149290,nm0460141",7.2,66599
tt0185183,AU,Battlefield Earth,2000,117,"Action,Adventure,Sci-Fi",nm0002337,"nm0541720,nm0788526,nm0399196",2.5,83091
tt0185431,AU,Little Nicky,2000,90,"Comedy,Fantasy",nm0109359,"nm0379056,nm0001191,nm0109359",5.3,112537
tt0186045,AU,Drowning Mona,2000,96,"Comedy,Crime,Mystery",nm0327064,nm0826041,5.7,15570
tt0186151,AU,Frequency,2000,118,"Crime,Drama,Mystery",nm0387706,nm0256497,7.4,115746
tt0186183,AE,The Guilty,2000,108,"Crime,Drama,Thriller",nm0909026,"nm0121866,nm0204030",6.1,3851
tt0186566,AT,Space Cowboys,2000,130,"Action,Adventure,Thriller",nm0000142,"nm0442190,nm0458439",6.5,86195
tt0186589,AU,Sugar & Spice,2001,81,"Comedy,Crime",nm0568230,nm0625570,5.7,15325
tt0186894,AU,Bounce,2000,106,"Drama,Romance",nm0740400,nm0740400,5.8,21740
tt0186895,CA,Les Boys III,2001,124,"Comedy,Drama,Sport",nm0768597,"nm0109821,nm0131866,nm0768597",5.7,1183
tt0186975,AU,Down to You,2000,91,"Comedy,Drama,Romance",nm0410640,nm0410640,5.0,15726
tt0187078,AE,Gone in 60 Seconds,2000,118,"Action,Crime,Thriller",nm0784061,"nm0355181,nm0003298",6.5,294686
tt0187251,AU,Lovers Lane,2000,90,"Horror,Mystery,Thriller",nm0911642,"nm0588387,nm0891527",4.2,1416
tt0187393,AU,The Patriot,2000,165,"Action,Drama,History",nm0000386,nm0734441,7.2,293500
tt0187512,AU,She Gets What She Wants,2002,88,"Comedy,Romance",nm0563039,"nm0198938,nm0455214",5.0,5838
tt0187696,CA,Anatomy,2000,103,"Horror,Thriller",nm0752328,"nm1141289,nm0752328",6.0,14033
