tconst,region,primaryTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0758732,AR,Beaufort,2007,131,"Action,Drama,War",nm0147737,"nm0147737,nm2129572",6.7,4839
tt0758738,CA,Chalk,2006,85,"Comedy,Drama",nm2160801,"nm2158125,nm2160801",6.1,1355
tt0758742,AU,Death Note,2006,126,"Crime,Drama,Fantasy",nm0437526,"nm2174097,nm1761126,nm0645256",7.5,31869
tt0758743,AU,Dirty Sanchez: The Movie,2006,94,"Action,Comedy,Documentary",nm2401691,"nm0020322,nm1449626,nm2401691,nm1452039,nm1456613,nm2283166,nm0696486,nm0698052,nm5762118",6.0,4394
tt0758746,AU,Friday the 13th,2009,97,"Horror,Mystery,Thriller",nm1197971,"nm0566699,nm1226735,nm1226737,nm1187126",5.5,116916
tt0758752,AE,Love & Other Drugs,2010,112,"Comedy,Drama,Romance",nm0001880,"nm1017488,nm0001880,nm0380980,nm2168221",6.7,224154
tt0758758,AU,Into the Wild,2007,148,"Adventure,Biography,Drama",nm0000576,"nm0000576,nm1040556",8.1,658156
tt0758762,AU,The Last Sentinel,2007,93,"Action,Sci-Fi,Thriller",nm0425364,nm0425364,3.6,1910
tt0758763,CA,Deadly Lessons,2006,138,"Action,Comedy,Thriller",nm0667001,"nm6866763,nm0667001",2.7,2322
tt0758766,AU,Music and Lyrics,2007,104,"Comedy,Music,Romance",nm0492909,nm0492909,6.5,107194
tt0758771,AU,Outlaw,2007,103,"Action,Crime,Drama",nm0522393,nm0522393,5.7,12809
tt0758774,AE,Body of Lies,2008,128,"Action,Drama,Thriller",nm0000631,"nm1184258,nm2015758",7.0,239412
tt0758781,AU,Seed,2006,90,Horror,nm0093051,nm0093051,3.1,7245
tt0758784,AU,Starting Out in the Evening,2007,111,"Drama,Romance",nm1253674,"nm2769945,nm0663208,nm1253674",6.9,3346
tt0758786,AU,Stuck,2007,85,"Comedy,Crime,Drama",nm0002340,"nm0835455,nm0002340",6.5,10268
tt0758794,AU,We Are Marshall,2006,131,"Drama,Sport",nm0629334,"nm1956691,nm2124061",7.0,64823
tt0758798,AU,Weirdsville,2007,90,"Comedy,Crime,Drama",nm0610496,"nm0921043,nm1072798,nm0176256,nm1888468",6.2,4430
tt0758799,AU,Whatever Lola Wants,2007,115,Drama,nm0043953,"nm0043953,nm1965665,nm0766635",6.4,1310
tt0759952,GB,American Zeitgeist,2006,150,Documentary,nm2146031,nm2146031,8.3,1940
tt0760187,AU,The Tripper,2006,93,"Comedy,Horror",nm0000274,"nm0000274,nm0364899",5.0,6411
tt0760188,AU,When Nietzsche Wept,2007,105,Drama,nm0675257,"nm0675257,nm2168300",6.4,4876
tt0760311,AU,He Was a Quiet Man,2007,100,"Drama,Romance,Thriller",nm0135141,nm0135141,6.7,23179
tt0760329,AE,The Water Horse,2007,112,"Adventure,Family,Fantasy",nm0751221,"nm0414608,nm0455404",6.4,43000
tt0762073,AE,Thirst,2009,134,"Drama,Fantasy,Horror",nm0661791,"nm0957652,nm0661791,nm1941029",7.1,51405
tt0762104,AU,How to Rob a Bank (and 10 Tips to Actually Get Away with It),2007,81,"Comedy,Crime,Mystery",nm2184596,nm2184596,5.9,6192
tt0762105,AU,I Hate Valentine's Day,2009,98,"Comedy,Romance",nm0889522,"nm0889522,nm0266104,nm0957840",4.7,8830
tt0762107,AU,I Now Pronounce You Chuck & Larry,2007,115,"Comedy,Romance",nm0240797,"nm0266673,nm0668247,nm0852591,nm0303056",5.9,154125
tt0762110,BE,Irina Palm,2007,103,"Comedy,Drama",nm0304921,"nm0087646,nm1411398",7.2,7760
tt0762111,AU,Jonestown: The Life and Death of Peoples Temple,2006,86,"Documentary,History",nm0625747,"nm0809207,nm0908074",7.8,5642
tt0762114,AU,License to Wed,2007,91,"Comedy,Romance",nm0477129,"nm2184890,nm0711422,nm0224084,nm1762694",5.2,40643
tt0762115,AU,The List,2007,105,Thriller,nm1088868,"nm1751343,nm0601407,nm1088868,nm2180903",3.8,1782
tt0762117,US,Maxed Out,2006,90,Documentary,nm1749001,nm1749001,7.2,2240
tt0762121,AU,The Nativity Story,2006,101,"Adventure,Drama,Family",nm0362566,nm0723692,6.8,12356
tt0762125,AR,Planet 51,2009,91,"Adventure,Animation,Comedy","nm3360961,nm3371961,nm3483756","nm0830294,nm3371961,nm3360961,nm3483756,nm2171590",6.0,58595
tt0762137,DE,Sucker Punch,2008,92,Action,nm1697405,nm1697405,4.8,1397
tt0762138,AE,Syrup,2013,90,"Comedy,Drama,Romance",nm1736575,"nm1736575,nm2179274",5.6,12540
tt0762142,CA,The 3 L'il Pigs,2007,124,Comedy,nm0399088,"nm0482494,nm2179280",6.9,1410
tt0763304,AU,Doogal,2006,78,"Adventure,Animation,Comedy","nm0097529,nm1741096,nm0664896","nm1362426,nm1475075,nm1743465,nm1743466,nm0200484,nm2193325,nm0249897,nm0366924",2.8,5403
tt0763831,AU,A Thousand Words,2012,91,"Comedy,Drama,Fantasy",nm0005367,nm0466175,5.8,44700
tt0763840,AE,Home of the Brave,2006,106,"Action,Drama,War",nm0005563,"nm0295296,nm0005563",5.6,11242
tt0764283,DE,Die Wilden Kerle 3,2006,120,"Comedy,Family,Sport",nm0556076,nm0556076,3.9,1222
tt0764639,AU,Eight Miles High,2007,114,"Biography,Comedy,Drama",nm0097095,"nm1183862,nm0097095,nm0361493,nm1929707,nm0728894,nm0643307",6.3,3028
tt0765010,AE,Brothers,2009,105,"Drama,Thriller,War",nm0006487,"nm1125275,nm0081540,nm0421314",7.1,146763
tt0765120,AE,My Blueberry Nights,2007,95,"Drama,Romance",nm0939182,"nm0939182,nm0088747",6.6,56554
tt0765128,CA,Oceans,2008,84,Documentary,"nm0674742,nm0167384","nm0156295,nm0167384,nm3199740,nm1144320,nm3200544,nm0441301,nm0674742,nm3201326",7.7,10075
tt0765141,BR,Heartbeat Detector,2007,143,"Drama,History,Music",nm0460120,"nm2180048,nm0672828",6.2,1238
tt0765429,AE,American Gangster,2007,157,"Biography,Crime,Drama",nm0000631,"nm0001873,nm0414893",7.8,452543
tt0765430,FR,American Zombie,2007,90,"Comedy,Drama,Horror",nm0497333,"nm0497333,nm0814412",5.0,1235
tt0765432,AU,The Baader Meinhof Complex,2008,150,"Action,Biography,Crime",nm0248942,"nm0251536,nm0248942,nm0042266",7.3,40121
tt0765442,CA,The Dust of Time,2008,125,Drama,nm0000766,"nm0000766,nm0346096,nm0548316,nm3118085",6.5,2064
tt0765443,AU,Eastern Promises,2007,100,"Crime,Drama,Thriller",nm0000343,nm1140275,7.6,261140
tt0765446,AU,Escape from Planet Earth,2012,89,"Adventure,Animation,Comedy",nm2117510,"nm1779809,nm2117510,nm0000410,nm0419486,nm0563243,nm0498555,nm0249897",5.8,26883
tt0765447,AU,Evening,2007,117,"Drama,Romance",nm0005759,"nm0591612,nm1259728",6.4,14069
tt0765451,AU,Fugitive Pieces,2007,104,Drama,nm0687964,"nm2185495,nm0687964",6.9,2701
tt0765469,AR,El pasado,2007,114,"Drama,Romance",nm0002199,"nm0002199,nm2770670,nm0667276",6.1,2255
tt0765476,AU,Meet Dave,2008,90,"Adventure,Comedy,Family",nm0005367,"nm0338576,nm0179132",5.1,43651
tt0765487,AU,The Wizard of Gore,2007,94,"Horror,Mystery",nm0440948,"nm0153931,nm0504496",4.8,2945
tt0765849,CA,Our Daily Bread,2005,92,Documentary,nm0315430,"nm0315430,nm0927097",7.5,2690
tt0768116,AR,Hula Girls,2006,108,"Comedy,Drama",nm0498212,"nm0498212,nm1847857",7.0,2270
tt0768120,CA,Memories of Matsuko,2006,130,"Comedy,Drama,Musical",nm0620363,"nm0620363,nm2182537",7.8,8739
tt0768183,AU,Day Zero,2007,92,Drama,nm0170474,nm1351119,5.9,2930
tt0768212,AU,The Last Mimzy,2007,90,"Action,Adventure,Drama",nm0790144,"nm0748022,nm0256497,nm0366337,nm2452967,nm0476565,nm0600987",6.2,22221
tt0768218,EC,The Mysteries of Pittsburgh,2008,95,"Adventure,Comedy,Drama",nm1098493,"nm1098493,nm0149290",5.4,3482
tt0768222,CA,Night of the Templar,2012,101,"Horror,Mystery",nm0760196,nm0760196,3.7,2955
tt0768239,AU,Storm,2009,105,Drama,nm0772691,"nm1016679,nm0772691",6.9,1389
tt0769507,GB,The Sun Also Rises,2007,116,"Drama,Fantasy",nm0422638,"nm2772001,nm0422638,nm0795516,nm2758510",7.2,2569
tt0769508,AU,Dans Paris,2006,92,"Drama,Romance",nm0393394,nm0393394,6.3,4240
tt0770214,AE,Kabul Express,2006,105,"Adventure,Comedy,Drama",nm1203138,"nm1203138,nm2196143",6.8,3692
tt0770703,AE,What's Your Number?,2011,106,"Comedy,Romance",nm0617042,"nm1271341,nm1000302,nm0188243",6.0,87401
tt0770752,AU,Fool's Gold,2008,112,"Action,Adventure,Comedy",nm0855035,"nm0163177,nm0954664,nm0855035",5.7,84488
tt0770772,AU,I Think I Love My Wife,2007,90,"Comedy,Drama,Romance",nm0001674,"nm0001674,nm0127373,nm0006445",5.5,17573
tt0770802,AE,Samsara,2011,102,"Documentary,Music",nm0294825,"nm0294825,nm0536056",8.4,38041
tt0770810,BR,How She Move,2007,94,Drama,nm0711149,nm1907245,3.6,6773
tt0770828,AE,Man of Steel,2013,143,"Action,Adventure,Sci-Fi",nm0811583,"nm0275286,nm0634240,nm0796950,nm0795975",7.1,811868
tt0770829,AE,The Girl by the Lake,2007,95,"Drama,Mystery,Thriller",nm0596403,"nm0287652,nm0677758,nm2002638",6.5,3883
tt0772105,AU,The Family Friend,2006,102,Drama,nm0815204,nm0815204,7.1,4377
tt0772152,GB,Amateur Porn Star Killer,2006,71,"Crime,Horror",nm1546474,"nm2096422,nm1546474",3.1,1275
tt0772153,AU,America: Freedom to Fascism,2006,95,Documentary,nm0751567,nm0751567,7.8,2603
tt0772157,CA,Broken English,2007,93,"Comedy,Drama,Romance",nm0144023,nm0144023,6.3,7088
tt0772168,AU,Grace Is Gone,2007,85,"Drama,War",nm1475479,nm1475479,6.7,9699
tt0772172,HU,The Chair,2007,89,"Drama,Horror,Thriller",nm0837977,nm0135082,4.3,1181
tt0772176,CA,Christmas Story,2007,83,"Drama,Family,Fantasy",nm0943363,"nm1104075,nm0521803,nm0943363",7.0,4699
tt0772178,AU,Kickin' It Old Skool,2007,107,"Comedy,Sport",nm2188866,"nm0806102,nm0796875,nm1010032",4.6,7398
tt0772181,DE,Krabat,2008,120,"Drama,Fantasy,Thriller",nm0471086,"nm0349654,nm0471086,nm0696623",6.1,6852
tt0772187,HU,Notte prima degli esami,2006,100,Comedy,nm0110292,"nm0116511,nm0110292,nm0551431,nm0669793",6.4,5380
tt0772193,AU,Primeval,2007,93,"Action,Adventure,Crime",nm0003150,"nm0104335,nm0274905",4.8,15053
tt0772200,GB,Save Me,2007,96,"Drama,Romance",nm0142636,"nm0221241,nm0156314,nm0007230",6.7,2140
tt0773318,EC,Déficit,2007,79,Drama,nm0305558,nm2193829,5.1,1842
tt0774095,DK,The Dudesons Movie,2006,75,"Action,Comedy,Documentary","nm1385892,nm1387686","nm1385892,nm1385437,nm1387686",6.0,3366
tt0774755,SE,Offside,2006,103,"Comedy,Drama,Sport",nm0459732,"nm0459732,nm2171941",5.8,2497
tt0775090,FI,The Stone Merchant,2006,119,"Drama,Thriller",nm0553379,"nm0553379,nm0133381,nm2194199",4.2,1029
tt0775417,BR,Am Ende kommen Touristen,2007,85,Drama,nm1840944,"nm1016679,nm0772691,nm1840944",6.8,1113
tt0775438,GB,"Buy the Ticket, Take the Ride: Hunter S. Thompson on Film",2006,73,"Biography,Documentary",nm0862207,nm0548991,7.1,1157
tt0775440,AU,Cell,2016,98,"Action,Adventure,Horror",nm0931095,"nm0000175,nm2085654",4.4,30684
tt0775480,AU,Hellphone,2007,98,"Comedy,Fantasy,Horror",nm0404485,"nm1125131,nm0404485,nm1768443",5.1,2007
tt0775488,CA,Illegal Tender,2007,108,"Crime,Drama,Thriller",nm0721279,nm0721279,5.4,2749
tt0775489,AU,The Illusionist,2010,80,"Animation,Drama,Fantasy",nm0158984,"nm0158984,nm0004244",7.5,36519
tt0775529,AU,The Savages,2007,113,"Comedy,Drama",nm0420982,nm0420982,7.1,38636
tt0775539,AU,Stomp the Yard,2007,115,"Drama,Music,Romance",nm1234893,"nm0011950,nm0026782",5.4,26446
tt0775543,AU,Night Catches Us,2010,90,"Drama,Romance",nm0358184,nm0358184,6.2,1831
tt0775552,AU,Aliens in the Attic,2009,86,"Adventure,Comedy,Family",nm0776271,"nm0123666,nm1104057",5.4,24378
tt0776804,CA,Triple Dare,2006,92,Drama,nm1258346,nm1232670,5.6,1106
tt0778631,DE,Brave Story,2006,112,"Adventure,Animation,Fantasy","nm2516860,nm0157363,nm0535340,nm3649405,nm0645756","nm0594323,nm1027089,nm1287521",6.5,1560
tt0778661,AU,Daddy's Little Girls,2007,100,"Drama,Romance",nm1347153,nm1347153,5.8,8296
tt0778749,AR,Jasminum,2006,115,"Comedy,Romance",nm0464383,nm0464383,6.9,1382
tt0778784,AR,My Best Friend,2006,90,Comedy,nm0496312,"nm0206797,nm0496312,nm0867374",6.6,6857
tt0779982,AU,Black Sheep,2006,87,"Comedy,Horror,Sci-Fi",nm2204480,nm2204480,5.8,42101
tt0780002,AT,Contact High,2009,98,Comedy,nm0322198,"nm0322198,nm1382571",6.4,1276
tt0780076,IR,Maxx,2005,110,"Comedy,Musical",nm2206885,"nm0702600,nm2206885",6.0,1007
tt0780180,CA,Grave Decisions,2006,104,"Comedy,Drama",nm1455707,"nm1455707,nm0496046",7.4,5669
tt0780485,AU,Blood Car,2007,82,"Comedy,Horror",nm1373794,"nm1584356,nm1373794,nm1446105",5.2,2735
tt0780486,AU,Blue State,2007,88,"Comedy,Drama,Romance",nm1218697,nm1218697,5.9,2452
tt0780492,GB,Canvas,2006,101,Drama,nm0337471,nm0337471,6.5,1108
tt0780503,AE,Dororo,2007,139,"Action,Adventure,Fantasy",nm0794048,"nm0856804,nm0620185,nm0794048",6.4,2974
tt0780504,AE,Drive,2011,100,"Action,Drama",nm0716347,"nm0024925,nm2201245",7.8,704497
tt0780511,AU,Everybody's Fine,2009,99,"Adventure,Drama",nm0428600,"nm0428600,nm0868153,nm0346096,nm0211160",7.1,63966
tt0780516,AU,Flawless,2007,108,"Crime,Drama,Thriller",nm0705535,nm2207094,6.7,26345
tt0780521,AU,The Princess and the Frog,2009,97,"Adventure,Animation,Comedy","nm0166256,nm0615780","nm0166256,nm0615780,nm0258627,nm0649663,nm0972395,nm3756395",7.2,166825
tt0780534,AE,My Mom's New Boyfriend,2008,119,"Comedy,Crime,Romance",nm0303032,nm0303032,5.2,12353
tt0780536,AU,In Bruges,2008,107,"Comedy,Crime,Drama",nm1732981,nm1732981,7.9,461516
tt0780548,AU,Kid Cannabis,2014,110,"Biography,Comedy,Crime",nm0007082,"nm0007082,nm5151554",6.4,10507
tt0780567,AU,Imagine That,2009,107,"Comedy,Drama,Family",nm0456732,"nm0004412,nm0558533",5.6,15807
tt0780568,AU,My Führer,2007,89,"Comedy,Drama,War",nm0506374,nm0506374,5.5,4609
tt0780571,AE,Mr. Brooks,2007,120,"Crime,Drama,Mystery",nm0262595,"nm0262595,nm0317279",7.3,156298
tt0780583,CA,Flight of the Living Dead,2007,89,Horror,nm0859499,"nm2458358,nm1310911,nm0859499",5.1,9529
tt0780595,AU,Redline,2007,95,Action,nm0155536,"nm0286070,nm2162419",4.0,9063
tt0780606,GB,Shock to the System,2006,91,"Crime,Drama,Mystery",nm0646987,"nm2123185,nm0569130",6.6,1092
tt0780607,AU,The Signal,2007,103,"Horror,Sci-Fi,Thriller","nm1410159,nm0124112,nm1402180","nm1410159,nm1402180,nm0124112",6.0,21891
tt0780608,AU,Smiley Face,2007,85,Comedy,nm0000777,nm0353630,5.8,19037
tt0780621,GB,Gone with the Woman,2007,90,"Comedy,Drama,Romance",nm0639033,"nm0091511,nm0517179,nm0639033",6.6,2130
tt0780622,AE,Teeth,2007,94,"Comedy,Fantasy,Horror",nm0509033,nm0509033,5.4,46461
tt0780645,CA,War of the Dead,2011,86,"Action,Adventure,Horror",nm1458855,"nm1458855,nm0693228",4.1,2795
tt0780653,AU,The Wolfman,2010,103,"Drama,Fantasy,Horror",nm0002653,"nm0001825,nm0783100,nm0802561",5.8,111741
tt0781084,US,Yo-Yo Girl Cop,2006,98,Action,nm0297934,"nm0555479,nm0905274",4.9,1194
tt0781435,CA,The Duchess of Langeais,2007,137,"Drama,Music,Romance",nm0729626,"nm0094726,nm10535179,nm0051304,nm0729626",6.5,1464
tt0781511,BR,I Like,2005,104,"Drama,Romance",nm1491595,nm1491595,7.0,1207
tt0781533,BR,My Name Is Juani,2006,91,"Comedy,Drama",nm0000940,"nm0000940,nm2975616",5.0,1418
tt0782032,HU,Cenneti Beklerken,2006,107,"Drama,History",nm0952077,nm0952077,6.6,1620
tt0782037,ID,Dabbe,2006,110,"Horror,Thriller",nm2133921,nm2133921,4.3,4801
tt0782042,GB,Gen,2006,105,Thriller,nm2204103,nm2201408,4.2,3689
tt0782154,GB,The Rebel,2007,103,"Action,Drama,Romance",nm1110306,"nm1378206,nm1110306,nm1248798,nm0673105,nm1847973",6.8,2370
tt0782700,XEU,When Darkness Falls,2006,133,"Drama,Thriller",nm0632152,"nm0632152,nm0361437",7.4,1777
tt0782867,AU,The Secrets,2007,127,"Drama,Romance",nm0383605,"nm0383605,nm2236481",7.0,2249
tt0783233,AU,Atonement,2007,123,"Drama,Mystery,Romance",nm0942504,"nm0568605,nm0358960",7.8,299842
tt0783234,AU,The Baker,2007,86,"Comedy,Thriller",nm2200649,nm2200649,6.3,4375
tt0783238,AU,The Dead Girl,2006,85,"Crime,Drama,Mystery",nm0597673,nm0597673,6.6,16199
tt0783475,IN,Getting Home,2007,110,"Comedy,Drama",nm0955434,"nm0911085,nm0955434",7.4,1904
tt0783515,AU,The Education of Charlie Banks,2007,100,Drama,nm0004890,nm1660891,6.5,5275
tt0783522,AR,Ghetto,2005,110,"History,War",nm0433347,nm0811840,6.7,1321
tt0783530,HK,You Will Be Mine,2009,96,"Drama,Music",nm0482542,"nm0482542,nm0300858,nm0893107",5.6,1342
tt0783532,FR,Gangster's Paradise: Jerusalema,2008,119,"Action,Crime,Drama",nm0956537,nm0956537,7.3,10916
tt0783538,GB,Lady Magdalene's,2008,116,"Action,Comedy,Music",nm0776090,nm0776090,2.2,1041
tt0783598,DE,Until Death,2007,101,"Action,Crime,Drama",nm1415540,"nm0003529,nm0691935",5.7,10371
tt0783601,CA,American Loser,2007,94,"Comedy,Drama",nm1344017,"nm1344017,nm2606228",5.4,2983
tt0783608,AE,The Walker,2007,108,"Crime,Drama,Mystery",nm0001707,nm0001707,5.8,5892
tt0783640,AU,The Last Full Measure,2019,116,"Drama,War",nm0733149,nm0733149,6.8,14081
tt0783695,DE,Broken Sky,2006,140,"Drama,Romance",nm1001040,nm1001040,5.6,1226
tt0783767,AU,Angel,2007,134,"Drama,Romance",nm0654830,"nm0852331,nm0654830,nm0187871",5.8,5637
tt0784962,FR,7-10 Split,2007,94,"Comedy,Sport",nm0717449,nm0666388,4.2,1150
tt0784972,AU,The Brothers Solomon,2007,93,Comedy,nm0644022,nm0287182,5.3,11462
tt0785002,DK,Heartbreak Hotel,2006,110,"Comedy,Drama,Music",nm0638324,nm0638324,5.3,1656
tt0785006,AU,Hotel for Dogs,2009,100,"Comedy,Family",nm0294457,"nm0523094,nm0774792,nm0566407,nm0242028",5.5,25043
tt0785007,AU,Over Her Dead Body,2008,95,"Comedy,Fantasy,Romance",nm0523094,nm0523094,5.3,25603
tt0785012,AU,In Tranzit,2008,113,"Drama,Romance,War",nm0731631,"nm2254444,nm1802945",5.7,2661
tt0785025,AU,Love's Abiding Joy,2006,87,"Drama,Family,Western",nm0484901,"nm0484901,nm0570650,nm0855954,nm1031745",6.8,2048
tt0785035,DE,Ong Bak 2,2008,98,Action,"nm1388074,nm1437277","nm1388074,nm1437277,nm0251424,nm4719180",6.2,31910
tt0785077,AU,Who's Your Caddy?,2007,93,"Comedy,Sport",nm0666806,"nm0666806,nm0021209,nm0377485",2.3,15548
tt0787442,AU,The Attack,2012,102,"Crime,Drama,Mystery",nm0234780,"nm1789576,nm0234780,nm1979166",7.1,4554
tt0787462,CA,Elvis and Anabelle,2007,106,"Drama,Romance",nm0311942,nm0311942,7.1,5951
tt0787470,AU,Balls Out: Gary the Tennis Coach,2009,92,"Comedy,Sport",nm0500444,"nm2228267,nm2228305",5.4,10288
tt0787474,AU,The Boxtrolls,2014,96,"Adventure,Animation,Comedy","nm0030253,nm0820934","nm0109267,nm1106082,nm2223296,nm0820934,nm0197767,nm2280596",6.8,61510
tt0787475,AU,Hot Rod,2007,88,"Comedy,Sport",nm1676223,nm0103702,6.7,93402
tt0787485,GB,Killer Pad,2008,84,"Comedy,Horror",nm0000387,nm2226932,4.0,1505
tt0787495,GB,Netherbeast Incorporated,2007,93,"Comedy,Fantasy,Horror",nm1324090,nm1782510,5.5,1455
tt0787515,GB,Strength and Honour,2007,95,"Action,Drama",nm1732017,nm1732017,5.1,1628
tt0787523,AU,Towelhead,2007,124,Drama,nm0050332,"nm0050332,nm1396563",6.9,12053
tt0787524,AU,The Man Who Knew Infinity,2015,108,"Biography,Drama",nm0114226,"nm2216692,nm0114226",7.2,62135
tt0790590,AU,Botched,2007,95,Thriller,nm1242171,"nm1268479,nm1267847,nm2226294",5.6,6662
tt0790602,CA,Nitro,2007,105,"Action,Drama,Thriller",nm0221662,"nm0346676,nm0221662",5.3,1839
tt0790604,AE,Deck the Halls,2006,93,"Comedy,Family",nm0925870,"nm1953304,nm1951118,nm0722610",5.0,33165
tt0790618,AU,Remember the Daze,2007,101,"Comedy,Drama",nm1881997,nm1881997,5.6,3918
tt0790623,DE,Meet Bill,2007,93,"Comedy,Drama","nm0325927,nm2214893",nm2214893,6.2,20990
tt0790627,AU,Brief Interviews with Hideous Men,2009,80,"Comedy,Drama",nm1024677,"nm1024677,nm2234724",5.4,3654
tt0790628,AE,The Incredible Burt Wonderstone,2013,100,Comedy,nm0769135,"nm0326246,nm0197855,nm2226753,nm1624685",5.9,75891
tt0790636,AE,Dallas Buyers Club,2013,117,"Biography,Drama",nm0885249,"nm1258965,nm2214893",7.9,519310
tt0790657,EC,Everybody Wants to Be Italian,2007,105,"Comedy,Romance",nm1118463,nm1118463,5.7,1965
tt0790662,GB,Fingerprints,2006,95,"Horror,Mystery,Thriller",nm0059835,"nm2095752,nm2095010",4.9,2745
tt0790663,AU,The First Grader,2010,103,"Biography,Drama,Romance",nm0149491,nm0668754,7.4,4895
tt0790665,AU,Flood,2007,110,"Action,Drama,Thriller",nm1491603,"nm0090998,nm1793967,nm2632792,nm2244565",4.8,7159
tt0790676,GB,The Good Life,2007,90,"Comedy,Drama",nm0077284,nm0077284,6.4,2343
tt0790686,AU,Mirrors,2008,110,"Horror,Mystery",nm0014960,"nm0014960,nm0505183,nm1193005",6.1,113725
tt0790706,CA,Crazy Love,2007,92,"Documentary,Romance","nm0460031,nm0001770",nm0460031,7.0,2828
tt0790712,AU,The Messenger,2009,113,"Drama,Romance,War",nm0610219,"nm0131947,nm0610219",7.1,36775
tt0790721,AU,Normal Adolescent Behavior,2007,93,"Drama,Romance",nm0769541,nm0769541,5.1,2563
tt0790723,AU,Just Add Water,2008,95,"Comedy,Romance",nm0000952,nm0000952,5.6,3207
tt0790724,AR,Jack Reacher,2012,130,"Action,Mystery,Thriller",nm0003160,"nm1676193,nm0003160",7.0,365054
tt0790736,AU,R.I.P.D.,2013,96,"Action,Adventure,Comedy",nm0777881,"nm0006534,nm0542062,nm0229694,nm0006997,nm9592688",5.6,143587
tt0790770,AU,Miles Ahead,2015,100,"Biography,Drama,Music",nm0000332,"nm0047076,nm0000332,nm0729151,nm0929349",6.4,10560
tt0790788,GB,The Yellow Wallpaper,2012,115,Thriller,nm1889733,"nm0193691,nm1164795,nm1889733",5.6,1958
tt0790799,AU,$9.99,2008,78,"Animation,Drama,Fantasy",nm1038127,"nm0449316,nm1038127",6.7,3475
tt0790804,AU,The Comebacks,2007,84,"Comedy,Sport",nm0103744,"nm0947024,nm0349370,nm1595526,nm1685000,nm0258418,nm0414795",4.3,12049
tt0791188,AU,Naruto the Movie 2: Legend of the Stone of Gelel,2005,97,"Action,Adventure,Animation",nm0442887,"nm1618263,nm0442887,nm2166090",6.4,5138
tt0791303,AU,A Summer in Genoa,2008,93,"Drama,Mystery,Romance",nm0935863,"nm0179851,nm0935863",6.0,6780
tt0791304,AU,Georgia Rule,2007,113,"Comedy,Drama",nm0005190,nm0029125,5.9,26906
tt0791309,AU,I Want Candy,2007,87,Comedy,nm0839660,"nm0382072,nm0400864,nm1718864,nm2227956,nm2279325,nm2831744,nm0937748,nm0139743",5.3,7684
tt0792948,AE,The Exterminating Angels,2006,100,"Drama,Fantasy",nm0109885,nm0109885,5.4,3414
tt0792965,CA,Hunting and Gathering,2007,97,"Drama,Romance",nm0001945,"nm0001945,nm1674495",6.7,12533
tt0792966,CA,Blame it on Fidel,2006,99,Drama,nm0310614,"nm1522620,nm1823330,nm0310614",7.5,5210
tt0792986,GB,Fear(s) of the Dark,2007,83,"Animation,Horror,Mystery","nm2198215,nm0122615,nm1333375,nm2234841,nm0560434,nm1332672","nm2198215,nm0122615,nm2234841,nm2234780,nm1332672,nm2234880,nm0806110",6.6,3232
tt0792992,CA,Go West: A Lucky Luke Adventure,2007,90,"Adventure,Animation,Comedy",nm0419829,"nm0377866,nm0419829,nm0606328",6.3,1636
tt0793409,PT,Filme da Treta,2006,91,Comedy,nm1204064,"nm1435402,nm1501292",6.1,1117
tt0794338,FR,Sakuran,2006,111,"Drama,History",nm2242451,"nm1779107,nm2135242",6.7,2144
tt0794350,CA,I Just Didn't Do It,2006,143,Drama,nm0839397,nm0839397,7.6,1909
tt0794374,CA,Summer Palace,2006,158,"Drama,Romance",nm0521601,"nm0521601,nm2192743,nm0576606",7.2,4317
tt0794399,HU,We're All Christs,2006,107,Drama,nm0467666,nm0467666,7.2,2728
tt0795351,AU,Case 39,2009,109,"Horror,Mystery,Thriller",nm0023355,nm1242522,6.2,93327
tt0795361,AU,Cougar Club,2007,93,Comedy,nm0006799,"nm0006799,nm0307523,nm0541555",4.0,3590
tt0795368,AU,Death at a Funeral,2007,90,Comedy,nm0000568,nm1918877,7.3,120979
tt0795370,GB,The Second Wind,2007,155,"Crime,Drama,Mystery",nm0006734,"nm0006734,nm0320510",5.7,1279
tt0795376,AU,Eating Out 2: Sloppy Seconds,2006,79,"Comedy,Romance",nm0058442,"nm0058442,nm0110654",6.2,4102
tt0795421,AR,Mamma Mia!,2008,108,"Comedy,Musical,Romance",nm1630273,nm0424735,6.5,274333
tt0795434,GB,Namastey London,2007,128,"Comedy,Drama,Romance",nm1150959,"nm1330994,nm1937760",7.1,22897
tt0795438,AU,Not Easily Broken,2009,99,"Drama,Romance",nm0004886,"nm0083349,nm0415890",6.1,3216
tt0795439,AU,Numb,2007,93,"Comedy,Drama,Romance",nm0325214,nm0325214,6.5,8776
tt0795441,CA,Winter in Wartime,2008,103,"Drama,History,War",nm0465551,"nm0465551,nm1007747,nm1399358,nm1174527",7.0,13528
tt0795459,DE,Wilde Salomé,2011,90,"Documentary,Drama",nm0000199,"nm0000199,nm0928492",6.6,1018
tt0795461,AR,Scary Movie V,2013,86,"Comedy,Horror","nm0002700,nm0001878","nm0001878,nm0698493,nm0915465,nm0005541,nm0424688,nm0064556,nm0294997,nm0783536",3.5,77206
tt0795463,CA,Senseless,2008,87,"Crime,Drama,Horror",nm1836973,"nm2240519,nm1836973",5.7,1119
